School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Whitney Middle,https://www.schooldigger.com/go/TX/schools/4572005196/school.aspx,Whitney Independent School District,https://www.schooldigger.com/go/TX/district/45720/search.aspx,185 Hcr 1240,Whitney,https://www.schooldigger.com/go/TX/city/Whitney/search.aspx,76692,Hill County,(254) 694-3446,No,No,No,(n/a),349,27.6,12.6,63.3,1.7,0.6,0.3,21.8,0,3.2,72.5,46.8
Ssg Manuel R Puentes,https://www.schooldigger.com/go/TX/schools/4071012872/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,3216 Tim Foster,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79938,El Paso County,(915) 937-9200,Yes,No,No,(n/a),1054,59.8,17.6,60.9,4.6,0.3,0.8,85,0.7,1,7.7,46.7
Highland Middle,https://www.schooldigger.com/go/TX/schools/1770008045/school.aspx,Eagle Mt-Saginaw Independent School District,https://www.schooldigger.com/go/TX/district/17700/search.aspx,1001 E Bailey Boswell Rd,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76131,Tarrant County,(817) 847-5143,No,No,No,(n/a),824,59.5,13.8,46.7,13.3,0.2,6.6,40.8,0,5.1,34,46.7
Ouida Baley Middle,https://www.schooldigger.com/go/TX/schools/3822006471/school.aspx,Royse City Independent School District,https://www.schooldigger.com/go/TX/district/38220/search.aspx,1310 E Hwy 66,Royse City,https://www.schooldigger.com/go/TX/city/Royse+City/search.aspx,75189,Collin County,(972) 636-9544,No,No,No,(n/a),783,55.5,14,40.1,6.3,0.6,0.5,37,0.1,2.4,53,46.6
Manor New Technology Middle,https://www.schooldigger.com/go/TX/schools/2889013527/school.aspx,Manor Independent School District,https://www.schooldigger.com/go/TX/district/28890/search.aspx,12116 Joyce Turner Dr,Manor,https://www.schooldigger.com/go/TX/city/Manor/search.aspx,78653,Travis County,(512) 278-4300,No,No,No,(n/a),744,43.9,16.9,69.8,20.6,0.1,6.3,60.9,0.5,3.4,8.2,46.6
Crosby Middle,https://www.schooldigger.com/go/TX/schools/1575005682/school.aspx,Crosby Independent School District,https://www.schooldigger.com/go/TX/district/15750/search.aspx,14703 Fm 2100,Crosby,https://www.schooldigger.com/go/TX/city/Crosby/search.aspx,77532,Harris County,(281) 328-9264,Yes,No,No,(n/a),1525,83,18.3,53.8,14.9,0.5,0.3,42.2,0,3,39.1,46.6
Young Women's College Prep Academy,https://www.schooldigger.com/go/TX/schools/2364012621/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,1906 Cleburne St,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77004,Harris County,(713) 942-1441,Yes,No,Yes,(n/a),541,28.3,19.1,67.1,51.9,0.6,1.3,41.4,0,2,2.8,46.6
Apple Springs High School,https://www.schooldigger.com/go/TX/schools/0849000216/school.aspx,Apple Springs Independent School District,https://www.schooldigger.com/go/TX/district/08490/search.aspx,9120 Fm 2501,Apple Springs,https://www.schooldigger.com/go/TX/city/Apple+Springs/search.aspx,75926,Trinity County,(936) 831-2241,Yes,No,No,(n/a),76,8.8,8.5,53.9,5.3,1.3,0,9.2,0,1.3,82.9,46.6
Aspermont High School,https://www.schooldigger.com/go/TX/schools/0000600275/school.aspx,Aspermont Independent School District,https://www.schooldigger.com/go/TX/district/00006/search.aspx,528 E Seventh St,Aspermont,https://www.schooldigger.com/go/TX/city/Aspermont/search.aspx,79502,Stonewall County,(940) 989-2707,No,No,No,(n/a),111,11.9,9.3,50.5,1.8,0,2.7,28.8,0,0.9,65.8,46.5
Corsicana Middle,https://www.schooldigger.com/go/TX/schools/1533001101/school.aspx,Corsicana Independent School District,https://www.schooldigger.com/go/TX/district/15330/search.aspx,4101 Fm 744,Corsicana,https://www.schooldigger.com/go/TX/city/Corsicana/search.aspx,75110,Navarro County,(903) 872-3979,Yes,No,No,(n/a),980,64.5,15.1,77.6,15.4,0.2,0.4,52.8,3.1,3.4,24.8,46.4
McDade High School,https://www.schooldigger.com/go/TX/schools/2976013256/school.aspx,McDade Independent School District,https://www.schooldigger.com/go/TX/district/29760/search.aspx,156 Marlin St,McDade,https://www.schooldigger.com/go/TX/city/McDade/search.aspx,78650,Bastrop County,(512) 273-2522,Yes,No,No,(n/a),125,16,7.7,56.8,1.6,0,0,60,0.8,0.8,36.8,46.4
Diboll J H,https://www.schooldigger.com/go/TX/schools/1704001476/school.aspx,Diboll Independent School District,https://www.schooldigger.com/go/TX/district/17040/search.aspx,403 Dennis St,Diboll,https://www.schooldigger.com/go/TX/city/Diboll/search.aspx,75941,Angelina County,(936) 829-5225,Yes,No,No,(n/a),409,36,11.3,100,11.2,0.2,0.7,52.1,0,1.5,34.2,46.4
Santo Forte J H,https://www.schooldigger.com/go/TX/schools/0920008374/school.aspx,Azle Independent School District,https://www.schooldigger.com/go/TX/district/09200/search.aspx,479 Sandy Beach Rd,Azle,https://www.schooldigger.com/go/TX/city/Azle/search.aspx,76020,Tarrant County,(817) 270-1133,No,No,No,(n/a),477,35,13.6,56.4,2.1,0.2,0.2,29.1,0.2,2.9,65.2,46.3
Coronado Middle,https://www.schooldigger.com/go/TX/schools/3507012968/school.aspx,Plainview Independent School District,https://www.schooldigger.com/go/TX/district/35070/search.aspx,2501 Joliet St,Plainview,https://www.schooldigger.com/go/TX/city/Plainview/search.aspx,79072,Hale County,(806) 293-6020,Yes,No,No,(n/a),622,46.2,13.4,81.8,2.9,0.2,0,80.5,0,1.8,14.6,46.3
Cedar Bayou J H,https://www.schooldigger.com/go/TX/schools/2115002109/school.aspx,Goose Creek Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/21150/search.aspx,2610 Elvinta St,Baytown,https://www.schooldigger.com/go/TX/city/Baytown/search.aspx,77520,Harris County,(281) 420-4570,No,No,No,(n/a),1075,69.4,15.4,65.3,16.9,0.6,0.2,59.3,0.3,1.9,20.8,46.3
Spring Creek School,https://www.schooldigger.com/go/TX/schools/4113004707/school.aspx,Spring Creek Independent School District,https://www.schooldigger.com/go/TX/district/41130/search.aspx,9849 Fm 2171,Skellytown,https://www.schooldigger.com/go/TX/city/Skellytown/search.aspx,79080,Hutchinson County,(806) 273-6791,Yes,No,No,(n/a),106,11.5,9.1,43.4,0,0,0,29.2,0,2.8,67.9,46.3
Vanguard Beethoven,https://www.schooldigger.com/go/TX/schools/0019513536/school.aspx,Vanguard Academy,https://www.schooldigger.com/go/TX/district/00195/search.aspx,2215 S Veterans Blvd,Edinburg,https://www.schooldigger.com/go/TX/city/Edinburg/search.aspx,78539,Hidalgo County,(956) 318-0211,Yes,Yes,No,(n/a),1245,70.8,17.5,64.6,0.2,0,0.8,98.4,0,0,0.6,46.3
Rodriguez Middle,https://www.schooldigger.com/go/TX/schools/1674013393/school.aspx,Denton Independent School District,https://www.schooldigger.com/go/TX/district/16740/search.aspx,8650 Martop Rd,Oak Point,https://www.schooldigger.com/go/TX/city/Oak+Point/search.aspx,76227,Denton County,(972) 347-7050,No,No,No,(n/a),961,68.7,13.9,44,32.6,0.6,2.6,21.7,0.4,3.1,38.9,46.3
Heritage Academy,https://www.schooldigger.com/go/TX/schools/0008008109/school.aspx,Heritage Academy,https://www.schooldigger.com/go/TX/district/00080/search.aspx,8750 Fourwinds Dr,Windcrest,https://www.schooldigger.com/go/TX/city/Windcrest/search.aspx,78239,Bexar County,(210) 354-7753,Yes,Yes,No,(n/a),35,4.3,8.1,100,37.1,0,0,48.6,0,2.9,11.4,46.2
Newman International Academy At Pioneer,https://www.schooldigger.com/go/TX/schools/0142113511/school.aspx,Newman International Academy Of Arlington,https://www.schooldigger.com/go/TX/district/01421/search.aspx,1619 W Pioneer Pkwy,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76013,Tarrant County,(682) 331-7095,Yes,Yes,No,(n/a),108,11.7,9.1,49.1,39.8,0.9,6.5,25,0,6.5,21.3,46.2
Stevenson Middle,https://www.schooldigger.com/go/TX/schools/3312003692/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,8403 Tezel Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78254,Bexar County,(210) 397-7300,No,No,No,(n/a),1214,74.3,16.3,37.6,3.9,0.2,1.1,69.9,0.1,2.9,22.1,46.1
Watauga Middle,https://www.schooldigger.com/go/TX/schools/1023000505/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,6300 Maurie Dr,Watauga,https://www.schooldigger.com/go/TX/city/Watauga/search.aspx,76148,Tarrant County,(817) 547-4800,Yes,No,No,(n/a),692,50.1,13.8,66.2,7.4,0.3,4.9,50.7,0.6,4.8,31.4,46
McLean Middle,https://www.schooldigger.com/go/TX/schools/1970001879/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,3816 Stadium Dr,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76109,Tarrant County,(817) 814-5300,Yes,No,No,(n/a),980,63.6,15.3,66.5,3.4,0.3,1.6,66.4,0.1,1.1,27,46
Newton Middle,https://www.schooldigger.com/go/TX/schools/3273003616/school.aspx,Newton Independent School District,https://www.schooldigger.com/go/TX/district/32730/search.aspx,2814 Hwy 190 E,Newton,https://www.schooldigger.com/go/TX/city/Newton/search.aspx,75966,Newton County,(409) 420-6600,Yes,No,No,(n/a),287,28.2,10.1,76,35.2,0.3,0.7,2.8,0,5.6,55.4,46
South Middle,https://www.schooldigger.com/go/TX/schools/1818006102/school.aspx,Edinburg Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/18180/search.aspx,601 W Freddy Gonzalez Dr,Edinburg,https://www.schooldigger.com/go/TX/city/Edinburg/search.aspx,78539,Hidalgo County,(956) 289-2415,Yes,No,No,(n/a),1372,92.8,14.7,68.1,0.3,0.1,1.2,96.1,0,0.1,2.1,45.9
McMath Middle,https://www.schooldigger.com/go/TX/schools/1674007864/school.aspx,Denton Independent School District,https://www.schooldigger.com/go/TX/district/16740/search.aspx,1900 Jason Dr,Denton,https://www.schooldigger.com/go/TX/city/Denton/search.aspx,76205,Denton County,(940) 369-3300,No,No,No,(n/a),804,63.3,12.6,53.4,14.6,0.5,3.1,37.9,0.2,2.4,41.3,45.7
Hardin J H,https://www.schooldigger.com/go/TX/schools/2238002246/school.aspx,Hardin Independent School District,https://www.schooldigger.com/go/TX/district/22380/search.aspx,395 Fm 834 E,Hardin,https://www.schooldigger.com/go/TX/city/Hardin/search.aspx,77561,Liberty County,(936) 298-2054,Yes,No,No,(n/a),335,29,11.5,54.6,2.7,1.2,0.6,14.9,0,3.6,77,45.7
Grand Saline Middle,https://www.schooldigger.com/go/TX/schools/2145005483/school.aspx,Grand Saline Independent School District,https://www.schooldigger.com/go/TX/district/21450/search.aspx,400 Stadium Dr,Grand Saline,https://www.schooldigger.com/go/TX/city/Grand+Saline/search.aspx,75140,Van Zandt County,(903) 962-7537,Yes,No,No,(n/a),239,17.4,13.6,57.3,0.4,0.8,0.4,25.9,0,2.1,70.3,45.6
Stinson Middle,https://www.schooldigger.com/go/TX/schools/3312021114/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,13200 Skyhawk,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78249,Bexar County,(210) 397-3600,No,No,No,(n/a),1149,65.4,17.5,35.1,5.4,0.1,5.7,64.4,0.2,3.9,20.3,45.6
Olfen School,https://www.schooldigger.com/go/TX/schools/3357003754/school.aspx,Olfen Independent School District,https://www.schooldigger.com/go/TX/district/33570/search.aspx,1122 Pr 2562,Rowena,https://www.schooldigger.com/go/TX/city/Rowena/search.aspx,76875,Runnels County,(325) 442-4301,Yes,No,No,(n/a),138,14.8,9.3,73.2,3.6,0,0,41.3,0,2.2,52.9,45.6
Yes Prep - Southwest,https://www.schooldigger.com/go/TX/schools/0020910714/school.aspx,Yes Prep Public Schools Inc,https://www.schooldigger.com/go/TX/district/00209/search.aspx,4411 Anderson Rd,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77053,Harris County,(713) 967-9200,Yes,Yes,No,(n/a),1030,59.3,17.3,94.5,5,0.1,0.1,94.4,0,0,0.5,45.5
Services-Ninos Charter Middle,https://www.schooldigger.com/go/TX/schools/0001811526/school.aspx,Services-Ninos Charter School,https://www.schooldigger.com/go/TX/district/00018/search.aspx,5610 Gulfton St,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77081,Harris County,(713) 667-6145,Yes,Yes,No,(n/a),269,17,15.8,95.9,0.4,0.4,0,98.5,0,0,0.7,45.5
Idea Owassa College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113744/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,1000 E Owassa Rd,Pharr,https://www.schooldigger.com/go/TX/city/Pharr/search.aspx,78577,Hidalgo County,(956) 351-4959,Yes,Yes,No,(n/a),310,17,18.2,95.5,0.3,0,1.3,90.6,0.3,0.3,7.1,45.5
Davinci School For Science And The Arts,https://www.schooldigger.com/go/TX/schools/0003711452/school.aspx,Burnham Wood Charter School District,https://www.schooldigger.com/go/TX/district/00037/search.aspx,785 Southwestern Dr,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79912,El Paso County,(915) 584-4024,Yes,Yes,No,(n/a),673,36.8,18.2,36.6,0.9,0,0.4,88.6,0,0.9,9.2,45.4
O'Donnell School,https://www.schooldigger.com/go/TX/schools/3339003748/school.aspx,O'Donnell Independent School District,https://www.schooldigger.com/go/TX/district/33390/search.aspx,400 Small St,Odonnell,https://www.schooldigger.com/go/TX/city/Odonnell/search.aspx,79351,Lynn County,(806) 428-3241,Yes,No,No,(n/a),298,36,8.2,70.1,0.3,0,0,62.4,0,1.7,35.6,45.4
Merkel Middle,https://www.schooldigger.com/go/TX/schools/3034003397/school.aspx,Merkel Independent School District,https://www.schooldigger.com/go/TX/district/30340/search.aspx,302 Ash,Merkel,https://www.schooldigger.com/go/TX/city/Merkel/search.aspx,79536,Taylor County,(325) 928-5511,No,No,No,(n/a),235,22.9,10.2,54.9,0.4,0.4,0,20.9,0,2.6,75.7,45.4
Manzano Middle,https://www.schooldigger.com/go/TX/schools/1168012072/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,2580 W Alton Gloor,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78521,Cameron County,(956) 548-9800,Yes,No,No,(n/a),895,57.7,15.4,80.4,0,0.1,0.4,98.5,0,0,0.9,45.3
Mullin Main,https://www.schooldigger.com/go/TX/schools/3192005557/school.aspx,Mullin Independent School District,https://www.schooldigger.com/go/TX/district/31920/search.aspx,403 Bulldog Dr,Mullin,https://www.schooldigger.com/go/TX/city/Mullin/search.aspx,76864,Mills County,(855) 467-0030,Yes,No,No,(n/a),98,15.7,6.2,74.5,0,0,0,23.5,0,2,74.5,45.3
Brownsville Raul Yzaguirre Stem Scholars Prep,https://www.schooldigger.com/go/TX/schools/0002209256/school.aspx,Raul Yzaguirre Schools For Success,https://www.schooldigger.com/go/TX/district/00022/search.aspx,2255 N Coria St,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78520,Cameron County,(956) 574-7100,Yes,Yes,No,(n/a),400,22.9,17.4,93.8,0,0,0,100,0,0,0,45.2
Marble Falls Middle,https://www.schooldigger.com/go/TX/schools/2901003275/school.aspx,Marble Falls Independent School District,https://www.schooldigger.com/go/TX/district/29010/search.aspx,1511 Pony Cir,Marble Falls,https://www.schooldigger.com/go/TX/city/Marble+Falls/search.aspx,78654,Burnet County,(830) 693-4439,Yes,No,No,(n/a),902,68.5,13.1,67.7,2.2,0.1,0.6,46.5,0.7,2.4,47.6,45.2
Oakwood High School,https://www.schooldigger.com/go/TX/schools/3334003742/school.aspx,Oakwood Independent School District,https://www.schooldigger.com/go/TX/district/33340/search.aspx,631 N Holly St,Oakwood,https://www.schooldigger.com/go/TX/city/Oakwood/search.aspx,75855,Leon County,(903) 545-2140,Yes,No,No,(n/a),74,11,6.7,90.5,20.3,0,0,14.9,0,4.1,60.8,45.2
Walnut Springs School,https://www.schooldigger.com/go/TX/schools/4452012079/school.aspx,Walnut Springs Independent School District,https://www.schooldigger.com/go/TX/district/44520/search.aspx,184 Ave A,Walnut Springs,https://www.schooldigger.com/go/TX/city/Walnut+Springs/search.aspx,76690,Bosque County,(254) 797-2132,Yes,No,No,(n/a),170,20.1,8.4,84.7,0,0,0.6,62.4,0,0.6,36.5,45.1
Azle J H South,https://www.schooldigger.com/go/TX/schools/0920000383/school.aspx,Azle Independent School District,https://www.schooldigger.com/go/TX/district/09200/search.aspx,201 School St,Azle,https://www.schooldigger.com/go/TX/city/Azle/search.aspx,76020,Tarrant County,(817) 444-2564,No,No,No,(n/a),588,38.1,15.4,41.7,2,0.5,0.9,24.7,0.2,3.7,68,45.1
Comfort Middle,https://www.schooldigger.com/go/TX/schools/1479004860/school.aspx,Comfort Independent School District,https://www.schooldigger.com/go/TX/district/14790/search.aspx,216 High St,Comfort,https://www.schooldigger.com/go/TX/city/Comfort/search.aspx,78013,Kendall County,(830) 995-6420,Yes,No,No,(n/a),256,24.7,10.3,46.5,0,0.8,0.4,62.5,0,0.8,35.5,45.1
Col John O Ensor Middle,https://www.schooldigger.com/go/TX/schools/4071008777/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,13600 Ryderwood Ave,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79928,El Paso County,(915) 937-6000,Yes,No,No,(n/a),1185,68.5,17.2,64.9,1.9,0.3,0.3,92.5,0.3,1.1,3.6,45
Tanglewood Middle,https://www.schooldigger.com/go/TX/schools/2364001271/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,5215 San Felipe,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77056,Harris County,(713) 625-1411,Yes,No,No,(n/a),891,49.9,17.8,62.2,15.4,0.2,8.1,52.1,0.1,3,21.1,45
Somerset J H,https://www.schooldigger.com/go/TX/schools/4074004624/school.aspx,Somerset Independent School District,https://www.schooldigger.com/go/TX/district/40740/search.aspx,7791 6th St,Somerset,https://www.schooldigger.com/go/TX/city/Somerset/search.aspx,78069,Bexar County,(210) 750-8967,Yes,No,No,(n/a),618,43.5,14.2,99.2,0.3,0,0,92.4,0.2,0.3,6.8,45
Bob Hope School,https://www.schooldigger.com/go/TX/schools/0141012450/school.aspx,Bob Hope School,https://www.schooldigger.com/go/TX/district/01410/search.aspx,2849 9th Ave,Port Arthur,https://www.schooldigger.com/go/TX/city/Port+Arthur/search.aspx,77642,Jefferson County,(409) 983-3244,Yes,Yes,No,(n/a),485,26.6,18.2,79.6,2.1,0,0.2,96.3,0,0.2,1.2,45
Park Crest Middle,https://www.schooldigger.com/go/TX/schools/3483007138/school.aspx,Pflugerville Independent School District,https://www.schooldigger.com/go/TX/district/34830/search.aspx,1500 N Railroad Ave,Pflugerville,https://www.schooldigger.com/go/TX/city/Pflugerville/search.aspx,78660,Travis County,(512) 594-2400,Yes,No,No,(n/a),972,67.2,14.4,44.1,21.6,0.3,6.3,39.4,0.3,6.5,25.6,45
Angleton Junior High School,https://www.schooldigger.com/go/TX/schools/0831009139/school.aspx,Angleton Independent School District,https://www.schooldigger.com/go/TX/district/08310/search.aspx,1201 Henderson Rd,Angleton,https://www.schooldigger.com/go/TX/city/Angleton/search.aspx,77515,Brazoria County,(979) 864-8002,Yes,No,No,(n/a),1602,86.9,18.4,72.6,11.7,1.5,0.6,44.9,0.1,2.4,38.8,45
New Waverly J H,https://www.schooldigger.com/go/TX/schools/3264006589/school.aspx,New Waverly Independent School District,https://www.schooldigger.com/go/TX/district/32640/search.aspx,1111 Front St,New Waverly,https://www.schooldigger.com/go/TX/city/New+Waverly/search.aspx,77358,Walker County,(936) 344-2246,No,No,No,(n/a),261,18.2,14.2,53.6,15.3,0,0,12.3,0,5.7,66.7,44.9
Junction Middle,https://www.schooldigger.com/go/TX/schools/2502002797/school.aspx,Junction Independent School District,https://www.schooldigger.com/go/TX/district/25020/search.aspx,1700 College St,Junction,https://www.schooldigger.com/go/TX/city/Junction/search.aspx,76849,Kimble County,(325) 446-2464,Yes,No,No,(n/a),151,12.5,12,65.6,0,0,0,38.4,0,2,59.6,44.9
Idea Tres Lagos College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113673/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,5200 Tres Lagos Blvd,McAllen,https://www.schooldigger.com/go/TX/city/McAllen/search.aspx,78504,Hidalgo County,(956) 287-6900,Yes,Yes,No,(n/a),453,25,18,90.3,0.7,0,0.7,90.7,0,0,7.9,44.9
Thornton Middle,https://www.schooldigger.com/go/TX/schools/1611004206/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,19802 Kieth Harrow Blvd,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77449,Harris County,(281) 856-1500,Yes,No,No,(n/a),1561,101.5,15.3,75.7,32.2,0.8,4.3,54.7,0.2,1.8,6,44.8
Cherokee School,https://www.schooldigger.com/go/TX/schools/1374000866/school.aspx,Cherokee Independent School District,https://www.schooldigger.com/go/TX/district/13740/search.aspx,305 S Indian Ave,Cherokee,https://www.schooldigger.com/go/TX/city/Cherokee/search.aspx,76832,San Saba County,(325) 622-4298,Yes,No,No,(n/a),131,17.8,7.3,58,4.6,0.8,0.8,17.6,0,1.5,74.8,44.8
Hedley School,https://www.schooldigger.com/go/TX/schools/2285002317/school.aspx,Hedley Independent School District,https://www.schooldigger.com/go/TX/district/22850/search.aspx,301 Jones,Hedley,https://www.schooldigger.com/go/TX/city/Hedley/search.aspx,79237,Donley County,(806) 856-5323,Yes,No,No,(n/a),113,17.3,6.5,72.6,0,0,0,31,0,1.8,67.3,44.8
Harmony School Of Innovation - El Paso,https://www.schooldigger.com/go/TX/schools/0027212339/school.aspx,Harmony Science Academy (El Paso),https://www.schooldigger.com/go/TX/district/00272/search.aspx,5210 Fairbanks Dr,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79924,El Paso County,(915) 757-2929,Yes,Yes,No,(n/a),1168,72.5,16.1,68.6,5.5,0.3,0.8,79.8,0,2.8,10.8,44.8
McCarroll Middle,https://www.schooldigger.com/go/TX/schools/1650001408/school.aspx,Decatur Independent School District,https://www.schooldigger.com/go/TX/district/16500/search.aspx,1201 W Thompson St,Decatur,https://www.schooldigger.com/go/TX/city/Decatur/search.aspx,76234,Wise County,(940) 393-7300,No,No,No,(n/a),824,53.7,15.3,47.8,1.3,0.7,0.7,36.4,0.1,2.3,58.4,44.7
New Summerfield School,https://www.schooldigger.com/go/TX/schools/3261003608/school.aspx,New Summerfield Independent School District,https://www.schooldigger.com/go/TX/district/32610/search.aspx,13307 Hwy 110 S,New Summerfield,https://www.schooldigger.com/go/TX/city/New+Summerfield/search.aspx,75780,Cherokee County,(903) 726-3306,Yes,No,No,(n/a),529,45.7,11.5,93.2,2.8,0.2,0.6,85.4,0,0.2,10.8,44.6
Grapeland J H,https://www.schooldigger.com/go/TX/schools/2163002178/school.aspx,Grapeland Independent School District,https://www.schooldigger.com/go/TX/district/21630/search.aspx,116 W Myrtle,Grapeland,https://www.schooldigger.com/go/TX/city/Grapeland/search.aspx,75844,Houston County,(936) 687-2351,No,No,No,(n/a),137,10.3,13.2,68.6,21.2,0,2.2,13.9,0,2.9,59.9,44.6
Bailey J H,https://www.schooldigger.com/go/TX/schools/0870000234/school.aspx,Arlington Independent School District,https://www.schooldigger.com/go/TX/district/08700/search.aspx,2411 Winewood,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76013,Tarrant County,(682) 867-0700,No,No,No,(n/a),890,65,13.6,63.6,18,0.6,2.6,40.6,0.1,3,35.2,44.5
Vista Ridge Middle,https://www.schooldigger.com/go/TX/schools/2526013312/school.aspx,Keller Independent School District,https://www.schooldigger.com/go/TX/district/25260/search.aspx,3201 Thompson Rd,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76137,Tarrant County,(817) 743-8400,Yes,No,No,(n/a),773,60.8,12.7,43.3,17.7,0.5,14,31.4,0,6.1,30.3,44.5
San Perlita Middle,https://www.schooldigger.com/go/TX/schools/3900007485/school.aspx,San Perlita Independent School District,https://www.schooldigger.com/go/TX/district/39000/search.aspx,1 Mi N F M 2209,San Perlita,https://www.schooldigger.com/go/TX/city/San+Perlita/search.aspx,78590,Willacy County,(956) 248-5250,Yes,No,No,(n/a),52,6.1,8.5,88.5,1.9,0,0,98.1,0,0,0,44.4
Carlisle School,https://www.schooldigger.com/go/TX/schools/1287000783/school.aspx,Carlisle Independent School District,https://www.schooldigger.com/go/TX/district/12870/search.aspx,8960 Fm 13 W,Henderson,https://www.schooldigger.com/go/TX/city/Henderson/search.aspx,75654,Rusk County,(903) 861-3801,Yes,No,No,(n/a),612,59.5,10.2,75,5.1,0.3,0,53.1,0,2,39.5,44.4
Plains Middle,https://www.schooldigger.com/go/TX/schools/3504007102/school.aspx,Plains Independent School District,https://www.schooldigger.com/go/TX/district/35040/search.aspx,811 Cowboy Way,Plains,https://www.schooldigger.com/go/TX/city/Plains/search.aspx,79355,Yoakum County,(806) 456-7490,Yes,No,No,(n/a),111,7.3,15.1,71.2,0.9,0,0,65.8,0,0,33.3,44.4
Refugio J H,https://www.schooldigger.com/go/TX/schools/3678012861/school.aspx,Refugio Independent School District,https://www.schooldigger.com/go/TX/district/36780/search.aspx,410 W Vance St,Refugio,https://www.schooldigger.com/go/TX/city/Refugio/search.aspx,78377,Refugio County,(361) 526-5400,Yes,No,No,(n/a),178,15.2,11.6,65.7,11.2,0,0,62.4,0,0,26.4,44.3
North Richland Middle,https://www.schooldigger.com/go/TX/schools/1023000493/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,4801 Redondo,North Richland Hills,https://www.schooldigger.com/go/TX/city/North+Richland+Hills/search.aspx,76180,Tarrant County,(817) 547-4200,Yes,No,No,(n/a),904,60.9,14.8,64.7,11.2,0.6,5.1,40.3,0.2,4.2,38.5,44.3
Deerpark Middle,https://www.schooldigger.com/go/TX/schools/3808006606/school.aspx,Round Rock Independent School District,https://www.schooldigger.com/go/TX/district/38080/search.aspx,8849 Anderson Mill Rd,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78729,Williamson County,(512) 464-6600,Yes,No,No,(n/a),923,71.3,12.9,37.7,16.1,0.4,5.7,36.1,0.1,4.6,36.9,44.3
Odyssey Academy - Bay Area,https://www.schooldigger.com/go/TX/schools/0010813274/school.aspx,Odyssey Academy Inc,https://www.schooldigger.com/go/TX/district/00108/search.aspx,2600 Stanley Ln,El Lago,https://www.schooldigger.com/go/TX/city/El+Lago/search.aspx,77586,Harris County,(281) 326-4555,Yes,Yes,No,(n/a),494,33.9,14.5,67.2,30,0.4,2.4,33,0,4,30.2,44.2
