School,School URL,District,District URL,City,CityURL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes,Standard Score
Brenham J H,https://www.schooldigger.com/go/TX/schools/1128007747/school.aspx,Brenham Independent School District,https://www.schooldigger.com/go/TX/district/11280/search.aspx,Brenham,https://www.schooldigger.com/go/TX/city/Brenham/search.aspx,77833,Washington,(979) 277-3830,Yes,No,No,No,755,56,13.4,0.52,0.22,0,0.01,0.31,0,0.02,47.6
Holub Middle,https://www.schooldigger.com/go/TX/schools/0783005639/school.aspx,Alief Independent School District,https://www.schooldigger.com/go/TX/district/07830/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77099,Harris,(281) 983-8433,Yes,No,No,Yes,856,66,12.9,0.79,0.34,0.01,0.1,0.53,0,0.01,47.5
Madison Middle,https://www.schooldigger.com/go/TX/schools/0744000030/school.aspx,Abilene Independent School District,https://www.schooldigger.com/go/TX/district/07440/search.aspx,Abilene,https://www.schooldigger.com/go/TX/city/Abilene/search.aspx,79605,Taylor,(325) 692-5661,Yes,No,No,Yes,900,63,14.2,0.59,0.08,0.01,0.02,0.4,0,0.03,47.5
Throckmorton School,https://www.schooldigger.com/go/TX/schools/4278004880/school.aspx,Throckmorton Independent School District,https://www.schooldigger.com/go/TX/district/42780/search.aspx,Throckmorton,https://www.schooldigger.com/go/TX/city/Throckmorton/search.aspx,76483,Throckmorton,(940) 849-2421,Yes,No,No,No,195,23,8.4,0.47,0.02,0.01,0.01,0.19,0,0.01,47.4
Bettye Myers Middle,https://www.schooldigger.com/go/TX/schools/1674012894/school.aspx,Denton Independent School District,https://www.schooldigger.com/go/TX/district/16740/search.aspx,Lake Dallas,https://www.schooldigger.com/go/TX/city/Lake+Dallas/search.aspx,76208,Denton,(940) 369-1500,Yes,No,No,No,828,55,15,0.64,0.2,0.01,0.03,0.4,0,0.01,47.4
Ann Richards Middle,https://www.schooldigger.com/go/TX/schools/2613008294/school.aspx,La Joya Independent School District,https://www.schooldigger.com/go/TX/district/26130/search.aspx,Mission,https://www.schooldigger.com/go/TX/city/Mission/search.aspx,78572,Hidalgo,(956) 519-5710,Yes,No,No,No,938,63,14.8,0.98,0,0,0,1,0,0,47.4
Quitman J H,https://www.schooldigger.com/go/TX/schools/3630004079/school.aspx,Quitman Independent School District,https://www.schooldigger.com/go/TX/district/36300/search.aspx,Quitman,https://www.schooldigger.com/go/TX/city/Quitman/search.aspx,75783,Wood,(903) 763-5000,Yes,No,No,No,241,21,11.4,0.55,0.03,0.01,0,0.13,0,0.02,47.3
Leander Charter Academy,https://www.schooldigger.com/go/TX/schools/0007612994/school.aspx,Priority Charter Schools,https://www.schooldigger.com/go/TX/district/00076/search.aspx,Leander,https://www.schooldigger.com/go/TX/city/Leander/search.aspx,78646,Williamson,(512) 986-9545,Yes,Yes,No,No,198,11,18,0.3,0.08,0.01,0.03,0.22,0,0.03,47.3
Karnes City J H,https://www.schooldigger.com/go/TX/schools/2514002804/school.aspx,Karnes City Independent School District,https://www.schooldigger.com/go/TX/district/25140/search.aspx,Karnes City,https://www.schooldigger.com/go/TX/city/Karnes+City/search.aspx,78118,Karnes,(830) 780-2321,Yes,No,No,Yes,243,16,15.1,0.56,0.02,0,0,0.68,0,0,47.3
OBrien Middle,https://www.schooldigger.com/go/TX/schools/2587005527/school.aspx,Knox City-OBrien Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/25870/search.aspx,Knox City,https://www.schooldigger.com/go/TX/city/Knox+City/search.aspx,79539,Haskell,(940) 657-3731,Yes,No,No,Yes,81,,8.1,0.67,0.05,0.01,0,0.53,0,0.04,47.2
Ywla At Bill Arnold Midddle,https://www.schooldigger.com/go/TX/schools/2142012690/school.aspx,Grand Prairie Independent School District,https://www.schooldigger.com/go/TX/district/21420/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75051,Dallas,(972) 343-7400,Yes,No,No,Yes,1169,73,16,0.8,0.13,0,0.03,0.75,0,0.01,47.2
Cardiff J H,https://www.schooldigger.com/go/TX/schools/2517011272/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77449,Harris,(281) 234-0600,Yes,No,No,No,963,78,12.3,0.68,0.13,0.01,0.05,0.6,0,0.02,47.1
McDowell Middle,https://www.schooldigger.com/go/TX/schools/2343002377/school.aspx,Hondo Independent School District,https://www.schooldigger.com/go/TX/district/23430/search.aspx,Hondo,https://www.schooldigger.com/go/TX/city/Hondo/search.aspx,78861,Medina,(830) 426-2261,Yes,No,No,Yes,,38,13,0.65,0.01,0,0,0.68,0,0,47.1
Ft Davis School,https://www.schooldigger.com/go/TX/schools/2010001962/school.aspx,Ft Davis Independent School District,https://www.schooldigger.com/go/TX/district/20100/search.aspx,Fort Davis,https://www.schooldigger.com/go/TX/city/Fort+Davis/search.aspx,79734,Jeff Davis,(432) 426-4444,Yes,No,No,Yes,217,25,8.6,0.49,0,0,0,0.59,0,0.01,47.1
Memorial Middle,https://www.schooldigger.com/go/TX/schools/2679005885/school.aspx,Laredo Independent School District,https://www.schooldigger.com/go/TX/district/26790/search.aspx,Laredo,https://www.schooldigger.com/go/TX/city/Laredo/search.aspx,78040,Webb,(956) 273-6600,Yes,No,No,No,731,48,15.2,0.98,0,0,0,1,0,0,47.1
Abell J H,https://www.schooldigger.com/go/TX/schools/3057005118/school.aspx,Midland Independent School District,https://www.schooldigger.com/go/TX/district/30570/search.aspx,Midland,https://www.schooldigger.com/go/TX/city/Midland/search.aspx,79707,Midland,(432) 689-6200,Yes,No,No,Yes,1012,61,16.5,0.4,0.09,0,0.02,0.57,0,0.01,47.1
Como Montessori,https://www.schooldigger.com/go/TX/schools/1970001845/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76107,Tarrant,(817) 815-7200,Yes,No,No,No,352,22,16,0.61,0.38,0,0.01,0.42,0,0.03,47.1
Cesar Chavez Middle,https://www.schooldigger.com/go/TX/schools/2613006737/school.aspx,La Joya Independent School District,https://www.schooldigger.com/go/TX/district/26130/search.aspx,Mission,https://www.schooldigger.com/go/TX/city/Mission/search.aspx,78572,Hidalgo,(956) 580-6182,Yes,No,No,No,843,60,14,0.92,0,0,0,1,0,0,46.9
Northside School,https://www.schooldigger.com/go/TX/schools/3309003728/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33090/search.aspx,Vernon,https://www.schooldigger.com/go/TX/city/Vernon/search.aspx,76384,Wilbarger,(940) 552-2551,No,No,No,No,201,17,11.8,0.42,0.04,0,0.01,0.27,0,0.01,46.9
Crosby Middle,https://www.schooldigger.com/go/TX/schools/1575005682/school.aspx,Crosby Independent School District,https://www.schooldigger.com/go/TX/district/15750/search.aspx,Crosby,https://www.schooldigger.com/go/TX/city/Crosby/search.aspx,77532,Harris,(281) 328-9264,Yes,No,No,No,809,51,15.8,0.46,0.15,0,0,0.35,0,0.02,46.9
Keene J H,https://www.schooldigger.com/go/TX/schools/2523006727/school.aspx,Keene Independent School District,https://www.schooldigger.com/go/TX/district/25230/search.aspx,Keene,https://www.schooldigger.com/go/TX/city/Keene/search.aspx,76059,Johnson,(817) 774-5270,Yes,No,No,No,212,19,11.1,0.79,0.04,0.01,0,0.41,0.17,0.05,46.9
Marshall Middle,https://www.schooldigger.com/go/TX/schools/0967005953/school.aspx,Beaumont Independent School District,https://www.schooldigger.com/go/TX/district/09670/search.aspx,Beaumont,https://www.schooldigger.com/go/TX/city/Beaumont/search.aspx,77706,Jefferson,(409) 617-5900,Yes,No,No,Yes,813,44,18.4,0.44,0.4,0,0.06,0.15,0,0.03,46.9
Eddie Finley Senior J H,https://www.schooldigger.com/go/TX/schools/4473005093/school.aspx,Waxahachie Independent School District,https://www.schooldigger.com/go/TX/district/44730/search.aspx,Waxahachie,https://www.schooldigger.com/go/TX/city/Waxahachie/search.aspx,75165,Ellis,(972) 923-4680,Yes,No,No,Yes,882,64,13.7,0.6,0.1,0.01,0,0.43,0,0.02,46.8
Malone Elementary,https://www.schooldigger.com/go/TX/schools/2880003260/school.aspx,Malone Independent School District,https://www.schooldigger.com/go/TX/district/28800/search.aspx,Malone,https://www.schooldigger.com/go/TX/city/Malone/search.aspx,76660,Hill,(254) 533-2321,Yes,No,No,No,96,12,8,0.9,0.09,0,0,0.45,0,0.02,46.8
Lamar J H,https://www.schooldigger.com/go/TX/schools/2658002989/school.aspx,Lamar Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/26580/search.aspx,Rosenberg,https://www.schooldigger.com/go/TX/city/Rosenberg/search.aspx,77471,Fort Bend,(832) 223-3200,Yes,No,No,No,860,51,16.8,0.61,0.24,0,0.05,0.54,0,0.02,46.8
Lingleville School,https://www.schooldigger.com/go/TX/schools/2760003102/school.aspx,Lingleville Independent School District,https://www.schooldigger.com/go/TX/district/27600/search.aspx,Lingleville,https://www.schooldigger.com/go/TX/city/Lingleville/search.aspx,76461,Erath,(254) 968-2596,Yes,No,No,Yes,226,22,10.2,0.54,0,0,0,0.5,0,0.02,46.8
Miller Intermediate,https://www.schooldigger.com/go/TX/schools/3432003836/school.aspx,Pasadena Independent School District,https://www.schooldigger.com/go/TX/district/34320/search.aspx,Pasadena,https://www.schooldigger.com/go/TX/city/Pasadena/search.aspx,77504,Harris,(713) 740-0450,Yes,No,No,No,913,60,15.2,0.84,0.07,0,0,0.87,0,0.01,46.8
Clarendon J H,https://www.schooldigger.com/go/TX/schools/1416006942/school.aspx,Clarendon Independent School District,https://www.schooldigger.com/go/TX/district/14160/search.aspx,Clarendon,https://www.schooldigger.com/go/TX/city/Clarendon/search.aspx,79226,Donley,(806) 874-3232,Yes,No,No,Yes,90,10,9,0.52,0.13,0,0.01,0.14,0.01,0.03,46.7
Vidor J H,https://www.schooldigger.com/go/TX/schools/4416005026/school.aspx,Vidor Independent School District,https://www.schooldigger.com/go/TX/district/44160/search.aspx,Vidor,https://www.schooldigger.com/go/TX/city/Vidor/search.aspx,77662,Orange,(409) 951-8970,Yes,No,No,No,729,50,14.5,0.49,0,0,0.01,0.08,0,0.02,46.7
Hubbard Middle,https://www.schooldigger.com/go/TX/schools/2373006121/school.aspx,Hubbard Independent School District,https://www.schooldigger.com/go/TX/district/23730/search.aspx,Hubbard,https://www.schooldigger.com/go/TX/city/Hubbard/search.aspx,76648,Hill,(254) 576-2758,Yes,No,No,Yes,75,7,10.7,0.59,0.16,0,0,0.19,0,0,46.7
Iraan J H,https://www.schooldigger.com/go/TX/schools/2433002711/school.aspx,Iraan-Sheffield Independent School District,https://www.schooldigger.com/go/TX/district/24330/search.aspx,Iraan,https://www.schooldigger.com/go/TX/city/Iraan/search.aspx,79744,Pecos,(432) 639-2512,No,No,No,Yes,84,10,8.4,0.27,0.01,0.02,0,0.64,0.01,0,46.7
Eldorado Middle,https://www.schooldigger.com/go/TX/schools/3951006325/school.aspx,Schleicher Independent School District,https://www.schooldigger.com/go/TX/district/39510/search.aspx,Eldorado,https://www.schooldigger.com/go/TX/city/Eldorado/search.aspx,76936,Schleicher,(325) 853-3028,Yes,No,No,No,187,16,11.6,0.49,0,0,0.02,0.72,0,0.02,46.6
Benbrook Middle,https://www.schooldigger.com/go/TX/schools/1970012309/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76126,Tarrant,(817) 871-2000,Yes,No,No,Yes,911,60,15.1,0.41,0.07,0,0.01,0.34,0,0.03,46.6
Beverly Hills Intermediate,https://www.schooldigger.com/go/TX/schools/3432003819/school.aspx,Pasadena Independent School District,https://www.schooldigger.com/go/TX/district/34320/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77089,Harris,(713) 740-0420,Yes,No,No,Yes,1020,64,15.9,0.68,0.19,0,0.08,0.67,0,0.01,46.5
United South Middle,https://www.schooldigger.com/go/TX/schools/4365021066/school.aspx,United Independent School District,https://www.schooldigger.com/go/TX/district/43650/search.aspx,Laredo,https://www.schooldigger.com/go/TX/city/Laredo/search.aspx,78043,Webb,(956) 473-7700,Yes,No,No,No,1357,76,17.8,0.84,0,0,0,1,0,0,46.5
Kipp Austin Academy Of Arts & Letters,https://www.schooldigger.com/go/TX/schools/0026412305/school.aspx,Kipp Austin Public Schools Inc,https://www.schooldigger.com/go/TX/district/00264/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78724,Travis,(512) 501-3640,Yes,Yes,No,Yes,412,22,18.7,0.91,0.03,0,0,0.95,0,0,46.5
Charles Middle,https://www.schooldigger.com/go/TX/schools/1830001672/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79924,El Paso,(915) 849-3940,Yes,No,No,No,693,44,15.7,0.71,0.09,0,0.01,0.76,0.01,0.03,46.5
May High School,https://www.schooldigger.com/go/TX/schools/2952003319/school.aspx,May Independent School District,https://www.schooldigger.com/go/TX/district/29520/search.aspx,May,https://www.schooldigger.com/go/TX/city/May/search.aspx,76857,Brown,(254) 259-2131,Yes,No,No,No,135,13,10.3,0.52,0,0.01,0,0.16,0,0,46.5
Seagraves Schools,https://www.schooldigger.com/go/TX/schools/3960004499/school.aspx,Seagraves Independent School District,https://www.schooldigger.com/go/TX/district/39600/search.aspx,Seagraves,https://www.schooldigger.com/go/TX/city/Seagraves/search.aspx,79359,Gaines,(806) 387-2520,Yes,No,No,Yes,598,,10.8,0.62,0.08,0,0,0.8,0,0.01,46.4
Dalhart J H,https://www.schooldigger.com/go/TX/schools/1620006237/school.aspx,Dalhart Independent School District,https://www.schooldigger.com/go/TX/district/16200/search.aspx,Dalhart,https://www.schooldigger.com/go/TX/city/Dalhart/search.aspx,79022,Hartley,(806) 244-7825,Yes,No,No,Yes,402,26,15.4,0.55,0.01,0.01,0.01,0.52,0,0.01,46.3
Henry Scott Middle,https://www.schooldigger.com/go/TX/schools/1671001436/school.aspx,Denison Independent School District,https://www.schooldigger.com/go/TX/district/16710/search.aspx,Denison,https://www.schooldigger.com/go/TX/city/Denison/search.aspx,75020,Grayson,(903) 462-7180,Yes,No,No,Yes,670,48,13.9,0.6,0.11,0.02,0.01,0.18,0,0.06,46.3
Los Obispos Middle,https://www.schooldigger.com/go/TX/schools/4365007477/school.aspx,United Independent School District,https://www.schooldigger.com/go/TX/district/43650/search.aspx,Laredo,https://www.schooldigger.com/go/TX/city/Laredo/search.aspx,78046,Webb,(956) 473-7800,Yes,No,No,No,,63,16.2,0.95,0,0,0,1,0,0,46.2
Carpenter Middle,https://www.schooldigger.com/go/TX/schools/3510003958/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Plano,https://www.schooldigger.com/go/TX/city/Plano/search.aspx,75023,Collin,(469) 752-5000,Yes,No,No,No,722,59,12.2,0.55,0.2,0.01,0.08,0.35,0,0.03,46.2
Brownsboro J H,https://www.schooldigger.com/go/TX/schools/1164005414/school.aspx,Brownsboro Independent School District,https://www.schooldigger.com/go/TX/district/11640/search.aspx,Brownsboro,https://www.schooldigger.com/go/TX/city/Brownsboro/search.aspx,75756,Henderson,(903) 852-6931,Yes,No,No,No,395,34,11.6,0.5,0.08,0,0,0.14,0,0.03,46.2
Latexo High School,https://www.schooldigger.com/go/TX/schools/2691003035/school.aspx,Latexo Independent School District,https://www.schooldigger.com/go/TX/district/26910/search.aspx,Latexo,https://www.schooldigger.com/go/TX/city/Latexo/search.aspx,75849,Houston,(936) 544-5638,Yes,No,No,No,225,24,9.3,0.4,0.04,0,0,0.09,0,0,46.1
Zachry Middle,https://www.schooldigger.com/go/TX/schools/3312006150/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78250,Bexar,(210) 397-7400,Yes,No,No,Yes,1076,65,16.5,0.65,0.06,0,0.01,0.79,0,0.02,46.1
Nocona Middle,https://www.schooldigger.com/go/TX/schools/3279006459/school.aspx,Nocona Independent School District,https://www.schooldigger.com/go/TX/district/32790/search.aspx,Nocona,https://www.schooldigger.com/go/TX/city/Nocona/search.aspx,76255,Montague,(940) 825-3121,Yes,No,No,No,162,16,10.1,0.48,0.01,0.02,0,0.27,0,0.03,46
Miller Grove School,https://www.schooldigger.com/go/TX/schools/3081003475/school.aspx,Miller Grove Independent School District,https://www.schooldigger.com/go/TX/district/30810/search.aspx,Cumby,https://www.schooldigger.com/go/TX/city/Cumby/search.aspx,75433,Hopkins,(903) 459-3288,Yes,No,No,No,230,23,10,0.53,0,0,0,0.23,0,0.01,46
Hedley School,https://www.schooldigger.com/go/TX/schools/2285002317/school.aspx,Hedley Independent School District,https://www.schooldigger.com/go/TX/district/22850/search.aspx,Hedley,https://www.schooldigger.com/go/TX/city/Hedley/search.aspx,79237,Donley,(806) 856-5323,Yes,No,No,Yes,112,13,8.6,0.72,0.02,0.02,0,0.24,0,0.01,46
Austin Middle,https://www.schooldigger.com/go/TX/schools/0813000143/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79109,Potter,(806) 326-3000,Yes,No,No,Yes,815,50,16.3,0.58,0.08,0.01,0.02,0.37,0,0.03,46
Stephen F Austin,https://www.schooldigger.com/go/TX/schools/1179021133/school.aspx,Bryan Independent School District,https://www.schooldigger.com/go/TX/district/11790/search.aspx,Bryan,https://www.schooldigger.com/go/TX/city/Bryan/search.aspx,77803,Brazos,(979) 209-6700,Yes,No,No,No,866,54,16,0.71,0.15,0,0,0.56,0,0.02,46
Central Middle,https://www.schooldigger.com/go/TX/schools/4496001568/school.aspx,Weslaco Independent School District,https://www.schooldigger.com/go/TX/district/44960/search.aspx,Weslaco,https://www.schooldigger.com/go/TX/city/Weslaco/search.aspx,78596,Hidalgo,(956) 969-6710,Yes,No,No,No,938,58,16.1,0.69,0,0,0,0.96,0,0,45.9
Kipp Polaris Academy For Boys,https://www.schooldigger.com/go/TX/schools/0005412173/school.aspx,Kipp Inc Charter,https://www.schooldigger.com/go/TX/district/00054/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77078,Harris,(713) 633-4646,Yes,Yes,No,Yes,228,12,19,0.9,0.47,0,0,0.52,0,0.01,45.9
Petersburg School,https://www.schooldigger.com/go/TX/schools/3468003893/school.aspx,Petersburg Independent School District,https://www.schooldigger.com/go/TX/district/34680/search.aspx,Petersburg,https://www.schooldigger.com/go/TX/city/Petersburg/search.aspx,79250,Hale,(806) 667-3585,Yes,No,No,Yes,243,22,11,0.74,0.01,0,0,0.8,0,0,45.7
Gentry J H,https://www.schooldigger.com/go/TX/schools/2115005732/school.aspx,Goose Creek Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/21150/search.aspx,Baytown,https://www.schooldigger.com/go/TX/city/Baytown/search.aspx,77521,Harris,(281) 420-4590,Yes,No,No,No,960,60,16,0.5,0.17,0,0.03,0.45,0,0.03,45.7
Blanket School,https://www.schooldigger.com/go/TX/schools/1038005661/school.aspx,Blanket Independent School District,https://www.schooldigger.com/go/TX/district/10380/search.aspx,Blanket,https://www.schooldigger.com/go/TX/city/Blanket/search.aspx,76432,Brown,(325) 748-3341,Yes,No,No,Yes,210,21,10,0.49,0.02,0.02,0.01,0.25,0.01,0.01,45.6
Madisonville J H,https://www.schooldigger.com/go/TX/schools/2871003252/school.aspx,Madisonville Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/28710/search.aspx,Madisonville,https://www.schooldigger.com/go/TX/city/Madisonville/search.aspx,77864,Madison,(936) 348-3587,Yes,No,No,No,517,39,13.2,0.7,0.19,0,0,0.32,0,0.01,45.5
Martinsville School,https://www.schooldigger.com/go/TX/schools/2925003305/school.aspx,Martinsville Independent School District,https://www.schooldigger.com/go/TX/district/29250/search.aspx,Martinsville,https://www.schooldigger.com/go/TX/city/Martinsville/search.aspx,75961,Nacogdoches,(936) 564-3455,Yes,No,No,Yes,365,38,9.6,0.43,0.05,0,0,0.12,0,0.03,45.5
Webb Middle,https://www.schooldigger.com/go/TX/schools/2034002052/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Garland,https://www.schooldigger.com/go/TX/city/Garland/search.aspx,75042,Dallas,(972) 675-3080,Yes,No,No,Yes,1077,70,15.3,0.6,0.2,0.01,0.22,0.37,0,0.03,45.5
Clack Middle,https://www.schooldigger.com/go/TX/schools/0744002231/school.aspx,Abilene Independent School District,https://www.schooldigger.com/go/TX/district/07440/search.aspx,Abilene,https://www.schooldigger.com/go/TX/city/Abilene/search.aspx,79605,Taylor,(325) 692-1961,Yes,No,No,Yes,818,58,14.1,0.67,0.19,0,0.02,0.35,0,0.07,45.5
Mart Middle,https://www.schooldigger.com/go/TX/schools/2919003302/school.aspx,Mart Independent School District,https://www.schooldigger.com/go/TX/district/29190/search.aspx,Mart,https://www.schooldigger.com/go/TX/city/Mart/search.aspx,76664,McLennan,(254) 876-2762,Yes,No,No,No,140,15,9.3,0.74,0.28,0,0,0.16,0,0.06,45.4
Memorial Middle,https://www.schooldigger.com/go/TX/schools/2613007001/school.aspx,La Joya Independent School District,https://www.schooldigger.com/go/TX/district/26130/search.aspx,Mission,https://www.schooldigger.com/go/TX/city/Mission/search.aspx,78572,Hidalgo,(956) 580-6087,Yes,No,No,No,718,52,13.8,0.95,0,0,0,1,0,0,45.4
New Waverly J H,https://www.schooldigger.com/go/TX/schools/3264006589/school.aspx,New Waverly Independent School District,https://www.schooldigger.com/go/TX/district/32640/search.aspx,New Waverly,https://www.schooldigger.com/go/TX/city/New+Waverly/search.aspx,77358,Walker,(936) 344-2246,Yes,No,No,No,211,18,11.7,0.5,0.19,0.01,0,0.17,0,0.02,45.4
Edwards-Johnson Memorial Middle,https://www.schooldigger.com/go/TX/schools/4023004563/school.aspx,Silsbee Independent School District,https://www.schooldigger.com/go/TX/district/40230/search.aspx,Silsbee,https://www.schooldigger.com/go/TX/city/Silsbee/search.aspx,77656,Hardin,(409) 980-7800,Yes,No,No,Yes,584,47,12.4,0.56,0.19,0.01,0.01,0.07,0,0.03,45.4
Breckenridge J H,https://www.schooldigger.com/go/TX/schools/1122000596/school.aspx,Breckenridge Independent School District,https://www.schooldigger.com/go/TX/district/11220/search.aspx,Breckenridge,https://www.schooldigger.com/go/TX/city/Breckenridge/search.aspx,76424,Stephens,(254) 559-6581,Yes,No,No,Yes,208,20,10.4,0.66,0.02,0.01,0,0.39,0,0.02,45.4
Utopia School,https://www.schooldigger.com/go/TX/schools/4368004965/school.aspx,Utopia Independent School District,https://www.schooldigger.com/go/TX/district/43680/search.aspx,Utopia,https://www.schooldigger.com/go/TX/city/Utopia/search.aspx,78884,Uvalde,(830) 966-3339,Yes,No,No,No,205,20,10.2,0.45,0.01,0,0,0.2,0,0.01,45.4
Yes Prep - Northside,https://www.schooldigger.com/go/TX/schools/0020912692/school.aspx,Yes Prep Public Schools Inc,https://www.schooldigger.com/go/TX/district/00209/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77026,Harris,(713) 924-0400,Yes,Yes,No,No,564,38,14.8,0.76,0.06,0,0,0.94,0,0,45.4
Hodges Bend Middle,https://www.schooldigger.com/go/TX/schools/1965007283/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77083,Fort Bend,(281) 634-3000,Yes,No,No,Yes,1169,,17.1,0.7,0.36,0.01,0.11,0.47,0,0.02,45.3
Lincoln Middle,https://www.schooldigger.com/go/TX/schools/1830005869/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79932,El Paso,(915) 231-2180,Yes,No,No,No,942,57,16.5,0.6,0.01,0,0,0.84,0,0.01,45.3
Stafford Middle,https://www.schooldigger.com/go/TX/schools/4135005926/school.aspx,Stafford Msd,https://www.schooldigger.com/go/TX/district/41350/search.aspx,Stafford,https://www.schooldigger.com/go/TX/city/Stafford/search.aspx,77477,Fort Bend,(281) 261-9215,Yes,No,No,Yes,506,35,14.4,0.66,0.43,0,0.07,0.45,0,0.01,45.3
Riesel School,https://www.schooldigger.com/go/TX/schools/3711004171/school.aspx,Riesel Independent School District,https://www.schooldigger.com/go/TX/district/37110/search.aspx,Riesel,https://www.schooldigger.com/go/TX/city/Riesel/search.aspx,76682,McLennan,(254) 896-3171,Yes,No,No,Yes,,25,12,0.39,0.04,0,0,0.15,0,0.01,45.3
North Hopkins High School,https://www.schooldigger.com/go/TX/schools/3297003664/school.aspx,North Hopkins Independent School District,https://www.schooldigger.com/go/TX/district/32970/search.aspx,Sulphur Springs,https://www.schooldigger.com/go/TX/city/Sulphur+Springs/search.aspx,75482,Hopkins,(903) 945-2192,Yes,No,No,No,188,20,9.4,0.55,0.01,0.02,0,0.22,0,0.05,45.3
Morris Upchurch Middle,https://www.schooldigger.com/go/TX/schools/3621004072/school.aspx,Queen City Independent School District,https://www.schooldigger.com/go/TX/district/36210/search.aspx,Queen City,https://www.schooldigger.com/go/TX/city/Queen+City/search.aspx,75572,Cass,(903) 796-6412,Yes,No,No,No,306,24,12.7,0.46,0.11,0.01,0,0.03,0,0.04,45.3
Seadrift School,https://www.schooldigger.com/go/TX/schools/1248000751/school.aspx,Calhoun County Independent School District,https://www.schooldigger.com/go/TX/district/12480/search.aspx,Seadrift,https://www.schooldigger.com/go/TX/city/Seadrift/search.aspx,77983,Calhoun,(361) 785-3511,Yes,No,No,No,306,22,13.9,0.67,0,0.01,0.03,0.44,0.01,0.02,45.2
Isbill J H,https://www.schooldigger.com/go/TX/schools/2982003353/school.aspx,McGregor Independent School District,https://www.schooldigger.com/go/TX/district/29820/search.aspx,Mc Gregor,https://www.schooldigger.com/go/TX/city/Mc+Gregor/search.aspx,76657,McLennan,(254) 840-3251,Yes,No,No,Yes,283,28,10.1,0.71,0.05,0.01,0,0.5,0,0.02,45.2
Bruceville-Eddy J H,https://www.schooldigger.com/go/TX/schools/1173007398/school.aspx,Bruceville-Eddy Independent School District,https://www.schooldigger.com/go/TX/district/11730/search.aspx,Eddy,https://www.schooldigger.com/go/TX/city/Eddy/search.aspx,76524,McLennan,(254) 859-5525,Yes,No,No,Yes,117,11,10.6,0.56,0.01,0,0,0.25,0,0.04,45.2
Salvador Sanchez Middle,https://www.schooldigger.com/go/TX/schools/4071021026/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79927,El Paso,(915) 937-5200,Yes,No,No,Yes,746,41,18.1,0.89,0,0,0,0.99,0,0,45.2
Krueger Middle,https://www.schooldigger.com/go/TX/schools/3294003643/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78218,Bexar,(210) 356-4700,Yes,No,Yes,No,1170,80,14.6,0.71,0.1,0,0.03,0.66,0,0.03,45.1
