School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White, Standard Score
Trout Lake School,https://www.schooldigger.com/go/WA/schools/0906001539/school.aspx,Trout Lake School District,https://www.schooldigger.com/go/WA/district/09060/search.aspx,2310 Hwy 141,Trout Lake,https://www.schooldigger.com/go/WA/city/Trout+Lake/search.aspx,98650,Klickitat County,(509) 395-2571,Yes,No,No,No,136,9.7,14,,0,3.7,2.9,20.6,0,5.1,66.9,43.6
Bowdish Middle School,https://www.schooldigger.com/go/WA/schools/0111000189/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,2109 S Skipworth Rd,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99206,Spokane County,(509) 558-4700,No,No,No,No,463,28,16.5,44.9,3.9,1.5,1.3,2.8,0.6,4.8,85.1,43.6
Nooksack Valley Middle School,https://www.schooldigger.com/go/WA/schools/0567000838/school.aspx,Nooksack Valley School District,https://www.schooldigger.com/go/WA/district/05670/search.aspx,404 W. Columbia St.,Everson,https://www.schooldigger.com/go/WA/city/Everson/search.aspx,98247,Whatcom County,(360) 966-7561,No,No,No,No,430,25.2,17,55.3,0.5,3.5,1.2,40.2,0,4.4,50.2,43.5
Walter Strom Middle School,https://www.schooldigger.com/go/WA/schools/0135000242/school.aspx,Cle Elum-Roslyn School District,https://www.schooldigger.com/go/WA/district/01350/search.aspx,2694  Sr 903,Cle Elum,https://www.schooldigger.com/go/WA/city/Cle+Elum/search.aspx,98922,Kittitas County,(509) 649-4800,No,No,No,No,234,15.8,14.7,43.6,0,0.4,0,7.7,0,7.3,84.6,43.5
Pleasant Valley Middle,https://www.schooldigger.com/go/WA/schools/0038000054/school.aspx,Battle Ground School District,https://www.schooldigger.com/go/WA/district/00380/search.aspx,14320 NE 50th Ave,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98686,Clark County,(360) 885-5500,No,No,No,No,443,27,16.4,39.1,3.8,0.5,5.9,17.2,2.7,6.8,63.2,43.2
Lind-Ritzville Middle School,https://www.schooldigger.com/go/WA/schools/0441003416/school.aspx,Lind School District,https://www.schooldigger.com/go/WA/district/04410/search.aspx,N 507 E St,Lind,https://www.schooldigger.com/go/WA/city/Lind/search.aspx,99341,Adams County,(509) 677-3408,No,No,No,No,45,5.4,8.1,68.9,0,0,0,37.8,0,0,62.2,43.2
Chimacum Junior/Senior High School,https://www.schooldigger.com/go/WA/schools/0129000233/school.aspx,Chimacum School District,https://www.schooldigger.com/go/WA/district/01290/search.aspx,91 West Valley Rd,Chimacum,https://www.schooldigger.com/go/WA/city/Chimacum/search.aspx,98325,Jefferson County,(360) 302-5900,No,No,No,No,303,14,21.5,47.9,0.3,0.7,1.7,7.3,0.3,11.6,77.9,43.1
Green Mountain School,https://www.schooldigger.com/go/WA/schools/0330000509/school.aspx,Green Mountain School District,https://www.schooldigger.com/go/WA/district/03300/search.aspx,13105 NE Grinnell Rd,Woodland,https://www.schooldigger.com/go/WA/city/Woodland/search.aspx,98674,Clark County,(360) 225-7366,Yes,No,No,No,153,10.9,14,34.6,0.7,1.3,2,2.6,0,2,91.5,43.1
Lynden Academy,https://www.schooldigger.com/go/WA/schools/0462003022/school.aspx,Lynden School District,https://www.schooldigger.com/go/WA/district/04620/search.aspx,1986 Main St Suite A,Lynden,https://www.schooldigger.com/go/WA/city/Lynden/search.aspx,98264,Whatcom County,(360) 354-6675,No,No,No,No,433,13,33.2,8.1,1.4,0.5,1.2,7.9,0,3.7,85.5,42.9
Toutle Lake High School,https://www.schooldigger.com/go/WA/schools/0903001538/school.aspx,Toutle Lake School District,https://www.schooldigger.com/go/WA/district/09030/search.aspx,5050 Spirit Lake Hwy,Toutle,https://www.schooldigger.com/go/WA/city/Toutle/search.aspx,98649,Cowlitz County,(360) 274-6132,No,No,No,No,313,13.8,22.6,35.8,0.3,1.3,0.6,6.1,0.3,4.5,86.9,42.8
Pomeroy Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0678000994/school.aspx,Pomeroy School District,https://www.schooldigger.com/go/WA/district/06780/search.aspx,1090 Pataha St,Pomeroy,https://www.schooldigger.com/go/WA/city/Pomeroy/search.aspx,99347,Garfield County,(509) 843-1331,No,No,No,No,145,11.9,12.1,51,0.7,0,2.8,6.2,0,4.1,85.5,42.8
Sadie Halstead Middle School,https://www.schooldigger.com/go/WA/schools/0561001911/school.aspx,Newport School District,https://www.schooldigger.com/go/WA/district/05610/search.aspx,331 S. Calispel Avenue,Newport,https://www.schooldigger.com/go/WA/city/Newport/search.aspx,99156,Pend Oreille County,(509) 447-2426,Yes,No,No,No,290,19.3,14.9,64.1,0.3,1,0,6.6,0.3,6.9,84.8,42.5
Selah HomeLink,https://www.schooldigger.com/go/WA/schools/0777003348/school.aspx,Selah School District,https://www.schooldigger.com/go/WA/district/07770/search.aspx,308 W Naches Ave,Selah,https://www.schooldigger.com/go/WA/city/Selah/search.aspx,98942,Yakima County,(509) 698-8280,No,No,No,No,57,,,42.1,0,0,0,19.3,0,7,73.7,42.2
Darrington Elementary School,https://www.schooldigger.com/go/WA/schools/0198000300/school.aspx,Darrington School District,https://www.schooldigger.com/go/WA/district/01980/search.aspx,1075 Fir Street,Darrington,https://www.schooldigger.com/go/WA/city/Darrington/search.aspx,98241,Snohomish County,(360) 436-1313,Yes,No,No,No,296,15.3,19.2,59.8,0.7,4.7,1,7.8,0,5.7,79.7,42
Alderwood Middle School,https://www.schooldigger.com/go/WA/schools/0240000329/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,1132 172nd St SW,Lynnwood,https://www.schooldigger.com/go/WA/city/Lynnwood/search.aspx,98037,Snohomish County,(425) 431-7579,No,No,No,No,818,37.4,21.8,46.7,8.2,0.5,18.7,30.1,0.9,8.2,33.4,41.9
Cedarcrest School,https://www.schooldigger.com/go/WA/schools/0486002425/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,6400 88th St NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98270,Snohomish County,(360) 965-0700,No,No,No,No,852,38,22.4,53.5,2.7,1.9,6.6,27.6,1.5,11.6,48,41.6
West Valley City School,https://www.schooldigger.com/go/WA/schools/0969002685/school.aspx,West Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/09690/search.aspx,8920 E Valleyway,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99212,Spokane County,(509) 921-2836,Yes,No,No,No,170,8.9,18.9,48.2,2.4,0.6,1.8,5.3,0,5.9,84.1,41.5
Pe Ell School,https://www.schooldigger.com/go/WA/schools/0666000977/school.aspx,Pe Ell School District,https://www.schooldigger.com/go/WA/district/06660/search.aspx,519 N. 2nd Street,Pe Ell,https://www.schooldigger.com/go/WA/city/Pe+Ell/search.aspx,98572,Lewis County,(360) 291-3244,Yes,No,No,No,265,21,12.6,55.8,0,1.9,0.4,4.9,0,7.2,85.7,41.2
Zillah Middle School,https://www.schooldigger.com/go/WA/schools/1017002502/school.aspx,Zillah School District,https://www.schooldigger.com/go/WA/district/10170/search.aspx,1301 Cutler Way,Zillah,https://www.schooldigger.com/go/WA/city/Zillah/search.aspx,98953,Yakima County,(509) 829-5511,No,No,No,No,190,11.6,16.3,62.1,0,2.6,1.1,56.8,0,4.2,35.3,41.1
Horizon Middle School,https://www.schooldigger.com/go/WA/schools/0285002832/school.aspx,Ferndale School District,https://www.schooldigger.com/go/WA/district/02850/search.aspx,2671 Thornton Road,Ferndale,https://www.schooldigger.com/go/WA/city/Ferndale/search.aspx,98248,Whatcom County,(360) 383-9850,Yes,No,No,No,490,27.5,17.7,49.4,1.4,11,3.3,18.6,0,10.6,54.7,41
Jenkins Junior/Senior High,https://www.schooldigger.com/go/WA/schools/0126000230/school.aspx,Chewelah School District,https://www.schooldigger.com/go/WA/district/01260/search.aspx,E. 702 Lincoln,Chewelah,https://www.schooldigger.com/go/WA/city/Chewelah/search.aspx,99109,Stevens County,(509) 685-6800,Yes,No,No,No,259,19.8,13,50.6,0,1.5,0.4,4.6,0.4,9.7,83.4,40.8
Jemtegaard Middle School,https://www.schooldigger.com/go/WA/schools/0954001892/school.aspx,Washougal School District,https://www.schooldigger.com/go/WA/district/09540/search.aspx,35300 SE Evergreen Hwy,Washougal,https://www.schooldigger.com/go/WA/city/Washougal/search.aspx,98671,Clark County,(360) 954-3400,Yes,No,No,No,455,23.8,19,45.3,1.1,0.2,0.2,15.8,0,7.7,74.9,40.1
HomeWorks,https://www.schooldigger.com/go/WA/schools/0123003014/school.aspx,Cheney School District,https://www.schooldigger.com/go/WA/district/01230/search.aspx,520 4th Street,Cheney,https://www.schooldigger.com/go/WA/city/Cheney/search.aspx,99004,Spokane County,(509) 559-4586,No,No,No,No,155,4,38.7,32.9,0,0.6,1.3,9.7,0,4.5,83.9,39.9
Naselle-Grays River Valley Junior Senior High Schools,https://www.schooldigger.com/go/WA/schools/0552000831/school.aspx,Naselle-Grays River Valley School District,https://www.schooldigger.com/go/WA/district/05520/search.aspx,793 Sr 4,Naselle,https://www.schooldigger.com/go/WA/city/Naselle/search.aspx,98638,Pacific County,(360) 484-7121,No,No,No,No,176,10.3,17,53.4,1.1,0.6,1.7,10.8,0,5.1,80.7,39.9
Hidden River Middle School,https://www.schooldigger.com/go/WA/schools/0513002761/school.aspx,Monroe School District,https://www.schooldigger.com/go/WA/district/05130/search.aspx,9224 Paradise Lake Rd.,Snohomish,https://www.schooldigger.com/go/WA/city/Snohomish/search.aspx,98296,Snohomish County,(360) 804-4100,No,No,No,No,417,31.2,13.3,31.7,0.5,0.2,4.6,23.7,0.5,7.4,63.1,39.6
Rochester Middle School,https://www.schooldigger.com/go/WA/schools/0747001118/school.aspx,Rochester School District,https://www.schooldigger.com/go/WA/district/07470/search.aspx,9937 Highway 12 SW,Rochester,https://www.schooldigger.com/go/WA/city/Rochester/search.aspx,98579,Thurston County,(360) 273-5958,Yes,No,No,No,502,27,18.5,54.2,0.2,3.6,0.8,25.5,0.6,7.8,61.6,39.6
Bremerton Homelink Program,https://www.schooldigger.com/go/WA/schools/0066002652/school.aspx,Bremerton School District,https://www.schooldigger.com/go/WA/district/00660/search.aspx,1500 Rocky Point Rd,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98312,Kitsap County,(360) 473-4200,No,No,No,No,134,3.9,33.8,44,3,0,3,20.1,0.7,11.9,61.2,39.5
Homelink River,https://www.schooldigger.com/go/WA/schools/0038002857/school.aspx,Battle Ground School District,https://www.schooldigger.com/go/WA/district/00380/search.aspx,610a SW Eaton Blvd.,Battle Ground,https://www.schooldigger.com/go/WA/city/Battle+Ground/search.aspx,98604,Clark County,(360) 334-8200,No,No,No,No,1289,60.9,21.1,25.3,0.3,0.9,1.2,7.7,0.1,6.8,82.9,39.5
Columbia Crest A-Stem Academy,https://www.schooldigger.com/go/WA/schools/0237000325/school.aspx,Eatonville School District,https://www.schooldigger.com/go/WA/district/02370/search.aspx,24503 State Route 706 E,Ashford,https://www.schooldigger.com/go/WA/city/Ashford/search.aspx,98304,Pierce County,(360) 569-2567,Yes,No,No,No,174,9.9,17.5,55.2,1.1,0,0,6.9,0,9.8,82.2,39.5
Pateros High School,https://www.schooldigger.com/go/WA/schools/0660000975/school.aspx,Pateros School District,https://www.schooldigger.com/go/WA/district/06600/search.aspx,344 W Beach St,Pateros,https://www.schooldigger.com/go/WA/city/Pateros/search.aspx,98846,Okanogan County,(509) 923-2343,Yes,No,No,No,160,11.7,13.6,73.8,0.6,1.3,1.9,63.1,0,1.9,31.3,39.3
Rainier Middle School,https://www.schooldigger.com/go/WA/schools/0711001057/school.aspx,Rainier School District,https://www.schooldigger.com/go/WA/district/07110/search.aspx,202 2nd St. W,Rainier,https://www.schooldigger.com/go/WA/city/Rainier/search.aspx,98576,Thurston County,(360) 446-2206,No,No,No,No,215,11.8,18.2,44.2,0,0.9,0.5,13,0.9,6.5,78.1,39.3
North Middle School,https://www.schooldigger.com/go/WA/schools/0267000399/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,2514 Rainier Ave.,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98201,Snohomish County,(425) 385-4800,No,No,No,No,724,38.9,18.5,62.4,3.3,1.2,4.6,30,3.3,6.2,51.4,39.1
Morton Junior-Senior High,https://www.schooldigger.com/go/WA/schools/0519000784/school.aspx,Morton School District,https://www.schooldigger.com/go/WA/district/05190/search.aspx,152 Westlake Ave,Morton,https://www.schooldigger.com/go/WA/city/Morton/search.aspx,98356,Lewis County,(360) 496-5137,No,No,No,No,152,12.4,12.2,50.7,0,0.7,2,16.4,0,8.6,72.4,39
Ballou Junior High,https://www.schooldigger.com/go/WA/schools/0696001026/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,9916 136th St E,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98373,Pierce County,(253) 841-8725,No,No,No,No,897,39,22.9,39,7.1,0.6,5.9,20.5,3.7,13.5,48.7,38.8
Centennial Middle School,https://www.schooldigger.com/go/WA/schools/0969001645/school.aspx,West Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/09690/search.aspx,915 N Ella Rd,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99212,Spokane County,(509) 922-5482,Yes,No,No,No,607,36.1,16.7,50.7,1.6,1.2,1.3,11.7,1,7.7,75.3,38.7
Salish Middle School,https://www.schooldigger.com/go/WA/schools/0585003587/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,8605 Campus Glen Dr NE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98516,Thurston County,(360) 412-4780,No,No,No,No,750,37.4,20,40.8,5.3,0.8,8.4,22.4,2.8,15.9,44.4,38.5
Park Place Middle School,https://www.schooldigger.com/go/WA/schools/0513003040/school.aspx,Monroe School District,https://www.schooldigger.com/go/WA/district/05130/search.aspx,1408 West Main Street,Monroe,https://www.schooldigger.com/go/WA/city/Monroe/search.aspx,98272,Snohomish County,(360) 804-4300,Yes,No,No,No,773,39,19.8,38.9,1.4,0.6,1.3,35.1,0,5.6,55.9,38.5
Discovery Lab School,https://www.schooldigger.com/go/WA/schools/1011002609/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,2810 Castlevale Rd,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98902,Yakima County,(509) 573-5400,Yes,No,No,No,180,11.7,15.3,51.7,1.1,1.1,0,57.2,0,2.8,37.8,38.4
Mt Baker Middle School,https://www.schooldigger.com/go/WA/schools/0030001443/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,620 37th St SE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98002,King County,(253) 804-4555,Yes,No,No,No,1040,55.6,18.6,51.4,5.3,0.4,11.1,37.3,5.3,9.7,31,38.4
Kettle Falls Middle School,https://www.schooldigger.com/go/WA/schools/0399001904/school.aspx,Kettle Falls School District,https://www.schooldigger.com/go/WA/district/03990/search.aspx,W 105 11th,Kettle Falls,https://www.schooldigger.com/go/WA/city/Kettle+Falls/search.aspx,99141,Stevens County,(509) 738-6014,Yes,No,No,No,223,15,14.7,57.8,0.4,1.8,0,7.6,0,8.5,81.6,38.4
Woodmont K-8 School,https://www.schooldigger.com/go/WA/schools/0282000456/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,26454 16th Av S,Des Moines,https://www.schooldigger.com/go/WA/city/Des+Moines/search.aspx,98198,King County,(253) 945-4500,Yes,No,No,No,433,26.3,16.4,56.4,18.2,0,12,32.8,3.5,9.9,23.6,38.3
West Hills S.T.E.M. Academy,https://www.schooldigger.com/go/WA/schools/0066000144/school.aspx,Bremerton School District,https://www.schooldigger.com/go/WA/district/00660/search.aspx,520 S National Ave,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98312,Kitsap County,(360) 473-4600,Yes,No,No,No,548,37.5,14.5,70.6,5.7,0.2,3.1,29.2,3.8,17.5,40.5,38.3
Cougar Mountain Middle School,https://www.schooldigger.com/go/WA/schools/0048003158/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,5108 260th St. East,Graham,https://www.schooldigger.com/go/WA/city/Graham/search.aspx,98338,Pierce County,(253) 800-8000,No,No,No,No,596,30.2,19.6,45.6,1.7,1.3,2.2,16.3,1,12.4,64.9,38.2
Valley School,https://www.schooldigger.com/go/WA/schools/0924001555/school.aspx,Valley School District,https://www.schooldigger.com/go/WA/district/09240/search.aspx,3034 Huffman Road,Valley,https://www.schooldigger.com/go/WA/city/Valley/search.aspx,99181,Stevens County,(509) 937-2413,Yes,No,No,No,169,15.3,11,76.9,0.6,0.6,0.6,7.7,0,4.1,86.4,37.9
Liberty Middle School,https://www.schooldigger.com/go/WA/schools/0048003343/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,7319 Eustis-Hunt Rd E,Spanaway,https://www.schooldigger.com/go/WA/city/Spanaway/search.aspx,98387,Pierce County,(253) 800-6500,No,No,No,No,775,38.7,19.9,51.1,7.4,0.9,4.8,26.3,4.3,15,41.4,37.9
Highland Middle School,https://www.schooldigger.com/go/WA/schools/0039000068/school.aspx,Bellevue School District,https://www.schooldigger.com/go/WA/district/00390/search.aspx,15027 NE Bel-Red Rd,Bellevue,https://www.schooldigger.com/go/WA/city/Bellevue/search.aspx,98007,King County,(425) 456-6469,Yes,No,No,No,573,36.3,15.7,48.7,5.8,0.2,16.9,40.5,0.2,7.3,29.1,37.3
Willapa Valley Middle-High,https://www.schooldigger.com/go/WA/schools/0987001673/school.aspx,Willapa Valley School District,https://www.schooldigger.com/go/WA/district/09870/search.aspx,22 Viking Way,Raymond,https://www.schooldigger.com/go/WA/city/Raymond/search.aspx,98561,Pacific County,(360) 942-2006,Yes,No,No,No,199,12.1,16.3,39.2,0,0,1,11.1,0,6.5,81.4,37.2
Orting Middle School,https://www.schooldigger.com/go/WA/schools/0645002066/school.aspx,Orting School District,https://www.schooldigger.com/go/WA/district/06450/search.aspx,111 Whitehawk Blvd NW,Orting,https://www.schooldigger.com/go/WA/city/Orting/search.aspx,98360,Pierce County,(360) 893-3565,No,No,No,No,578,32.6,17.7,31,1.7,1,1.7,13,0.5,9.2,72.8,37.1
Naches Valley Middle School,https://www.schooldigger.com/go/WA/schools/0546000824/school.aspx,Naches Valley School District,https://www.schooldigger.com/go/WA/district/05460/search.aspx,32 Shafer Avenue,Naches,https://www.schooldigger.com/go/WA/city/Naches/search.aspx,98937,Yakima County,(509) 653-2725,Yes,No,No,No,372,21.9,16.9,54,1.1,0.3,0,27.2,0,2.7,68.8,37.1
Mcloughlin Middle School,https://www.schooldigger.com/go/WA/schools/0657000967/school.aspx,Pasco School District,https://www.schooldigger.com/go/WA/district/06570/search.aspx,2803 N Road 88,Pasco,https://www.schooldigger.com/go/WA/city/Pasco/search.aspx,99301,Franklin County,(509) 547-4542,Yes,No,No,No,1110,65.5,16.9,60.2,0.9,0.1,1.4,56.5,0.6,5,35.3,37
Snoqualmie Parent Partnership Program,https://www.schooldigger.com/go/WA/schools/0804003394/school.aspx,Snoqualmie Valley School District,https://www.schooldigger.com/go/WA/district/08040/search.aspx,9200 Railroad Ave SE,Snoqualmie,https://www.schooldigger.com/go/WA/city/Snoqualmie/search.aspx,98065,King County,(425) 831-8440,No,No,No,No,117,,,5.1,0,0,2.6,6,1.7,11.1,78.6,37
10th Street School,https://www.schooldigger.com/go/WA/schools/0486002475/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,7204 27th Ave NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98271,Snohomish County,(360) 965-0400,No,No,No,No,175,7.5,23.3,31.4,1.7,6.9,4.6,18.3,0,10.3,58.3,37
Laurin Middle School,https://www.schooldigger.com/go/WA/schools/0038000052/school.aspx,Battle Ground School District,https://www.schooldigger.com/go/WA/district/00380/search.aspx,13601 NE 97th Ave,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98662,Clark County,(360) 885-5200,No,No,No,No,651,40.1,16.2,39.8,1.8,0,7.1,17.1,0.8,6.1,67.1,36.9
Broadview-Thomson K-8 School,https://www.schooldigger.com/go/WA/schools/0771001145/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,13052 Greenwood Av N,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98133,King County,(206) 252-4080,Yes,No,No,No,632,47.5,13.2,56,27.2,0.8,9.2,22.9,0.2,12.7,26.4,36.8
Washougal Learning Academy,https://www.schooldigger.com/go/WA/schools/0954003730/school.aspx,Washougal School District,https://www.schooldigger.com/go/WA/district/09540/search.aspx,1401 39th St,Washougal,https://www.schooldigger.com/go/WA/city/Washougal/search.aspx,98671,Clark County,(360) 954-3200,No,No,No,Yes,137,1,137,35,0.7,0.7,0.7,11.7,0,8.8,77.4,36.7
Pioneer Middle School,https://www.schooldigger.com/go/WA/schools/0945001605/school.aspx,Walla Walla Public Schools,https://www.schooldigger.com/go/WA/district/09450/search.aspx,450 Bridge St,Walla Walla,https://www.schooldigger.com/go/WA/city/Walla+Walla/search.aspx,99362,Walla Walla County,(509) 527-3050,Yes,No,No,No,557,31.8,17.4,58.9,0.5,0.4,0.9,41.5,0,4.1,52.4,36.6
Yelm Middle School,https://www.schooldigger.com/go/WA/schools/1014001717/school.aspx,Yelm School District,https://www.schooldigger.com/go/WA/district/10140/search.aspx,402 Yelm Ave. W,Yelm,https://www.schooldigger.com/go/WA/city/Yelm/search.aspx,98597,Thurston County,(360) 458-3600,No,No,No,No,688,33.6,20.4,47.5,1.5,3.1,1.9,16.9,2,12.1,62.5,36.5
David T. Denny International Middle School,https://www.schooldigger.com/go/WA/schools/0771001913/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,2601 SW Kenyon St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98126,King County,(206) 252-9000,Yes,No,No,No,869,56.3,15.4,61.8,21.5,0.7,12.3,28.7,1.6,11.4,23.8,36.4
Ocean,https://www.schooldigger.com/go/WA/schools/0684002791/school.aspx,Port Townsend School District,https://www.schooldigger.com/go/WA/district/06840/search.aspx,3939 San Juan Ave.,Port Townsend,https://www.schooldigger.com/go/WA/city/Port+Townsend/search.aspx,98368,Jefferson County,(360) 379-4251,No,No,No,No,126,4.5,27.6,50,0,0,0,7.1,0,9.5,83.3,36
Bay View Elementary,https://www.schooldigger.com/go/WA/schools/0078000689/school.aspx,Burlington-Edison School District,https://www.schooldigger.com/go/WA/district/00780/search.aspx,15241 Josh Wilson Rd,Burlington,https://www.schooldigger.com/go/WA/city/Burlington/search.aspx,98233,Skagit County,(360) 757-3322,No,No,No,No,428,27.8,15.3,34.3,0.7,0.2,1.6,32.9,0.2,3.5,60.7,36
Monticello Middle School,https://www.schooldigger.com/go/WA/schools/0447000705/school.aspx,Longview School District,https://www.schooldigger.com/go/WA/district/04470/search.aspx,1225 28th Avenue,Longview,https://www.schooldigger.com/go/WA/city/Longview/search.aspx,98632,Cowlitz County,(360) 575-7040,Yes,No,No,No,565,31.2,18,73.8,2.5,0.9,2.5,25.5,1.4,7.3,60,35.8
Tenino Middle School,https://www.schooldigger.com/go/WA/schools/0882001523/school.aspx,Tenino School District,https://www.schooldigger.com/go/WA/district/08820/search.aspx,301 Old HWY 99 N,Tenino,https://www.schooldigger.com/go/WA/city/Tenino/search.aspx,98589,Thurston County,(360) 264-3600,No,No,No,No,309,14.8,20.8,50.8,0.6,0.6,0.3,10.4,0,7.1,80.9,35.6
Colton School,https://www.schooldigger.com/go/WA/schools/0150000277/school.aspx,Colton School District,https://www.schooldigger.com/go/WA/district/01500/search.aspx,706 Union,Colton,https://www.schooldigger.com/go/WA/city/Colton/search.aspx,99113,Whitman County,(509) 229-3386,Yes,No,No,No,168,15.4,10.9,30.4,0,0,0.6,4.2,0,0.6,94,35.6
Vancouver Home Connection,https://www.schooldigger.com/go/WA/schools/0927002943/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,301 S Lieser Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98664,Clark County,(360) 313-4990,No,No,No,No,179,15,11.8,43,3.9,1.7,0,9.5,0,6.7,78.2,35.3
Morris Ford Middle School,https://www.schooldigger.com/go/WA/schools/0294000479/school.aspx,Franklin Pierce School District,https://www.schooldigger.com/go/WA/district/02940/search.aspx,1602 104th Street East,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98445,Pierce County,(253) 298-3605,Yes,No,No,No,979,53,18.4,65.7,8.7,0.8,7.2,34.9,4.3,15.5,28.6,34.9
Union Gap School,https://www.schooldigger.com/go/WA/schools/0915002382/school.aspx,Union Gap School District,https://www.schooldigger.com/go/WA/district/09150/search.aspx,3201 4th Street,Union Gap,https://www.schooldigger.com/go/WA/city/Union+Gap/search.aspx,98903,Yakima County,(509) 248-3966,Yes,No,No,No,568,35.4,16,91.4,0.2,0.5,0.5,82,0,1.6,15.1,34.8
Elma Middle School,https://www.schooldigger.com/go/WA/schools/0249002060/school.aspx,Elma School District,https://www.schooldigger.com/go/WA/district/02490/search.aspx,805 West Main,Elma,https://www.schooldigger.com/go/WA/city/Elma/search.aspx,98541,Grays Harbor County,(360) 482-2237,No,No,No,No,342,18.3,18.6,60.5,0.3,2.3,1.2,24.6,0,5.8,65.8,34.5
Mary M. Knight School,https://www.schooldigger.com/go/WA/schools/0480003571/school.aspx,Mary M Knight School District,https://www.schooldigger.com/go/WA/district/04800/search.aspx,2987 W Matlock Brady RD,Elma,https://www.schooldigger.com/go/WA/city/Elma/search.aspx,98541,Mason County,(360) 426-6767,Yes,No,No,No,156,13.9,11.1,64.7,0,1.3,0,5.8,0,12.8,80.1,34.3
Winlock Middle School,https://www.schooldigger.com/go/WA/schools/0993002392/school.aspx,Winlock School District,https://www.schooldigger.com/go/WA/district/09930/search.aspx,241 North Military Road,Winlock,https://www.schooldigger.com/go/WA/city/Winlock/search.aspx,98596,Lewis County,(360) 785-3046,Yes,No,No,No,151,6.9,21.6,84.8,0.7,0,0,28.5,0,6.6,64.2,34.2
Shuksan Middle School,https://www.schooldigger.com/go/WA/schools/0042000114/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,2717 Alderwood Ave,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98225,Whatcom County,(360) 676-6454,No,No,No,No,663,40.7,16.2,58.2,2.4,1.5,9,34.8,0.8,8.4,42.5,34.1
Olympic View Middle School,https://www.schooldigger.com/go/WA/schools/0543000820/school.aspx,Mukilteo School District,https://www.schooldigger.com/go/WA/district/05430/search.aspx,2602 Mukilteo Speedway,Mukilteo,https://www.schooldigger.com/go/WA/city/Mukilteo/search.aspx,98275,Snohomish County,(425) 366-5200,No,No,No,No,910,45.6,19.9,46.3,8.6,0.3,12.1,23.7,1.1,11.9,42.2,33.7
