Offer_Id,Customer_Id,Time Spent,Starbucks App,Menu Choices,# Of surrounding coffee shops,Web Ad,Email Ad,Social Ad,Mobile Ad,Wash Rooms,Informational,Discount,Gender,Age,Became_Member_On,Income, Total_Amount 
I1,2cb270bb65c04a3c8af51fcdb47f3388,56,0,36,14,1,1,0,1,0,1,0,1,67,9/14/17,72000, $47.00 
I2,2cb270bb65c04a3c8af51fcdb47f3388,72,0,37,5,0,1,1,1,0,1,0,1,67,9/14/17,72000, $77.00 
B2,8d20cb72c43c43699ff1074fd1e7d468,39,0,29,17,1,1,1,1,1,0,0,1,61,2/20/18,52000, $75.00 
B3,8d20cb72c43c43699ff1074fd1e7d468,57,0,37,16,1,1,0,1,1,0,0,1,61,2/20/18,52000, $36.00 
I1,8d20cb72c43c43699ff1074fd1e7d468,11,0,24,1,1,1,0,1,0,1,0,1,61,2/20/18,52000, $20.00 
B3,8d20cb72c43c43699ff1074fd1e7d468,21,0,51,7,1,1,0,1,1,0,0,1,61,2/20/18,52000, $35.00 
D4,8d20cb72c43c43699ff1074fd1e7d468,87,0,33,11,1,1,0,1,0,0,1,1,61,2/20/18,52000, $42.00 
D3,674ec949e69948f493d910ab163eb142,53,1,28,8,1,1,1,1,0,0,1,0,35,9/8/17,52000, $22.00 
I2,674ec949e69948f493d910ab163eb142,8,0,33,4,0,1,1,1,0,1,0,0,35,9/8/17,52000, $82.00 
B1,674ec949e69948f493d910ab163eb142,69,0,46,20,0,1,1,1,1,0,0,0,35,9/8/17,52000, $35.00 
I2,674ec949e69948f493d910ab163eb142,27,0,26,16,0,1,1,1,0,1,0,0,35,9/8/17,52000, $82.00 
B2,674ec949e69948f493d910ab163eb142,8,0,21,8,1,1,1,1,1,0,0,0,35,9/8/17,52000, $7.00 
B2,4eb8052c9a3543db822018461431ab21,18,0,21,16,1,1,1,1,1,0,0,1,29,1/11/18,65000, $53.00 
D4,4eb8052c9a3543db822018461431ab21,45,0,24,4,1,1,0,1,0,0,1,1,29,1/11/18,65000, $72.00 
I2,4eb8052c9a3543db822018461431ab21,59,0,52,13,0,1,1,1,0,1,0,1,29,1/11/18,65000, $53.00 
D1,4eb8052c9a3543db822018461431ab21,57,1,41,14,1,1,0,0,0,0,1,1,29,1/11/18,65000, $25.00 
B4,4eb8052c9a3543db822018461431ab21,31,1,29,9,1,1,1,1,1,0,0,1,29,1/11/18,65000, $57.00 
B3,6c1f1d11a0f344a58559c93bf519963f,43,0,34,0,1,1,0,1,1,0,0,1,60,10/30/16,33000, $32.00 
I2,6c1f1d11a0f344a58559c93bf519963f,60,0,48,15,0,1,1,1,0,1,0,1,60,10/30/16,33000, $10.00 
D4,6c1f1d11a0f344a58559c93bf519963f,30,0,44,2,1,1,0,1,0,0,1,1,60,10/30/16,33000, $83.00 
D1,6c1f1d11a0f344a58559c93bf519963f,28,1,41,13,1,1,0,0,0,0,1,1,60,10/30/16,33000, $80.00 
D4,6c1f1d11a0f344a58559c93bf519963f,14,1,43,16,1,1,0,1,0,0,1,1,60,10/30/16,33000, $51.00 
B4,6c1f1d11a0f344a58559c93bf519963f,33,1,29,20,1,1,1,1,1,0,0,1,60,10/30/16,33000, $51.00 
B2,458339942fd54a30ab1c685d6d854358,9,1,28,2,1,1,1,1,1,0,0,0,68,11/24/15,59000, $10.00 
I1,458339942fd54a30ab1c685d6d854358,77,0,30,12,1,1,0,1,0,1,0,0,68,11/24/15,59000, $39.00 
B4,458339942fd54a30ab1c685d6d854358,58,1,44,2,1,1,1,1,1,0,0,0,68,11/24/15,59000, $22.00 
B1,458339942fd54a30ab1c685d6d854358,26,1,50,6,0,1,1,1,1,0,0,0,68,11/24/15,59000, $28.00 
D2,458339942fd54a30ab1c685d6d854358,51,0,30,14,1,1,1,1,0,0,1,0,68,11/24/15,59000, $7.00 
B4,490ca12f690d413aaf75d08c56067ea4,20,1,26,16,1,1,1,1,1,0,0,0,58,4/23/17,111000, $53.00 
B2,490ca12f690d413aaf75d08c56067ea4,52,1,22,17,1,1,1,1,1,0,0,0,58,4/23/17,111000, $23.00 
B1,490ca12f690d413aaf75d08c56067ea4,72,1,27,4,0,1,1,1,1,0,0,0,58,4/23/17,111000, $41.00 
B4,490ca12f690d413aaf75d08c56067ea4,84,0,42,3,1,1,1,1,1,0,0,0,58,4/23/17,111000, $33.00 
I2,490ca12f690d413aaf75d08c56067ea4,72,0,40,16,0,1,1,1,0,1,0,0,58,4/23/17,111000, $64.00 
D2,d3ec56372751419fa502e63f77498da0,18,1,43,19,1,1,1,1,0,0,1,0,58,9/16/13,57000, $74.00 
B4,d3ec56372751419fa502e63f77498da0,17,1,32,19,1,1,1,1,1,0,0,0,58,9/16/13,57000, $12.00 
D4,d3ec56372751419fa502e63f77498da0,89,1,42,0,1,1,0,1,0,0,1,0,58,9/16/13,57000, $83.00 
B3,d3ec56372751419fa502e63f77498da0,9,1,40,18,1,1,0,1,1,0,0,0,58,9/16/13,57000, $24.00 
D2,d3ec56372751419fa502e63f77498da0,18,0,45,12,1,1,1,1,0,0,1,0,58,9/16/13,57000, $34.00 
B3,d3ec56372751419fa502e63f77498da0,78,0,31,7,1,1,0,1,1,0,0,0,58,9/16/13,57000, $75.00 
B1,3add99f440924505bead6fcc818445ba,16,1,32,2,0,1,1,1,1,0,0,0,72,7/21/16,115000, $26.00 
B3,3add99f440924505bead6fcc818445ba,52,0,46,15,1,1,0,1,1,0,0,0,72,7/21/16,115000, $52.00 
I2,3add99f440924505bead6fcc818445ba,36,0,44,6,0,1,1,1,0,1,0,0,72,7/21/16,115000, $21.00 
D3,3add99f440924505bead6fcc818445ba,84,1,21,18,1,1,1,1,0,0,1,0,72,7/21/16,115000, $26.00 
B3,3add99f440924505bead6fcc818445ba,31,1,25,7,1,1,0,1,1,0,0,0,72,7/21/16,115000, $29.00 
I1,3add99f440924505bead6fcc818445ba,40,1,25,11,1,1,0,1,0,1,0,0,72,7/21/16,115000, $24.00 
B3,f0b38ab2fd2b4a88a4a56c8236ed02d2,56,1,48,9,1,1,0,1,1,0,0,0,45,4/16/17,56000, $73.00 
B1,f0b38ab2fd2b4a88a4a56c8236ed02d2,28,1,24,10,0,1,1,1,1,0,0,0,45,4/16/17,56000, $62.00 
B2,f0b38ab2fd2b4a88a4a56c8236ed02d2,75,1,31,20,1,1,1,1,1,0,0,0,45,4/16/17,56000, $59.00 
D4,f0b38ab2fd2b4a88a4a56c8236ed02d2,76,0,52,6,1,1,0,1,0,0,1,0,45,4/16/17,56000, $22.00 
D3,f0b38ab2fd2b4a88a4a56c8236ed02d2,87,1,44,17,1,1,1,1,0,0,1,0,45,4/16/17,56000, $85.00 
B4,4e07135858ca4eaf829cc6e74b010016,13,0,38,5,1,1,1,1,1,0,0,1,51,10/10/17,39000, $67.00 
D1,4e07135858ca4eaf829cc6e74b010016,24,0,38,12,1,1,0,0,0,0,1,1,51,10/10/17,39000, $83.00 
D4,4e07135858ca4eaf829cc6e74b010016,26,0,31,17,1,1,0,1,0,0,1,1,51,10/10/17,39000, $13.00 
D1,4e07135858ca4eaf829cc6e74b010016,52,1,23,10,1,1,0,0,0,0,1,1,51,10/10/17,39000, $82.00 
D3,4e07135858ca4eaf829cc6e74b010016,60,1,26,6,1,1,1,1,0,0,1,1,51,10/10/17,39000, $28.00 
D3,df4ac97397f74923bd7e1c9eaa63a80f,70,1,38,1,1,1,1,1,0,0,1,1,56,4/16/16,90000, $28.00 
D4,df4ac97397f74923bd7e1c9eaa63a80f,55,1,29,19,1,1,0,1,0,0,1,1,56,4/16/16,90000, $69.00 
D2,df4ac97397f74923bd7e1c9eaa63a80f,90,1,39,7,1,1,1,1,0,0,1,1,56,4/16/16,90000, $66.00 
I2,f526f655ab8e48f2873dcda54a301afd,21,0,52,15,0,1,1,1,0,1,0,1,53,9/19/17,57000, $85.00 
I1,f526f655ab8e48f2873dcda54a301afd,80,0,49,5,1,1,0,1,0,1,0,1,53,9/19/17,57000, $38.00 
I1,f526f655ab8e48f2873dcda54a301afd,54,0,29,19,1,1,0,1,0,1,0,1,53,9/19/17,57000, $22.00 
D1,6e0dc8e3541a4673bbea288b933f4c2b,52,0,23,5,1,1,0,0,0,0,1,1,55,12/21/16,109000, $18.00 
B1,6e0dc8e3541a4673bbea288b933f4c2b,46,0,50,6,0,1,1,1,1,0,0,1,55,12/21/16,109000, $53.00 
B2,6e0dc8e3541a4673bbea288b933f4c2b,23,0,44,11,1,1,1,1,1,0,0,1,55,12/21/16,109000, $59.00 
D4,6e0dc8e3541a4673bbea288b933f4c2b,10,0,40,20,1,1,0,1,0,0,1,1,55,12/21/16,109000, $67.00 
B4,347f24ff65324864b9f9ab3e3adc3b5c,16,0,26,12,1,1,1,1,1,0,0,0,64,12/1/17,36000, $23.00 
I1,347f24ff65324864b9f9ab3e3adc3b5c,83,0,42,17,1,1,0,1,0,1,0,0,64,12/1/17,36000, $32.00 
B2,347f24ff65324864b9f9ab3e3adc3b5c,50,0,21,9,1,1,1,1,1,0,0,0,64,12/1/17,36000, $41.00 
I2,347f24ff65324864b9f9ab3e3adc3b5c,85,0,50,16,0,1,1,1,0,1,0,0,64,12/1/17,36000, $19.00 
D1,347f24ff65324864b9f9ab3e3adc3b5c,55,0,51,10,1,1,0,0,0,0,1,0,64,12/1/17,36000, $32.00 
I2,c4cdf0fdcf6a4350a84e8cc15027cf9f,85,0,24,3,0,1,1,1,0,1,0,1,55,6/3/17,72000, $42.00 
D1,c4cdf0fdcf6a4350a84e8cc15027cf9f,58,1,48,16,1,1,0,0,0,0,1,1,55,6/3/17,72000, $29.00 
B2,c4cdf0fdcf6a4350a84e8cc15027cf9f,35,1,48,15,1,1,1,1,1,0,0,1,55,6/3/17,72000, $80.00 
I1,c4cdf0fdcf6a4350a84e8cc15027cf9f,11,0,46,0,1,1,0,1,0,1,0,1,55,6/3/17,72000, $55.00 
D4,c4cdf0fdcf6a4350a84e8cc15027cf9f,88,1,47,18,1,1,0,1,0,0,1,1,55,6/3/17,72000, $52.00 
D3,c4cdf0fdcf6a4350a84e8cc15027cf9f,90,1,45,16,1,1,1,1,0,0,1,1,55,6/3/17,72000, $33.00 
B3,7571804b4d544975a9450893feea891f,30,1,50,3,1,1,0,1,1,0,0,0,91,12/18/17,80000, $26.00 
B4,7571804b4d544975a9450893feea891f,74,1,22,2,1,1,1,1,1,0,0,0,91,12/18/17,80000, $76.00 
D2,7571804b4d544975a9450893feea891f,47,1,33,6,1,1,1,1,0,0,1,0,91,12/18/17,80000, $45.00 
D4,7571804b4d544975a9450893feea891f,25,1,47,4,1,1,0,1,0,0,1,0,91,12/18/17,80000, $27.00 
D4,a10162dac5614ce28bc0e2d154e2224c,52,0,43,6,1,1,0,1,0,0,1,0,73,9/29/15,87000, $35.00 
B3,a10162dac5614ce28bc0e2d154e2224c,47,1,48,19,1,1,0,1,1,0,0,0,73,9/29/15,87000, $75.00 
B3,a10162dac5614ce28bc0e2d154e2224c,10,1,37,19,1,1,0,1,1,0,0,0,73,9/29/15,87000, $23.00 
B1,47ba5d6d618e4e4a8c1baeff7047a44f,20,1,50,18,0,1,1,1,1,0,0,0,54,3/10/18,109000, $27.00 
B3,47ba5d6d618e4e4a8c1baeff7047a44f,67,1,31,2,1,1,0,1,1,0,0,0,54,3/10/18,109000, $77.00 
D2,47ba5d6d618e4e4a8c1baeff7047a44f,62,1,41,11,1,1,1,1,0,0,1,0,54,3/10/18,109000, $17.00 
B2,47ba5d6d618e4e4a8c1baeff7047a44f,40,0,31,3,1,1,1,1,1,0,0,0,54,3/10/18,109000, $29.00 
B2,47ba5d6d618e4e4a8c1baeff7047a44f,56,0,32,8,1,1,1,1,1,0,0,0,54,3/10/18,109000, $31.00 
B1,d3dd87ad6bc949d19dd1057d26d968d5,18,0,42,2,0,1,1,1,1,0,0,1,55,4/21/18,41000, $13.00 
D4,d3dd87ad6bc949d19dd1057d26d968d5,10,0,28,11,1,1,0,1,0,0,1,1,55,4/21/18,41000, $55.00 
B4,d3dd87ad6bc949d19dd1057d26d968d5,42,0,41,19,1,1,1,1,1,0,0,1,55,4/21/18,41000, $44.00 
B3,d3dd87ad6bc949d19dd1057d26d968d5,56,0,40,15,1,1,0,1,1,0,0,1,55,4/21/18,41000, $50.00 
I1,d3dd87ad6bc949d19dd1057d26d968d5,57,0,52,8,1,1,0,1,0,1,0,1,55,4/21/18,41000, $28.00 
D4,6eea5ba7675c40819cf15dbeacc8897f,51,1,22,8,1,1,0,1,0,0,1,1,45,4/8/18,50000, $28.00 
B2,6eea5ba7675c40819cf15dbeacc8897f,25,1,31,18,1,1,1,1,1,0,0,1,45,4/8/18,50000, $67.00 
D4,6eea5ba7675c40819cf15dbeacc8897f,13,1,44,18,1,1,0,1,0,0,1,1,45,4/8/18,50000, $81.00 
D2,6eea5ba7675c40819cf15dbeacc8897f,25,1,41,20,1,1,1,1,0,0,1,1,45,4/8/18,50000, $60.00 
B1,6eea5ba7675c40819cf15dbeacc8897f,77,0,39,12,0,1,1,1,1,0,0,1,45,4/8/18,50000, $26.00 
I2,6eea5ba7675c40819cf15dbeacc8897f,63,0,28,7,0,1,1,1,0,1,0,1,45,4/8/18,50000, $68.00 
I1,df6c3af2b21049fe9e676c9599ccc0ef,75,0,44,3,1,1,0,1,0,1,0,1,68,9/6/13,93000, $81.00 
B3,df6c3af2b21049fe9e676c9599ccc0ef,88,1,52,0,1,1,0,1,1,0,0,1,68,9/6/13,93000, $14.00 
I1,df6c3af2b21049fe9e676c9599ccc0ef,8,0,42,2,1,1,0,1,0,1,0,1,68,9/6/13,93000, $73.00 
D3,df6c3af2b21049fe9e676c9599ccc0ef,84,1,35,17,1,1,1,1,0,0,1,1,68,9/6/13,93000, $21.00 
I1,0bfbad000b9844b3bc6753262251ecd2,66,0,27,18,1,1,0,1,0,1,0,1,39,2/17/16,61000, $25.00 
D4,0bfbad000b9844b3bc6753262251ecd2,21,1,41,18,1,1,0,1,0,0,1,1,39,2/17/16,61000, $19.00 
D3,0bfbad000b9844b3bc6753262251ecd2,23,1,50,4,1,1,1,1,0,0,1,1,39,2/17/16,61000, $22.00 
D1,0bfbad000b9844b3bc6753262251ecd2,73,1,51,14,1,1,0,0,0,0,1,1,39,2/17/16,61000, $17.00 
D2,0bfbad000b9844b3bc6753262251ecd2,23,1,41,11,1,1,1,1,0,0,1,1,39,2/17/16,61000, $62.00 
D3,6317f18c59d54a429d8d2dc2998bd394,70,1,21,5,1,1,1,1,0,0,1,0,70,4/7/17,103000, $22.00 
D1,6317f18c59d54a429d8d2dc2998bd394,83,1,50,2,1,1,0,0,0,0,1,0,70,4/7/17,103000, $77.00 
B2,6317f18c59d54a429d8d2dc2998bd394,66,1,31,10,1,1,1,1,1,0,0,0,70,4/7/17,103000, $68.00 
D3,6317f18c59d54a429d8d2dc2998bd394,19,1,42,12,1,1,1,1,0,0,1,0,70,4/7/17,103000, $33.00 
B2,6317f18c59d54a429d8d2dc2998bd394,15,0,24,9,1,1,1,1,1,0,0,0,70,4/7/17,103000, $14.00 
B2,8d4d3da98c7b40d4840564524c0d0d4a,62,1,27,16,1,1,1,1,1,0,0,0,70,7/14/15,96000, $80.00 
D1,8d4d3da98c7b40d4840564524c0d0d4a,46,1,27,8,1,1,0,0,0,0,1,0,70,7/14/15,96000, $6.00 
D2,8d4d3da98c7b40d4840564524c0d0d4a,45,1,45,17,1,1,1,1,0,0,1,0,70,7/14/15,96000, $65.00 
I1,8d4d3da98c7b40d4840564524c0d0d4a,65,1,41,5,1,1,0,1,0,1,0,0,70,7/14/15,96000, $64.00 
D3,8d4d3da98c7b40d4840564524c0d0d4a,63,1,46,16,1,1,1,1,0,0,1,0,70,7/14/15,96000, $82.00 
B1,169ad543fdaa433a820d84502c32a826,40,1,26,4,0,1,1,1,1,0,0,0,64,1/13/18,93000, $6.00 
D3,169ad543fdaa433a820d84502c32a826,60,1,44,0,1,1,1,1,0,0,1,0,64,1/13/18,93000, $36.00 
I1,169ad543fdaa433a820d84502c32a826,61,0,33,6,1,1,0,1,0,1,0,0,64,1/13/18,93000, $36.00 
D2,169ad543fdaa433a820d84502c32a826,58,0,28,1,1,1,1,1,0,0,1,0,64,1/13/18,93000, $21.00 
I1,169ad543fdaa433a820d84502c32a826,34,0,42,17,1,1,0,1,0,1,0,0,64,1/13/18,93000, $55.00 
I1,301f39f69efa4bdea4468c6059191d53,77,0,22,4,1,1,0,1,0,1,0,0,19,7/21/16,32000, $82.00 
D4,301f39f69efa4bdea4468c6059191d53,43,0,39,10,1,1,0,1,0,0,1,0,19,7/21/16,32000, $10.00 
I2,301f39f69efa4bdea4468c6059191d53,62,0,36,4,0,1,1,1,0,1,0,0,19,7/21/16,32000, $45.00 
B4,301f39f69efa4bdea4468c6059191d53,26,1,26,2,1,1,1,1,1,0,0,0,19,7/21/16,32000, $55.00 
I2,301f39f69efa4bdea4468c6059191d53,83,0,27,7,0,1,1,1,0,1,0,0,19,7/21/16,32000, $45.00 
D4,7e762e3fc76c4def85609cf1b70e499c,34,1,42,8,1,1,0,1,0,0,1,1,75,4/20/17,72000, $37.00 
D2,7e762e3fc76c4def85609cf1b70e499c,14,1,49,4,1,1,1,1,0,0,1,1,75,4/20/17,72000, $46.00 
I2,7e762e3fc76c4def85609cf1b70e499c,73,1,45,3,0,1,1,1,0,1,0,1,75,4/20/17,72000, $24.00 
D2,7e762e3fc76c4def85609cf1b70e499c,76,1,38,9,1,1,1,1,0,0,1,1,75,4/20/17,72000, $15.00 
I2,a8cbc68021424631b983f29a73974b11,33,0,23,14,0,1,1,1,0,1,0,0,44,10/31/17,44000, $51.00 
B3,a8cbc68021424631b983f29a73974b11,9,0,24,19,1,1,0,1,1,0,0,0,44,10/31/17,44000, $75.00 
D2,a8cbc68021424631b983f29a73974b11,73,0,33,2,1,1,1,1,0,0,1,0,44,10/31/17,44000, $46.00 
D3,a8cbc68021424631b983f29a73974b11,27,0,35,10,1,1,1,1,0,0,1,0,44,10/31/17,44000, $21.00 
D3,a8cbc68021424631b983f29a73974b11,55,0,48,14,1,1,1,1,0,0,1,0,44,10/31/17,44000, $63.00 
B1,8461a62a2a4d404e8baca56e5a4dc20f,60,0,49,13,0,1,1,1,1,0,0,0,70,6/19/18,93000, $67.00 
B1,8461a62a2a4d404e8baca56e5a4dc20f,71,0,38,14,0,1,1,1,1,0,0,0,70,6/19/18,93000, $72.00 
B2,8461a62a2a4d404e8baca56e5a4dc20f,26,0,39,1,1,1,1,1,1,0,0,0,70,6/19/18,93000, $79.00 
D2,8461a62a2a4d404e8baca56e5a4dc20f,20,0,38,16,1,1,1,1,0,0,1,0,70,6/19/18,93000, $32.00 
B4,8461a62a2a4d404e8baca56e5a4dc20f,66,0,29,6,1,1,1,1,1,0,0,0,70,6/19/18,93000, $78.00 
I2,cb0147b0870d4aec9c0735188ed755fe,90,0,52,1,0,1,1,1,0,1,0,1,32,5/26/18,60000, $10.00 
B4,cb0147b0870d4aec9c0735188ed755fe,67,0,41,1,1,1,1,1,1,0,0,1,32,5/26/18,60000, $65.00 
B4,cb0147b0870d4aec9c0735188ed755fe,84,1,44,4,1,1,1,1,1,0,0,1,32,5/26/18,60000, $85.00 
B1,cb0147b0870d4aec9c0735188ed755fe,48,1,29,8,0,1,1,1,1,0,0,1,32,5/26/18,60000, $58.00 
B4,cb0147b0870d4aec9c0735188ed755fe,70,0,47,11,1,1,1,1,1,0,0,1,32,5/26/18,60000, $32.00 
I2,cb0147b0870d4aec9c0735188ed755fe,38,0,30,11,0,1,1,1,0,1,0,1,32,5/26/18,60000, $54.00 
D2,f92651e747004faba3d2d8083c07d8f3,85,1,28,13,1,1,1,1,0,0,1,1,58,2/22/16,65000, $67.00 
B1,f92651e747004faba3d2d8083c07d8f3,79,0,36,18,0,1,1,1,1,0,0,1,58,2/22/16,65000, $25.00 
B2,f92651e747004faba3d2d8083c07d8f3,54,0,37,18,1,1,1,1,1,0,0,1,58,2/22/16,65000, $25.00 
D2,f92651e747004faba3d2d8083c07d8f3,29,1,27,20,1,1,1,1,0,0,1,1,58,2/22/16,65000, $72.00 
D3,f92651e747004faba3d2d8083c07d8f3,57,1,47,5,1,1,1,1,0,0,1,1,58,2/22/16,65000, $84.00 
D2,5bd256d63385406b94de643992856231,30,1,49,9,1,1,1,1,0,0,1,0,23,7/3/17,34000, $36.00 
I2,5bd256d63385406b94de643992856231,48,0,36,8,0,1,1,1,0,1,0,0,23,7/3/17,34000, $19.00 
I2,5bd256d63385406b94de643992856231,10,0,29,9,0,1,1,1,0,1,0,0,23,7/3/17,34000, $58.00 
B1,5bd256d63385406b94de643992856231,64,1,39,16,0,1,1,1,1,0,0,0,23,7/3/17,34000, $34.00 
I2,5bd256d63385406b94de643992856231,29,1,43,17,0,1,1,1,0,1,0,0,23,7/3/17,34000, $11.00 
D2,5bd256d63385406b94de643992856231,75,0,41,5,1,1,1,1,0,0,1,0,23,7/3/17,34000, $83.00 
D1,6d9f997f587349d1b3977558dda3e2af,65,1,51,5,1,1,0,0,0,0,1,0,59,4/29/18,115000, $44.00 
D4,6d9f997f587349d1b3977558dda3e2af,66,1,32,1,1,1,0,1,0,0,1,0,59,4/29/18,115000, $63.00 
D3,6d9f997f587349d1b3977558dda3e2af,25,1,35,8,1,1,1,1,0,0,1,0,59,4/29/18,115000, $54.00 
D3,6d9f997f587349d1b3977558dda3e2af,30,1,41,17,1,1,1,1,0,0,1,0,59,4/29/18,115000, $37.00 
D2,6d9f997f587349d1b3977558dda3e2af,24,1,47,20,1,1,1,1,0,0,1,0,59,4/29/18,115000, $23.00 
B4,6d9f997f587349d1b3977558dda3e2af,90,1,36,10,1,1,1,1,1,0,0,0,59,4/29/18,115000, $51.00 
B1,63372429ab224b8f8b1939a70a77ea7d,32,0,42,8,0,1,1,1,1,0,0,1,53,1/3/15,68000, $56.00 
I1,63372429ab224b8f8b1939a70a77ea7d,38,0,35,16,1,1,0,1,0,1,0,1,53,1/3/15,68000, $30.00 
B3,63372429ab224b8f8b1939a70a77ea7d,34,0,46,12,1,1,0,1,1,0,0,1,53,1/3/15,68000, $29.00 
D4,63372429ab224b8f8b1939a70a77ea7d,70,0,32,17,1,1,0,1,0,0,1,1,53,1/3/15,68000, $85.00 
D4,63372429ab224b8f8b1939a70a77ea7d,57,0,28,15,1,1,0,1,0,0,1,1,53,1/3/15,68000, $8.00 
D3,9a3d4c98199149e894023860eaeac542,10,0,39,14,1,1,1,1,0,0,1,0,62,1/27/18,77000, $38.00 
D3,9a3d4c98199149e894023860eaeac542,34,1,39,15,1,1,1,1,0,0,1,0,62,1/27/18,77000, $39.00 
I1,9a3d4c98199149e894023860eaeac542,48,0,29,1,1,1,0,1,0,1,0,0,62,1/27/18,77000, $70.00 
D3,9a3d4c98199149e894023860eaeac542,13,1,36,14,1,1,1,1,0,0,1,0,62,1/27/18,77000, $62.00 
D4,9a3d4c98199149e894023860eaeac542,29,0,34,0,1,1,0,1,0,0,1,0,62,1/27/18,77000, $35.00 
B4,a87dd5ea878444f08ab557b145c5377c,28,1,24,15,1,1,1,1,1,0,0,1,27,7/9/17,62000, $79.00 
D2,a87dd5ea878444f08ab557b145c5377c,58,1,51,5,1,1,1,1,0,0,1,1,27,7/9/17,62000, $80.00 
I1,a87dd5ea878444f08ab557b145c5377c,24,1,25,20,1,1,0,1,0,1,0,1,27,7/9/17,62000, $27.00 
D3,a87dd5ea878444f08ab557b145c5377c,89,1,29,14,1,1,1,1,0,0,1,1,27,7/9/17,62000, $63.00 
B1,a87dd5ea878444f08ab557b145c5377c,25,1,38,6,0,1,1,1,1,0,0,1,27,7/9/17,62000, $85.00 
B1,c811024989454214bffab4c58bcf56a9,8,1,22,2,0,1,1,1,1,0,0,0,41,1/28/18,72000, $39.00 
B2,c811024989454214bffab4c58bcf56a9,88,1,26,17,1,1,1,1,1,0,0,0,41,1/28/18,72000, $58.00 
D3,c811024989454214bffab4c58bcf56a9,42,1,37,14,1,1,1,1,0,0,1,0,41,1/28/18,72000, $42.00 
B3,8656a80ea2584f04963317d19f63a40c,49,0,25,13,1,1,0,1,1,0,0,1,49,12/11/17,67000, $83.00 
B4,8656a80ea2584f04963317d19f63a40c,61,1,39,16,1,1,1,1,1,0,0,1,49,12/11/17,67000, $24.00 
D4,8656a80ea2584f04963317d19f63a40c,24,0,40,15,1,1,0,1,0,0,1,1,49,12/11/17,67000, $41.00 
B2,8656a80ea2584f04963317d19f63a40c,55,0,26,9,1,1,1,1,1,0,0,1,49,12/11/17,67000, $29.00 
D3,25c34888681c46acb8aff3ef0a842aca,81,1,38,0,1,1,1,1,0,0,1,1,51,9/13/14,79000, $82.00 
D1,25c34888681c46acb8aff3ef0a842aca,24,1,27,19,1,1,0,0,0,0,1,1,51,9/13/14,79000, $6.00 
D3,25c34888681c46acb8aff3ef0a842aca,28,1,46,13,1,1,1,1,0,0,1,1,51,9/13/14,79000, $49.00 
B4,25c34888681c46acb8aff3ef0a842aca,27,1,24,18,1,1,1,1,1,0,0,1,51,9/13/14,79000, $30.00 
I2,25c34888681c46acb8aff3ef0a842aca,31,0,46,3,0,1,1,1,0,1,0,1,51,9/13/14,79000, $37.00 
D1,ffa81afacde642a3a51a7cd99f8d2cd7,67,1,23,15,1,1,0,0,0,0,1,1,76,9/6/16,115000, $49.00 
B4,ffa81afacde642a3a51a7cd99f8d2cd7,57,1,44,2,1,1,1,1,1,0,0,1,76,9/6/16,115000, $19.00 
B4,ffa81afacde642a3a51a7cd99f8d2cd7,67,1,27,15,1,1,1,1,1,0,0,1,76,9/6/16,115000, $20.00 
D1,ffa81afacde642a3a51a7cd99f8d2cd7,16,0,51,13,1,1,0,0,0,0,1,1,76,9/6/16,115000, $48.00 
I1,ffa81afacde642a3a51a7cd99f8d2cd7,63,0,52,16,1,1,0,1,0,1,0,1,76,9/6/16,115000, $48.00 
I1,47bbfabcf1e447a79b7f189d2b197b05,50,0,21,10,1,1,0,1,0,1,0,0,37,3/2/17,83000, $15.00 
I2,47bbfabcf1e447a79b7f189d2b197b05,45,0,45,5,0,1,1,1,0,1,0,0,37,3/2/17,83000, $43.00 
D2,47bbfabcf1e447a79b7f189d2b197b05,39,1,23,18,1,1,1,1,0,0,1,0,37,3/2/17,83000, $6.00 
B1,47bbfabcf1e447a79b7f189d2b197b05,17,1,47,18,0,1,1,1,1,0,0,0,37,3/2/17,83000, $12.00 
D3,47bbfabcf1e447a79b7f189d2b197b05,17,1,30,0,1,1,1,1,0,0,1,0,37,3/2/17,83000, $12.00 
B3,47bbfabcf1e447a79b7f189d2b197b05,71,1,39,9,1,1,0,1,1,0,0,0,37,3/2/17,83000, $27.00 
B4,32fb5f395ecc4929a84f7662c456ff72,23,1,24,11,1,1,1,1,1,0,0,1,38,7/27/17,40000, $16.00 
B3,32fb5f395ecc4929a84f7662c456ff72,56,1,50,17,1,1,0,1,1,0,0,1,38,7/27/17,40000, $36.00 
B4,32fb5f395ecc4929a84f7662c456ff72,58,1,23,3,1,1,1,1,1,0,0,1,38,7/27/17,40000, $8.00 
B3,32fb5f395ecc4929a84f7662c456ff72,29,1,48,6,1,1,0,1,1,0,0,1,38,7/27/17,40000, $7.00 
D2,dea3e2ba622d4e079d1870c40f0b3995,71,0,37,12,1,1,1,1,0,0,1,1,62,1/14/18,60000, $26.00 
I2,dea3e2ba622d4e079d1870c40f0b3995,85,0,37,13,0,1,1,1,0,1,0,1,62,1/14/18,60000, $26.00 
B4,dea3e2ba622d4e079d1870c40f0b3995,31,1,49,8,1,1,1,1,1,0,0,1,62,1/14/18,60000, $69.00 
B2,dea3e2ba622d4e079d1870c40f0b3995,19,0,41,12,1,1,1,1,1,0,0,1,62,1/14/18,60000, $25.00 
