Rank,School,School URL,District,District URL,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
146,Banks County High School,https://www.schooldigger.com/go/GA/schools/0024000169/school.aspx,Banks County,https://www.schooldigger.com/go/GA/district/00240/search.aspx,Homer,https://www.schooldigger.com/go/GA/city/Homer/search.aspx,30547,Banks,(706) 677-2221,9,12,No,No,No,No,928,67,13.8,0.56,0.02,0.00,0.01,0.10,0.00,0.01,0.86,52.8
147,Pickens County High School,https://www.schooldigger.com/go/GA/schools/0411002276/school.aspx,Pickens County,https://www.schooldigger.com/go/GA/district/04110/search.aspx,Jasper,https://www.schooldigger.com/go/GA/city/Jasper/search.aspx,30143,Pickens,(706) 253-1800,9,12,No,No,No,No,1377,78.9,17.4,0.44,0.01,0.00,0.01,0.05,0.00,0.02,0.91,52.8
148,Model High,https://www.schooldigger.com/go/GA/schools/0219002373/school.aspx,Floyd County,https://www.schooldigger.com/go/GA/district/02190/search.aspx,Rome,https://www.schooldigger.com/go/GA/city/Rome/search.aspx,30161,Floyd,(706) 236-1895,9,12,Yes,No,No,No,692,37.1,18.6,0.27,0.08,0.00,0.01,0.05,0.00,0.02,0.85,52.7
149,Screven County High School,https://www.schooldigger.com/go/GA/schools/0450001611/school.aspx,Screven County,https://www.schooldigger.com/go/GA/district/04500/search.aspx,Sylvania,https://www.schooldigger.com/go/GA/city/Sylvania/search.aspx,30467,Screven,(912) 451-2300,9,12,Yes,No,No,No,639,42.3,15.1,0.75,0.48,0.00,0.00,0.02,0.00,0.02,0.48,52.6
150,Morgan County High School,https://www.schooldigger.com/go/GA/schools/0378001378/school.aspx,Morgan County,https://www.schooldigger.com/go/GA/district/03780/search.aspx,Madison,https://www.schooldigger.com/go/GA/city/Madison/search.aspx,30650,Morgan,(706) 342-2336,9,12,No,No,No,No,980,61.9,15.8,0.38,0.27,0.00,0.02,0.05,0.00,0.02,0.64,52.5
151,Campbell High School,https://www.schooldigger.com/go/GA/schools/0129000537/school.aspx,Cobb County,https://www.schooldigger.com/go/GA/district/01290/search.aspx,Smyrna,https://www.schooldigger.com/go/GA/city/Smyrna/search.aspx,30080,Cobb,(678) 842-6850,9,12,No,No,No,No,2788,145.1,19.2,0.59,0.42,0.00,0.04,0.34,0.00,0.04,0.16,52.4
152,Dodge County High School,https://www.schooldigger.com/go/GA/schools/0177003340/school.aspx,Dodge County,https://www.schooldigger.com/go/GA/district/01770/search.aspx,Eastman,https://www.schooldigger.com/go/GA/city/Eastman/search.aspx,31023,Dodge,(478) 374-7711,9,12,Yes,No,No,No,840,53.6,15.6,0.65,0.33,0.00,0.00,0.03,0.00,0.02,0.61,52.4
153,Harris County High School,https://www.schooldigger.com/go/GA/schools/0270002270/school.aspx,Harris County,https://www.schooldigger.com/go/GA/district/02700/search.aspx,Hamilton,https://www.schooldigger.com/go/GA/city/Hamilton/search.aspx,31811,Harris,(706) 628-4278,9,12,No,No,No,No,1658,80.8,20.5,0.35,0.19,0.00,0.01,0.05,0.00,0.04,0.71,51.8
154,Rome High School,https://www.schooldigger.com/go/GA/schools/0444000028/school.aspx,Rome City,https://www.schooldigger.com/go/GA/district/04440/search.aspx,Rome,https://www.schooldigger.com/go/GA/city/Rome/search.aspx,30161,Floyd,(706) 235-9653,9,12,Yes,No,No,No,1788,97.2,18.3,0.60,0.31,0.00,0.04,0.31,0.00,0.03,0.32,51.4
155,LaGrange High School,https://www.schooldigger.com/go/GA/schools/0000100608/school.aspx,Troup County,https://www.schooldigger.com/go/GA/district/00001/search.aspx,Lagrange,https://www.schooldigger.com/go/GA/city/Lagrange/search.aspx,30240,Troup,(706) 883-1590,9,12,No,No,No,No,1276,72.6,17.5,0.54,0.43,0.00,0.03,0.06,0.00,0.03,0.46,51.2
156,Glascock County Consolidated School,https://www.schooldigger.com/go/GA/schools/0237001055/school.aspx,Glascock County,https://www.schooldigger.com/go/GA/district/02370/search.aspx,Gibson,https://www.schooldigger.com/go/GA/city/Gibson/search.aspx,30810,Glascock,(706) 598-2121,PK,12,Yes,No,No,No,588,41.3,14.2,0.60,0.07,0.00,0.00,0.02,0.00,0.03,0.89,51
157,Temple High School,https://www.schooldigger.com/go/GA/schools/0084002097/school.aspx,Carroll County,https://www.schooldigger.com/go/GA/district/00840/search.aspx,Temple,https://www.schooldigger.com/go/GA/city/Temple/search.aspx,30179,Carroll,(770) 562-3218,9,12,No,No,No,No,650,34.7,18.7,0.60,0.17,0.00,0.00,0.07,0.00,0.05,0.70,50.9
158,Jasper County High School,https://www.schooldigger.com/go/GA/schools/0297003423/school.aspx,Jasper County,https://www.schooldigger.com/go/GA/district/02970/search.aspx,Monticello,https://www.schooldigger.com/go/GA/city/Monticello/search.aspx,31064,Jasper,(706) 468-5026,9,12,Yes,No,No,No,672,40.9,16.4,0.62,0.24,0.00,0.00,0.06,0.00,0.03,0.67,50.7
159,Villa Rica High School,https://www.schooldigger.com/go/GA/schools/0084000324/school.aspx,Carroll County,https://www.schooldigger.com/go/GA/district/00840/search.aspx,Villa Rica,https://www.schooldigger.com/go/GA/city/Villa+Rica/search.aspx,30180,Carroll,(770) 459-5185,9,12,No,No,No,No,1580,75.8,20.8,0.57,0.27,0.00,0.00,0.09,0.00,0.06,0.58,50.6
160,Woodland High School,https://www.schooldigger.com/go/GA/schools/0033001914/school.aspx,Bartow County,https://www.schooldigger.com/go/GA/district/00330/search.aspx,Cartersville,https://www.schooldigger.com/go/GA/city/Cartersville/search.aspx,30120,Bartow,(770) 606-5870,9,12,No,No,No,No,1599,86.5,18.4,0.48,0.07,0.00,0.01,0.11,0.00,0.03,0.78,50.5
161,Murray County High School,https://www.schooldigger.com/go/GA/schools/0384001381/school.aspx,Murray County,https://www.schooldigger.com/go/GA/district/03840/search.aspx,Chatsworth,https://www.schooldigger.com/go/GA/city/Chatsworth/search.aspx,30705,Murray,(706) 695-1414,9,12,Yes,No,No,No,980,57.3,17.1,0.71,0.00,0.00,0.00,0.25,0.00,0.01,0.73,50.4
162,Harlem High School,https://www.schooldigger.com/go/GA/schools/0141001885/school.aspx,Columbia County,https://www.schooldigger.com/go/GA/district/01410/search.aspx,Harlem,https://www.schooldigger.com/go/GA/city/Harlem/search.aspx,30814,Columbia,(706) 556-5980,9,12,No,No,No,No,820,49.7,16.4,0.39,0.15,0.01,0.00,0.05,0.00,0.05,0.75,50.2
163,Chapel Hill High School,https://www.schooldigger.com/go/GA/schools/0186002317/school.aspx,Douglas County,https://www.schooldigger.com/go/GA/district/01860/search.aspx,Douglasville,https://www.schooldigger.com/go/GA/city/Douglasville/search.aspx,30135,Douglas,(770) 651-6200,9,12,No,No,No,No,1433,80.4,17.8,0.43,0.55,0.00,0.01,0.10,0.00,0.05,0.30,50.2
164,Cass High School,https://www.schooldigger.com/go/GA/schools/0033000181/school.aspx,Bartow County,https://www.schooldigger.com/go/GA/district/00330/search.aspx,White,https://www.schooldigger.com/go/GA/city/White/search.aspx,30184,Bartow,(770) 606-5800,9,12,No,No,No,No,1581,87,18.1,0.54,0.15,0.00,0.02,0.14,0.00,0.04,0.66,49.8
165,Coahulla Creek High School,https://www.schooldigger.com/go/GA/schools/0570004053/school.aspx,Whitfield County,https://www.schooldigger.com/go/GA/district/05700/search.aspx,Dalton,https://www.schooldigger.com/go/GA/city/Dalton/search.aspx,30721,Whitfield,(706) 694-4900,9,12,No,No,No,No,1020,46.7,21.8,0.61,0.03,0.00,0.01,0.31,0.00,0.03,0.63,49.7
166,Irwin County High School,https://www.schooldigger.com/go/GA/schools/0291001246/school.aspx,Irwin County,https://www.schooldigger.com/go/GA/district/02910/search.aspx,Ocilla,https://www.schooldigger.com/go/GA/city/Ocilla/search.aspx,31774,Irwin,(229) 468-9421,9,12,Yes,No,No,No,485,36.8,13.1,0.76,0.30,0.00,0.00,0.04,0.00,0.01,0.65,49.2
167,Tift County High School,https://www.schooldigger.com/go/GA/schools/0498002282/school.aspx,Tift County,https://www.schooldigger.com/go/GA/district/04980/search.aspx,Tifton,https://www.schooldigger.com/go/GA/city/Tifton/search.aspx,31794,Tift,(229) 387-2475,9,12,Yes,No,No,No,1535,93,16.5,0.95,0.33,0.00,0.01,0.16,0.00,0.01,0.48,48.9
168,Jones County High School,https://www.schooldigger.com/go/GA/schools/0315001279/school.aspx,Jones County,https://www.schooldigger.com/go/GA/district/03150/search.aspx,Gray,https://www.schooldigger.com/go/GA/city/Gray/search.aspx,31032,Jones,(478) 986-5444,9,12,Yes,No,No,No,1571,98.5,15.9,0.44,0.27,0.00,0.00,0.02,0.00,0.02,0.69,48.7
169,Apalachee High School,https://www.schooldigger.com/go/GA/schools/0029002350/school.aspx,Barrow County,https://www.schooldigger.com/go/GA/district/00290/search.aspx,Winder,https://www.schooldigger.com/go/GA/city/Winder/search.aspx,30680,Barrow,(770) 586-5111,9,12,Yes,No,No,No,1754,107.5,16.3,0.51,0.13,0.00,0.04,0.19,0.00,0.04,0.59,48.6
170,Marion County Middle/High School,https://www.schooldigger.com/go/GA/schools/0354001346/school.aspx,Marion County,https://www.schooldigger.com/go/GA/district/03540/search.aspx,Buena Vista,https://www.schooldigger.com/go/GA/city/Buena+Vista/search.aspx,31803,Marion,(229) 649-7520,6,12,Yes,No,No,No,723,40.4,17.8,0.92,0.36,0.00,0.01,0.11,0.00,0.01,0.51,48.2
171,South Paulding High School,https://www.schooldigger.com/go/GA/schools/0402003438/school.aspx,Paulding County,https://www.schooldigger.com/go/GA/district/04020/search.aspx,Douglasville,https://www.schooldigger.com/go/GA/city/Douglasville/search.aspx,30134,Douglas,(770) 949-9221,9,12,No,No,No,No,1838,98.2,18.7,0.37,0.19,0.00,0.01,0.06,0.00,0.03,0.71,47.5
172,East Paulding High School,https://www.schooldigger.com/go/GA/schools/0402002188/school.aspx,Paulding County,https://www.schooldigger.com/go/GA/district/04020/search.aspx,Dallas,https://www.schooldigger.com/go/GA/city/Dallas/search.aspx,30157,Paulding,(770) 445-5100,9,12,No,No,No,No,1646,91.8,17.9,0.33,0.21,0.00,0.01,0.08,0.00,0.05,0.65,46.8
173,Metter High School,https://www.schooldigger.com/go/GA/schools/0081000317/school.aspx,Candler County,https://www.schooldigger.com/go/GA/district/00810/search.aspx,Metter,https://www.schooldigger.com/go/GA/city/Metter/search.aspx,30439,Candler,(912) 685-2134,9,12,Yes,No,No,No,566,32.8,17.2,0.90,0.29,0.00,0.00,0.15,0.00,0.02,0.53,46.8
174,Long County High School,https://www.schooldigger.com/go/GA/schools/0336001371/school.aspx,Long County,https://www.schooldigger.com/go/GA/district/03360/search.aspx,Ludowici,https://www.schooldigger.com/go/GA/city/Ludowici/search.aspx,31316,Long,(912) 545-2135,9,12,Yes,No,No,No,943,53,17.7,0.74,0.26,0.00,0.01,0.17,0.00,0.07,0.50,46.6
175,Franklin County High School,https://www.schooldigger.com/go/GA/schools/0225000961/school.aspx,Franklin County,https://www.schooldigger.com/go/GA/district/02250/search.aspx,Carnesville,https://www.schooldigger.com/go/GA/city/Carnesville/search.aspx,30521,Franklin,(706) 384-4525,9,12,No,No,No,No,1144,64.5,17.7,0.49,0.10,0.00,0.01,0.06,0.00,0.03,0.80,46.5
176,Chestatee High School,https://www.schooldigger.com/go/GA/schools/0261002569/school.aspx,Hall County,https://www.schooldigger.com/go/GA/district/02610/search.aspx,Gainesville,https://www.schooldigger.com/go/GA/city/Gainesville/search.aspx,30506,Hall,(770) 532-1162,9,12,No,No,No,No,1333,72.8,18.3,0.50,0.02,0.00,0.01,0.45,0.01,0.01,0.50,46.5
177,Coffee County High School,https://www.schooldigger.com/go/GA/schools/0135000581/school.aspx,Coffee County,https://www.schooldigger.com/go/GA/district/01350/search.aspx,Douglas,https://www.schooldigger.com/go/GA/city/Douglas/search.aspx,31533,Coffee,(912) 384-2094,9,12,Yes,No,No,No,1339,84.8,15.7,0.56,0.32,0.00,0.01,0.17,0.00,0.02,0.48,46.4
178,Early College High School at Carver,https://www.schooldigger.com/go/GA/schools/0012003540/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30315,Fulton,(404) 802-4405,9,12,Yes,No,No,No,369,27,13.6,1.00,0.94,0.00,0.01,0.05,0.00,0.01,0.00,46.3
179,Jeff Davis High School,https://www.schooldigger.com/go/GA/schools/0300001259/school.aspx,Jeff Davis County,https://www.schooldigger.com/go/GA/district/03000/search.aspx,Hazlehurst,https://www.schooldigger.com/go/GA/city/Hazlehurst/search.aspx,31539,Jeff Davis,(912) 375-6760,9,12,Yes,No,No,No,899,50.7,17.7,0.57,0.17,0.00,0.01,0.19,0.00,0.01,0.63,46.3
180,Marietta High School,https://www.schooldigger.com/go/GA/schools/0351001342/school.aspx,Marietta City,https://www.schooldigger.com/go/GA/district/03510/search.aspx,Marietta,https://www.schooldigger.com/go/GA/city/Marietta/search.aspx,30064,Cobb,(770) 428-2631,9,12,Yes,No,No,No,2343,139,16.8,0.52,0.44,0.00,0.02,0.33,0.00,0.03,0.18,46
181,Calhoun High School,https://www.schooldigger.com/go/GA/schools/0072000305/school.aspx,Calhoun City,https://www.schooldigger.com/go/GA/district/00720/search.aspx,Calhoun,https://www.schooldigger.com/go/GA/city/Calhoun/search.aspx,30701,Gordon,(706) 629-9213,9,12,Yes,No,No,No,1089,60,18.1,0.48,0.06,0.00,0.03,0.33,0.01,0.01,0.56,45.8
182,Gordon Central High School,https://www.schooldigger.com/go/GA/schools/0243001959/school.aspx,Gordon County,https://www.schooldigger.com/go/GA/district/02430/search.aspx,Calhoun,https://www.schooldigger.com/go/GA/city/Calhoun/search.aspx,30701,Gordon,(706) 629-7391,9,12,No,No,No,No,884,58.4,15.1,0.62,0.02,0.00,0.01,0.22,0.00,0.03,0.72,45.5
183,North Hall High School,https://www.schooldigger.com/go/GA/schools/0261001161/school.aspx,Hall County,https://www.schooldigger.com/go/GA/district/02610/search.aspx,Gainesville,https://www.schooldigger.com/go/GA/city/Gainesville/search.aspx,30506,Hall,(770) 983-7331,9,12,No,No,No,No,1118,66.9,16.7,0.28,0.01,0.00,0.01,0.12,0.00,0.02,0.85,45.5
184,Dalton High School,https://www.schooldigger.com/go/GA/schools/0162000786/school.aspx,Dalton Public Schools,https://www.schooldigger.com/go/GA/district/01620/search.aspx,Dalton,https://www.schooldigger.com/go/GA/city/Dalton/search.aspx,30720,Whitfield,(706) 278-8757,9,12,Yes,No,No,No,1995,106.3,18.7,0.65,0.05,0.00,0.02,0.67,0.00,0.03,0.24,45.4
185,Lincoln County High School,https://www.schooldigger.com/go/GA/schools/0333002408/school.aspx,Lincoln County,https://www.schooldigger.com/go/GA/district/03330/search.aspx,Lincolnton,https://www.schooldigger.com/go/GA/city/Lincolnton/search.aspx,30817,Lincoln,(706) 359-3121,9,12,Yes,No,No,No,395,26.6,14.8,0.58,0.34,0.00,0.01,0.02,0.00,0.03,0.61,45.3
186,Statesboro STEAM Academy,https://www.schooldigger.com/go/GA/schools/0000502626/school.aspx,Commission Charter Schools- Ccat School,https://www.schooldigger.com/go/GA/district/00005/search.aspx,Statesboro,https://www.schooldigger.com/go/GA/city/Statesboro/search.aspx,30458,Bulloch,(912) 764-5888,6,12,Yes,Yes,No,No,148,13.9,10.6,0.53,0.20,0.00,0.01,0.03,0.00,0.01,0.74,45.2
187,Lumpkin County High School,https://www.schooldigger.com/go/GA/schools/0342002505/school.aspx,Lumpkin County,https://www.schooldigger.com/go/GA/district/03420/search.aspx,Dahlonega,https://www.schooldigger.com/go/GA/city/Dahlonega/search.aspx,30533,Lumpkin,(706) 864-6186,9,12,No,No,No,No,1114,65.3,17,0.43,0.01,0.00,0.01,0.08,0.00,0.02,0.87,45
188,Commerce High School,https://www.schooldigger.com/go/GA/schools/0144000622/school.aspx,Commerce City,https://www.schooldigger.com/go/GA/district/01440/search.aspx,Commerce,https://www.schooldigger.com/go/GA/city/Commerce/search.aspx,30529,Jackson,(706) 335-5942,9,12,No,No,No,No,436,30.1,14.4,0.56,0.13,0.00,0.01,0.12,0.00,0.05,0.70,44.8
189,North Murray High School,https://www.schooldigger.com/go/GA/schools/0384003849/school.aspx,Murray County,https://www.schooldigger.com/go/GA/district/03840/search.aspx,Chatsworth,https://www.schooldigger.com/go/GA/city/Chatsworth/search.aspx,30705,Murray,(706) 695-7760,9,12,Yes,No,No,No,1006,61.4,16.3,0.65,0.00,0.00,0.00,0.22,0.00,0.02,0.76,44.8
190,Pike County High School,https://www.schooldigger.com/go/GA/schools/0417000546/school.aspx,Pike County,https://www.schooldigger.com/go/GA/district/04170/search.aspx,Zebulon,https://www.schooldigger.com/go/GA/city/Zebulon/search.aspx,30295,Pike,(770) 567-8770,9,12,No,No,No,No,1057,65.8,16,0.36,0.08,0.00,0.01,0.01,0.00,0.02,0.89,44.8
191,Mountain Education Charter High School,https://www.schooldigger.com/go/GA/schools/0021403723/school.aspx,State Charter Schools- Mountain Education Center School,https://www.schooldigger.com/go/GA/district/00214/search.aspx,Cleveland,https://www.schooldigger.com/go/GA/city/Cleveland/search.aspx,30528,White,(706) 219-4664,9,12,Yes,Yes,No,No,1926,78,24.6,0.69,0.04,0.00,0.01,0.12,0.00,0.01,0.83,44.8
192,Claxton High School,https://www.schooldigger.com/go/GA/schools/0207000909/school.aspx,Evans County,https://www.schooldigger.com/go/GA/district/02070/search.aspx,Claxton,https://www.schooldigger.com/go/GA/city/Claxton/search.aspx,30417,Evans,(912) 739-3993,9,12,Yes,No,No,No,429,25,17.1,1.00,0.35,0.00,0.02,0.24,0.00,0.01,0.38,44.8
193,Pataula Charter Academy,https://www.schooldigger.com/go/GA/schools/0021803964/school.aspx,Commission Charter Schools- Pataula Charter Academy,https://www.schooldigger.com/go/GA/district/00218/search.aspx,Edison,https://www.schooldigger.com/go/GA/city/Edison/search.aspx,39846,Calhoun,(229) 354-4001,KG,12,Yes,Yes,No,No,555,34.4,16.1,0.60,0.16,0.00,0.02,0.05,0.00,0.01,0.75,44.6
194,Heritage High School,https://www.schooldigger.com/go/GA/schools/0441001591/school.aspx,Rockdale County,https://www.schooldigger.com/go/GA/district/04410/search.aspx,Conyers,https://www.schooldigger.com/go/GA/city/Conyers/search.aspx,30094,Rockdale,(770) 483-5428,9,12,No,No,No,No,1825,95.6,19,0.55,0.58,0.00,0.01,0.17,0.00,0.04,0.20,44.2
195,Discovery High School,https://www.schooldigger.com/go/GA/schools/0255004212/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Lawrenceville,https://www.schooldigger.com/go/GA/city/Lawrenceville/search.aspx,30046,Gwinnett,(678) 226-4250,9,12,Yes,No,No,No,2656,134.5,19.7,0.76,0.38,0.00,0.10,0.44,0.00,0.02,0.06,44.1
196,Central Gwinnett High School,https://www.schooldigger.com/go/GA/schools/0255001129/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Lawrenceville,https://www.schooldigger.com/go/GA/city/Lawrenceville/search.aspx,30046,Gwinnett,(770) 963-8041,9,12,Yes,No,No,No,2188,127.5,17.1,0.77,0.48,0.01,0.07,0.31,0.00,0.03,0.10,43.8
197,Monroe Area High School,https://www.schooldigger.com/go/GA/schools/0539001772/school.aspx,Walton County,https://www.schooldigger.com/go/GA/district/05390/search.aspx,Monroe,https://www.schooldigger.com/go/GA/city/Monroe/search.aspx,30656,Walton,(770) 266-4599,9,12,Yes,No,No,No,1095,68,16.1,0.57,0.38,0.00,0.03,0.04,0.00,0.03,0.53,43.7
198,Upson-Lee High School,https://www.schooldigger.com/go/GA/schools/0528001724/school.aspx,Thomaston-Upson County,https://www.schooldigger.com/go/GA/district/05280/search.aspx,Thomaston,https://www.schooldigger.com/go/GA/city/Thomaston/search.aspx,30286,Upson,(706) 647-8171,9,12,Yes,No,No,No,1340,77.4,17.3,0.74,0.35,0.00,0.00,0.02,0.00,0.04,0.58,43.7
199,Statesboro High School,https://www.schooldigger.com/go/GA/schools/0063000285/school.aspx,Bulloch County,https://www.schooldigger.com/go/GA/district/00630/search.aspx,Statesboro,https://www.schooldigger.com/go/GA/city/Statesboro/search.aspx,30458,Bulloch,(912) 212-8860,9,12,No,No,No,No,1630,79.8,20.4,0.59,0.49,0.00,0.03,0.08,0.00,0.03,0.38,43.6
200,Mt. Zion High School,https://www.schooldigger.com/go/GA/schools/0084003582/school.aspx,Carroll County,https://www.schooldigger.com/go/GA/district/00840/search.aspx,Carrollton,https://www.schooldigger.com/go/GA/city/Carrollton/search.aspx,30117,Carroll,(770) 834-6654,9,12,No,No,No,No,428,23.9,17.9,0.67,0.11,0.01,0.00,0.09,0.00,0.07,0.73,43.6
201,Johnson High School,https://www.schooldigger.com/go/GA/schools/0261001168/school.aspx,Hall County,https://www.schooldigger.com/go/GA/district/02610/search.aspx,Gainesville,https://www.schooldigger.com/go/GA/city/Gainesville/search.aspx,30507,Hall,(770) 536-2394,9,12,No,No,No,No,1552,89.3,17.3,0.65,0.04,0.00,0.03,0.65,0.00,0.01,0.27,43.3
202,Southwest DeKalb High School,https://www.schooldigger.com/go/GA/schools/0174000679/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Decatur,https://www.schooldigger.com/go/GA/city/Decatur/search.aspx,30034,DeKalb,(678) 874-1902,9,12,Yes,No,No,No,1222,77.5,15.7,0.63,0.97,0.00,0.00,0.01,0.00,0.01,0.00,43.1
203,Lakeview-Fort Oglethorpe High School,https://www.schooldigger.com/go/GA/schools/0093000350/school.aspx,Catoosa County,https://www.schooldigger.com/go/GA/district/00930/search.aspx,Fort Oglethorpe,https://www.schooldigger.com/go/GA/city/Fort+Oglethorpe/search.aspx,30742,Catoosa,(706) 866-0342,9,12,No,No,No,No,945,66.4,14.2,0.59,0.06,0.01,0.02,0.06,0.01,0.03,0.82,42.7
204,Woodland High School,https://www.schooldigger.com/go/GA/schools/0282003418/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Stockbridge,https://www.schooldigger.com/go/GA/city/Stockbridge/search.aspx,30281,Henry,(770) 389-2784,9,12,No,No,No,No,1517,86.2,17.5,0.41,0.56,0.00,0.03,0.09,0.00,0.04,0.29,42.5
205,West Hall High School,https://www.schooldigger.com/go/GA/schools/0261002043/school.aspx,Hall County,https://www.schooldigger.com/go/GA/district/02610/search.aspx,Oakwood,https://www.schooldigger.com/go/GA/city/Oakwood/search.aspx,30566,Hall,(770) 967-9826,9,12,No,No,No,No,1139,67.9,16.7,0.55,0.06,0.00,0.03,0.47,0.00,0.01,0.42,42.1
206,LaFayette High School,https://www.schooldigger.com/go/GA/schools/0537002286/school.aspx,Walker County,https://www.schooldigger.com/go/GA/district/05370/search.aspx,La Fayette,https://www.schooldigger.com/go/GA/city/La+Fayette/search.aspx,30728,Walker,(706) 638-2342,9,12,No,No,No,No,1171,80.1,14.6,0.61,0.04,0.00,0.01,0.03,0.00,0.04,0.87,42
207,Winder-Barrow High School,https://www.schooldigger.com/go/GA/schools/0029000173/school.aspx,Barrow County,https://www.schooldigger.com/go/GA/district/00290/search.aspx,Winder,https://www.schooldigger.com/go/GA/city/Winder/search.aspx,30680,Barrow,(770) 867-4519,9,12,Yes,No,No,No,1964,118,16.6,0.49,0.15,0.00,0.05,0.15,0.00,0.04,0.60,41.8
208,Peach County High School,https://www.schooldigger.com/go/GA/schools/0405001483/school.aspx,Peach County,https://www.schooldigger.com/go/GA/district/04050/search.aspx,Fort Valley,https://www.schooldigger.com/go/GA/city/Fort+Valley/search.aspx,31030,Peach,(478) 825-8258,9,12,Yes,No,No,No,1007,60.8,16.5,0.88,0.53,0.00,0.01,0.15,0.00,0.03,0.28,41.8
209,Paulding County High School,https://www.schooldigger.com/go/GA/schools/0402001471/school.aspx,Paulding County,https://www.schooldigger.com/go/GA/district/04020/search.aspx,Dallas,https://www.schooldigger.com/go/GA/city/Dallas/search.aspx,30157,Paulding,(770) 443-8008,9,12,No,No,No,No,1738,93.5,18.5,0.47,0.27,0.00,0.01,0.10,0.00,0.04,0.59,41.8
210,Wayne County High School,https://www.schooldigger.com/go/GA/schools/0555001800/school.aspx,Wayne County,https://www.schooldigger.com/go/GA/district/05550/search.aspx,Jesup,https://www.schooldigger.com/go/GA/city/Jesup/search.aspx,31545,Wayne,(912) 427-1088,9,12,Yes,No,No,No,1511,88.3,17.1,0.59,0.21,0.00,0.01,0.08,0.00,0.03,0.67,41.7
211,Bradwell Institute,https://www.schooldigger.com/go/GA/schools/0330001303/school.aspx,Liberty County,https://www.schooldigger.com/go/GA/district/03300/search.aspx,Hinesville,https://www.schooldigger.com/go/GA/city/Hinesville/search.aspx,31313,Liberty,(912) 876-6121,9,12,Yes,No,No,No,1663,76.7,21.6,0.64,0.57,0.01,0.01,0.13,0.01,0.07,0.21,41.7
212,Ridgeland High School,https://www.schooldigger.com/go/GA/schools/0537002093/school.aspx,Walker County,https://www.schooldigger.com/go/GA/district/05370/search.aspx,Rossville,https://www.schooldigger.com/go/GA/city/Rossville/search.aspx,30741,Walker,(706) 820-9361,9,12,No,No,No,No,1355,88.3,15.3,0.70,0.08,0.00,0.00,0.04,0.00,0.05,0.83,41.1
213,Social Circle High School,https://www.schooldigger.com/go/GA/schools/0454001617/school.aspx,Social Circle City,https://www.schooldigger.com/go/GA/district/04540/search.aspx,Social Circle,https://www.schooldigger.com/go/GA/city/Social+Circle/search.aspx,30025,Walton,(770) 464-2611,9,12,No,No,No,No,533,32.5,16.4,0.38,0.19,0.00,0.01,0.03,0.00,0.02,0.75,40.7
214,Pepperell High School,https://www.schooldigger.com/go/GA/schools/0219003351/school.aspx,Floyd County,https://www.schooldigger.com/go/GA/district/02190/search.aspx,Lindale,https://www.schooldigger.com/go/GA/city/Lindale/search.aspx,30147,Floyd,(706) 236-1844,9,12,Yes,No,No,No,872,53,16.4,0.39,0.06,0.00,0.00,0.09,0.00,0.04,0.82,40.6
215,Douglas County High School,https://www.schooldigger.com/go/GA/schools/0186000864/school.aspx,Douglas County,https://www.schooldigger.com/go/GA/district/01860/search.aspx,Douglasville,https://www.schooldigger.com/go/GA/city/Douglasville/search.aspx,30134,Douglas,(770) 651-6500,9,12,No,No,No,No,1971,109.2,18,0.61,0.64,0.00,0.02,0.12,0.00,0.04,0.17,40.4
216,Atkinson County High School,https://www.schooldigger.com/go/GA/schools/0009000015/school.aspx,Atkinson County,https://www.schooldigger.com/go/GA/district/00090/search.aspx,Pearson,https://www.schooldigger.com/go/GA/city/Pearson/search.aspx,31642,Atkinson,(912) 422-3267,9,12,Yes,No,No,No,485,28.8,16.8,0.80,0.18,0.00,0.00,0.35,0.00,0.02,0.45,40.2
217,Seminole County Middle/High School,https://www.schooldigger.com/go/GA/schools/0453001391/school.aspx,Seminole County,https://www.schooldigger.com/go/GA/district/04530/search.aspx,Donalsonville,https://www.schooldigger.com/go/GA/city/Donalsonville/search.aspx,39845,Seminole,(229) 524-5135,6,12,Yes,No,No,No,819,56.4,14.5,0.93,0.41,0.00,0.01,0.02,0.00,0.03,0.52,40.2
218,Portal Middle/High School,https://www.schooldigger.com/go/GA/schools/0063000281/school.aspx,Bulloch County,https://www.schooldigger.com/go/GA/district/00630/search.aspx,Portal,https://www.schooldigger.com/go/GA/city/Portal/search.aspx,30450,Bulloch,(912) 842-8360,6,12,Yes,No,No,No,427,31.4,13.5,0.63,0.30,0.00,0.00,0.07,0.01,0.02,0.60,40
