School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Pawling High School,https://www.schooldigger.com/go/NY/schools/2253003173/school.aspx,Pawling Central School District,https://www.schooldigger.com/go/NY/district/22530/search.aspx,30 Wagner Rd,Pawling,https://www.schooldigger.com/go/NY/city/Pawling/search.aspx,12564,Dutchess County,(845) 855-4620,No,No,No,No,383,29.7,12.8,27.4,1.3,0,1.8,20.1,0,0.5,76.2,56.3
Hornell Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1482001233/school.aspx,Hornell City School District,https://www.schooldigger.com/go/NY/district/14820/search.aspx,134 Seneca St,Hornell,https://www.schooldigger.com/go/NY/city/Hornell/search.aspx,14843,Steuben County,(607) 324-1303,Yes,No,No,No,696,56,12.4,51,4,0.1,0.7,3.2,0,5,86.9,56.2
Marion Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1854001669/school.aspx,Marion Central School District,https://www.schooldigger.com/go/NY/district/18540/search.aspx,4034 Warner Rd,Marion,https://www.schooldigger.com/go/NY/city/Marion/search.aspx,14505,Wayne County,(315) 926-4228,No,No,No,No,288,37,7.7,45.8,0.7,0,0.7,9.4,0,1.4,87.8,56.2
International Leadership Charter High School,https://www.schooldigger.com/go/NY/schools/0016305923/school.aspx,International Leadership Charter High School,https://www.schooldigger.com/go/NY/district/00163/search.aspx,3030 Riverdale Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10463,Bronx County,(718) 562-2300,Yes,Yes,No,No,343,14.2,24,98.5,12.2,1.7,0.9,81,0.6,2,1.5,55.9
Lyme Central School,https://www.schooldigger.com/go/NY/schools/1788001604/school.aspx,Lyme Central School District,https://www.schooldigger.com/go/NY/district/17880/search.aspx,11868 Academy St,Chaumont,https://www.schooldigger.com/go/NY/city/Chaumont/search.aspx,13622,Jefferson County,(315) 649-2417,Yes,No,No,No,332,30,11,48.8,2.7,0,0.6,3.3,0,1.5,91.9,55.5
Homer Senior High School,https://www.schooldigger.com/go/NY/schools/1464001217/school.aspx,Homer Central School District,https://www.schooldigger.com/go/NY/district/14640/search.aspx,80 S West St,Homer,https://www.schooldigger.com/go/NY/city/Homer/search.aspx,13077,Cortland County,(607) 749-7246,No,No,No,No,601,53.4,11.2,36.6,0.5,0,0.3,1.8,0,1.7,95.7,55.4
Oneida Senior High School,https://www.schooldigger.com/go/NY/schools/0001301199/school.aspx,Oneida City School District,https://www.schooldigger.com/go/NY/district/00013/search.aspx,560 Seneca St,Oneida,https://www.schooldigger.com/go/NY/city/Oneida/search.aspx,13421,Madison County,(315) 363-6901,Yes,No,No,No,601,48.1,12.4,42.4,1.2,3.3,1.5,2.3,0,3,88.7,55.3
Deer Park High School,https://www.schooldigger.com/go/NY/schools/0888004714/school.aspx,Deer Park Union Free School District,https://www.schooldigger.com/go/NY/district/08880/search.aspx,1 Falcon Pl,Deer Park,https://www.schooldigger.com/go/NY/city/Deer+Park/search.aspx,11729,Suffolk County,(631) 274-4100,No,No,No,No,1249,108.4,11.5,44.4,19.9,0.2,14.4,25.1,0.1,2.2,38.1,55.3
Windsor Central High School,https://www.schooldigger.com/go/NY/schools/0273004430/school.aspx,Windsor Central School District,https://www.schooldigger.com/go/NY/district/02730/search.aspx,1191 Ny Rt 79,Windsor,https://www.schooldigger.com/go/NY/city/Windsor/search.aspx,13865,Broome County,(607) 655-8250,Yes,No,No,No,496,44.8,11,44.8,2,0,1.2,3.2,0,3.4,90.1,55
Cuba-Rushford High School,https://www.schooldigger.com/go/NY/schools/3201000050/school.aspx,Cuba-Rushford Central School District,https://www.schooldigger.com/go/NY/district/32010/search.aspx,5476 Rt 305 N,Cuba,https://www.schooldigger.com/go/NY/city/Cuba/search.aspx,14727,Allegany County,(585) 968-2650,Yes,No,No,No,232,29.2,7.9,53,1.7,0.4,0.9,2.2,0,0,94.8,54.9
Northville High School,https://www.schooldigger.com/go/NY/schools/2130003038/school.aspx,Northville Central School District,https://www.schooldigger.com/go/NY/district/21300/search.aspx,131 S 3rd St,Northville,https://www.schooldigger.com/go/NY/city/Northville/search.aspx,12134,Fulton County,(518) 863-7000,Yes,No,No,No,259,23.5,10.9,46.7,0.8,0,1.5,4.2,0,4.2,89.2,54.8
Hauppauge High School,https://www.schooldigger.com/go/NY/schools/1398001135/school.aspx,Hauppauge Union Free School District,https://www.schooldigger.com/go/NY/district/13980/search.aspx,500 Lincoln Blvd,Hauppauge,https://www.schooldigger.com/go/NY/city/Hauppauge/search.aspx,11788,Suffolk County,(631) 265-3630,No,No,No,No,1170,95.2,12.2,16.2,4.3,0.2,7.3,11.4,0,1.7,75.2,54.8
Southampton High School,https://www.schooldigger.com/go/NY/schools/2754003745/school.aspx,Southampton Union Free School District,https://www.schooldigger.com/go/NY/district/27540/search.aspx,141 Narrow Ln,Southampton,https://www.schooldigger.com/go/NY/city/Southampton/search.aspx,11968,Suffolk County,(631) 591-4601,No,No,No,No,597,65.4,9.1,47.9,2.5,5.7,2.5,41.5,0,0.2,47.6,54.7
Hermon-Dekalb Central School,https://www.schooldigger.com/go/NY/schools/1425001173/school.aspx,Hermon-Dekalb Central School District,https://www.schooldigger.com/go/NY/district/14250/search.aspx,709 E Dekalb Rd,De Kalb Junction,https://www.schooldigger.com/go/NY/city/De+Kalb+Junction/search.aspx,13630,St. Lawrence County,(315) 347-3442,Yes,No,No,No,416,34.6,12,63.5,3.1,0,0.5,1.4,0,0,95,54.7
Owen D Young Central School,https://www.schooldigger.com/go/NY/schools/2220003142/school.aspx,Van Hornesville-Owen D Young Central School District,https://www.schooldigger.com/go/NY/district/22200/search.aspx,2316 State Rt 80,Van Hornesville,https://www.schooldigger.com/go/NY/city/Van+Hornesville/search.aspx,13475,Herkimer County,(315) 858-0729,Yes,No,No,No,166,21,7.9,47,0,0,0,2.4,0,0.6,97,54.5
Somers Senior High School,https://www.schooldigger.com/go/NY/schools/2718003703/school.aspx,Somers Central School District,https://www.schooldigger.com/go/NY/district/27180/search.aspx,120 Primrose St,Lincolndale,https://www.schooldigger.com/go/NY/city/Lincolndale/search.aspx,10540,Westchester County,(914) 248-8585,No,No,No,No,1058,94,11.2,9.2,0.9,0,4,7.2,0,1.3,86.6,54.2
Dundee Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/0939000717/school.aspx,Dundee Central School District,https://www.schooldigger.com/go/NY/district/09390/search.aspx,55 Water St,Dundee,https://www.schooldigger.com/go/NY/city/Dundee/search.aspx,14837,Yates County,(607) 243-5534,No,No,No,No,260,31.7,8.1,57.3,0.4,0.4,0.4,2.3,0,2.3,94.2,54.2
Fallsburg Junior Senior High School,https://www.schooldigger.com/go/NY/schools/1095000874/school.aspx,Fallsburg Central School District,https://www.schooldigger.com/go/NY/district/10950/search.aspx,115 Brickman Rd,Fallsburg,https://www.schooldigger.com/go/NY/city/Fallsburg/search.aspx,12733,Sullivan County,(845) 434-6800,Yes,No,No,No,678,60.6,11.1,64.6,8.7,1,0.6,53.1,0,4.4,32.2,54.1
Cleveland Hill High School,https://www.schooldigger.com/go/NY/schools/0768000549/school.aspx,Cleveland Hill Union Free School District,https://www.schooldigger.com/go/NY/district/07680/search.aspx,105 Mapleview Rd,Cheektowaga,https://www.schooldigger.com/go/NY/city/Cheektowaga/search.aspx,14225,Erie County,(716) 836-7200,No,No,No,No,385,41.1,9.3,50.4,30.4,0.3,5.7,7,0,7.5,49.1,54
Norwood-Norfolk School,https://www.schooldigger.com/go/NY/schools/2136003045/school.aspx,Norwood-Norfolk Central School District,https://www.schooldigger.com/go/NY/district/21360/search.aspx,7852 State Hwy 56,Norwood,https://www.schooldigger.com/go/NY/city/Norwood/search.aspx,13668,St. Lawrence County,(315) 353-6631,Yes,No,No,No,299,24.3,12.2,46.5,0.7,1.7,1,1,0,0.3,95.3,53.8
Marathon High School,https://www.schooldigger.com/go/NY/schools/1845001661/school.aspx,Marathon Central School District,https://www.schooldigger.com/go/NY/district/18450/search.aspx,1 Park St,Marathon,https://www.schooldigger.com/go/NY/city/Marathon/search.aspx,13803,Cortland County,(607) 849-3251,Yes,No,No,No,290,33.4,8.6,46.9,2.8,0,0.3,1.4,0,0,95.5,53.6
Oxford Academy High School,https://www.schooldigger.com/go/NY/schools/2226003143/school.aspx,Oxford Academy And Central School District,https://www.schooldigger.com/go/NY/district/22260/search.aspx,50 S Washington Ave,Oxford,https://www.schooldigger.com/go/NY/city/Oxford/search.aspx,13830,Chenango County,(607) 843-2025,Yes,No,No,No,193,22.9,8.4,57.5,2.1,2.6,0,4.1,0.5,2.1,88.6,53.5
Cambridge Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/0621000401/school.aspx,Cambridge Central School District,https://www.schooldigger.com/go/NY/district/06210/search.aspx,24 S Park St,Cambridge,https://www.schooldigger.com/go/NY/city/Cambridge/search.aspx,12816,Washington County,(518) 677-8527,Yes,No,No,No,391,38.8,10,36.3,3.1,0.5,0.8,2,0,0,93.6,53.3
Cortland High School,https://www.schooldigger.com/go/NY/schools/0846000646/school.aspx,Cortland City School District,https://www.schooldigger.com/go/NY/district/08460/search.aspx,8 Valley View Dr,Cortland,https://www.schooldigger.com/go/NY/city/Cortland/search.aspx,13045,Cortland County,(607) 758-4100,Yes,No,No,No,639,55.6,11.4,43.3,4.1,0,0.9,4.5,0,5.8,84.7,53.3
Kingston High School,https://www.schooldigger.com/go/NY/schools/1629001436/school.aspx,Kingston City School District,https://www.schooldigger.com/go/NY/district/16290/search.aspx,403 Broadway,Kingston,https://www.schooldigger.com/go/NY/city/Kingston/search.aspx,12401,Ulster County,(845) 331-1970,No,No,No,No,1904,139,13.6,,12.7,0.2,2.6,23.2,0.1,6.1,55.1,53.2
Lancaster High School,https://www.schooldigger.com/go/NY/schools/1668001488/school.aspx,Lancaster Central School District,https://www.schooldigger.com/go/NY/district/16680/search.aspx,1 Forton Dr,Lancaster,https://www.schooldigger.com/go/NY/city/Lancaster/search.aspx,14086,Erie County,(716) 686-3250,No,No,No,No,1762,136,12.9,22.8,1.2,0.2,1.9,3.1,0.1,2.1,91.3,53.2
Elba Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1038000802/school.aspx,Elba Central School District,https://www.schooldigger.com/go/NY/district/10380/search.aspx,57 S Main St,Elba,https://www.schooldigger.com/go/NY/city/Elba/search.aspx,14058,Genesee County,(585) 757-9967,Yes,No,No,No,179,23.9,7.4,36.9,1.1,0.6,0,17.9,0,0,80.4,52.9
Sandy Creek High School,https://www.schooldigger.com/go/NY/schools/2565003527/school.aspx,Sandy Creek Central School District,https://www.schooldigger.com/go/NY/district/25650/search.aspx,124 Salisbury St,Sandy Creek,https://www.schooldigger.com/go/NY/city/Sandy+Creek/search.aspx,13145,Oswego County,(315) 387-3445,Yes,No,No,No,203,19,10.6,46.3,1,0,1.5,1,0,1,95.6,52.7
Delaware Academy High School,https://www.schooldigger.com/go/NY/schools/0891000681/school.aspx,Delaware Academy Central School District At Delhi,https://www.schooldigger.com/go/NY/district/08910/search.aspx,2 Sheldon Dr,Delhi,https://www.schooldigger.com/go/NY/city/Delhi/search.aspx,13753,Delaware County,(607) 746-1281,Yes,No,No,No,405,32.1,12.6,36.5,0.7,0,0.7,0.7,0,2.7,95.1,52.6
Romulus Central School,https://www.schooldigger.com/go/NY/schools/2493004369/school.aspx,Romulus Central School District,https://www.schooldigger.com/go/NY/district/24930/search.aspx,5705 Rt 96,Romulus,https://www.schooldigger.com/go/NY/city/Romulus/search.aspx,14541,Seneca County,(607) 869-5961,Yes,No,No,No,422,45,9.3,52.8,0,0,0,3.6,0,4.5,91.9,52.6
Charles D'Amico High School,https://www.schooldigger.com/go/NY/schools/0252000033/school.aspx,Albion Central School District,https://www.schooldigger.com/go/NY/district/02520/search.aspx,302 East Ave,Albion,https://www.schooldigger.com/go/NY/city/Albion/search.aspx,14411,Orleans County,(585) 589-2040,Yes,No,No,No,538,42,12.7,55.9,11.3,0.7,0.7,11.9,0,0,75.3,52.4
Unatego Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/2924003934/school.aspx,Otego-Unadilla Central School District,https://www.schooldigger.com/go/NY/district/29240/search.aspx,2641 State Hwy 7,Otego,https://www.schooldigger.com/go/NY/city/Otego/search.aspx,13825,Otsego County,(607) 988-5098,Yes,No,No,No,234,19.3,12.1,35.5,2.6,0,0.9,4.3,0.4,3,88.9,52.3
Germantown Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1203006337/school.aspx,Germantown Central School District,https://www.schooldigger.com/go/NY/district/12030/search.aspx,123 Main St,Germantown,https://www.schooldigger.com/go/NY/city/Germantown/search.aspx,12526,Columbia County,(518) 537-6261,Yes,No,No,No,245,23.6,10.3,38.8,1.2,0,1.2,9.8,0,2.9,84.9,52
Carthage Senior High School,https://www.schooldigger.com/go/NY/schools/0663000446/school.aspx,Carthage Central School District,https://www.schooldigger.com/go/NY/district/06630/search.aspx,36500 Nys Rt 26,Carthage,https://www.schooldigger.com/go/NY/city/Carthage/search.aspx,13619,Jefferson County,(315) 493-5030,No,No,No,No,836,75.5,11,46.9,4.3,0.7,1.4,10.3,0.6,6.6,76.1,52
Niagara-Wheatfield Senior High School,https://www.schooldigger.com/go/NY/schools/2085002953/school.aspx,Niagara-Wheatfield Central School District,https://www.schooldigger.com/go/NY/district/20850/search.aspx,2292 Saunders Stlmnt Rd,Sanborn,https://www.schooldigger.com/go/NY/city/Sanborn/search.aspx,14132,Niagara County,(716) 215-3100,No,No,No,No,1182,84.3,14,34.1,2.5,6,2.1,3.2,0,4.8,81.3,52
Union-Endicott High School,https://www.schooldigger.com/go/NY/schools/1071000854/school.aspx,Union-Endicott Central School District,https://www.schooldigger.com/go/NY/district/10710/search.aspx,1200 E Main St,Endicott,https://www.schooldigger.com/go/NY/city/Endicott/search.aspx,13760,Broome County,(607) 757-2181,No,No,No,No,1032,89.6,11.5,42.4,10.8,0.1,2.9,8.1,0,10.2,67.9,51.8
Deruyter High School,https://www.schooldigger.com/go/NY/schools/0885000670/school.aspx,Deruyter Central School District,https://www.schooldigger.com/go/NY/district/08850/search.aspx,711 Railroad St,De Ruyter,https://www.schooldigger.com/go/NY/city/De+Ruyter/search.aspx,13052,Madison County,(315) 852-3400,Yes,No,No,No,183,23.4,7.7,52.5,2.7,0,0,4.4,0,3.3,89.6,51.7
Schroon Lake Central School,https://www.schooldigger.com/go/NY/schools/2613003599/school.aspx,Schroon Lake Central School District,https://www.schooldigger.com/go/NY/district/26130/search.aspx,1125 Us Rt 9,Schroon Lake,https://www.schooldigger.com/go/NY/city/Schroon+Lake/search.aspx,12870,Essex County,(518) 532-7164,Yes,No,No,No,208,28.5,7.2,54.8,0,0,0.5,1.4,0,0,98.1,51.6
Northeastern Clinton Senior High School,https://www.schooldigger.com/go/NY/schools/2125003019/school.aspx,Northeastern Clinton Central School District,https://www.schooldigger.com/go/NY/district/21250/search.aspx,103 Rt 276,Champlain,https://www.schooldigger.com/go/NY/city/Champlain/search.aspx,12919,Clinton County,(518) 298-8638,Yes,No,No,No,367,32.8,11.1,43.1,0.3,0.3,0.8,2.2,0,0.8,95.6,51.1
Johnson City Senior High School,https://www.schooldigger.com/go/NY/schools/1590001375/school.aspx,Johnson City Central School District,https://www.schooldigger.com/go/NY/district/15900/search.aspx,666 Reynolds Rd,Johnson City,https://www.schooldigger.com/go/NY/city/Johnson+City/search.aspx,13790,Broome County,(607) 763-1256,Yes,No,No,No,731,60.9,12,61.8,14.4,0,9,8.6,0,8.2,59.8,51.1
Roy C Ketcham Senior High School,https://www.schooldigger.com/go/NY/schools/2988004022/school.aspx,Wappingers Central School District,https://www.schooldigger.com/go/NY/district/29880/search.aspx,99 Myers Corners Rd,Wappingers Falls,https://www.schooldigger.com/go/NY/city/Wappingers+Falls/search.aspx,12590,Dutchess County,(845) 298-5100,No,No,No,No,1633,115.3,14.1,32.1,9.3,0,4.4,23.3,0.2,2,60.7,51
Avoca Central School,https://www.schooldigger.com/go/NY/schools/0363000117/school.aspx,Avoca Central School District,https://www.schooldigger.com/go/NY/district/03630/search.aspx,17 Oliver St #29,Avoca,https://www.schooldigger.com/go/NY/city/Avoca/search.aspx,14809,Steuben County,(607) 566-2221,Yes,No,No,No,363,46,7.8,56.5,0.8,0.3,0,2.5,0,3.6,92.8,50.6
Sleepy Hollow High School,https://www.schooldigger.com/go/NY/schools/2865003889/school.aspx,Union Free School District Of The Tarrytowns,https://www.schooldigger.com/go/NY/district/28650/search.aspx,210 N Broadway,Sleepy Hollow,https://www.schooldigger.com/go/NY/city/Sleepy+Hollow/search.aspx,10591,Westchester County,(914) 631-8838,No,No,No,No,866,66.1,13,53.9,3.5,0,2.7,59.9,0,2.9,31.1,50.6
Pioneer Senior High School,https://www.schooldigger.com/go/NY/schools/0897000686/school.aspx,Yorkshire-Pioneer Central School District,https://www.schooldigger.com/go/NY/district/08970/search.aspx,12125 County Line Rd,Yorkshire,https://www.schooldigger.com/go/NY/city/Yorkshire/search.aspx,14173,Cattaraugus County,(716) 492-9328,Yes,No,No,No,694,67.6,10.2,46.4,0.3,0.3,1,1.7,0.1,0.7,95.8,50.5
High School Of Fashion Industries (The),https://www.schooldigger.com/go/NY/schools/0007701949/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,225 W 24th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10011,New York County,(212) 255-1235,Yes,No,Yes,No,1675,98.9,16.9,83.3,29.6,0.7,4,58.3,0.2,2,5.1,50.4
Brocton Middle High School,https://www.schooldigger.com/go/NY/schools/0561000289/school.aspx,Brocton Central School District,https://www.schooldigger.com/go/NY/district/05610/search.aspx,138 W Main St,Brocton,https://www.schooldigger.com/go/NY/city/Brocton/search.aspx,14716,Chautauqua County,(716) 792-2189,Yes,No,No,No,298,29,10.2,63.8,0.7,0.3,0,12.4,0,4.4,82.2,50.3
Sidney High School,https://www.schooldigger.com/go/NY/schools/2685003663/school.aspx,Sidney Central School District,https://www.schooldigger.com/go/NY/district/26850/search.aspx,95 W Main St,Sidney,https://www.schooldigger.com/go/NY/city/Sidney/search.aspx,13838,Delaware County,(607) 561-7703,Yes,No,No,No,298,22.3,13.3,46.3,1.3,0,1.3,7.7,0,3,86.6,50.2
Scio Central School,https://www.schooldigger.com/go/NY/schools/2619003604/school.aspx,Scio Central School District,https://www.schooldigger.com/go/NY/district/26190/search.aspx,3968 Washington St,Scio,https://www.schooldigger.com/go/NY/city/Scio/search.aspx,14880,Allegany County,(585) 593-5510,Yes,No,No,No,300,28.3,10.5,51,1,0.3,0,0.7,0,1.7,96.3,50.2
Hoosic Valley Junior Senior High School,https://www.schooldigger.com/go/NY/schools/1473001227/school.aspx,Hoosic Valley Central School District,https://www.schooldigger.com/go/NY/district/14730/search.aspx,Rt 67,Schaghticoke,https://www.schooldigger.com/go/NY/city/Schaghticoke/search.aspx,12154,Rensselaer County,(518) 753-4432,Yes,No,No,No,435,44,9.8,35.6,0.2,0,0.2,0.5,0,3.2,95.9,50.1
Corning-Painted Post High School,https://www.schooldigger.com/go/NY/schools/0840000628/school.aspx,Corning City School District,https://www.schooldigger.com/go/NY/district/08400/search.aspx,201 Cantigny St,Corning,https://www.schooldigger.com/go/NY/city/Corning/search.aspx,14830,Steuben County,(607) 654-2988,No,No,No,No,1426,127,11.2,34.5,2.4,0.6,4.8,3.6,0,3.1,85.6,50
Red Jacket High School,https://www.schooldigger.com/go/NY/schools/2427003336/school.aspx,Manchester-Shortsville Central School District (Red Jacket),https://www.schooldigger.com/go/NY/district/24270/search.aspx,1506 Rt 21,Shortsville,https://www.schooldigger.com/go/NY/city/Shortsville/search.aspx,14548,Ontario County,(585) 289-3966,Yes,No,No,No,240,21.2,11.2,44.6,0,0,0.8,5,0,4.2,90,49.8
Comsewogue High School,https://www.schooldigger.com/go/NY/schools/1578001363/school.aspx,Brookhaven-Comsewogue Union Free School District,https://www.schooldigger.com/go/NY/district/15780/search.aspx,565 Bicycle Path,Port Jefferson Station,https://www.schooldigger.com/go/NY/city/Port+Jefferson+Station/search.aspx,11776,Suffolk County,(631) 474-8182,No,No,No,No,1178,82.3,14.3,23.9,4.1,0.2,3.1,30.6,0,3.5,58.6,49.7
Franklin Central School,https://www.schooldigger.com/go/NY/schools/1143000900/school.aspx,Franklin Central School District,https://www.schooldigger.com/go/NY/district/11430/search.aspx,26 Institute St,Franklin,https://www.schooldigger.com/go/NY/city/Franklin/search.aspx,13775,Delaware County,(607) 829-3025,Yes,No,No,No,234,26.1,8.9,46.2,3,0.4,0.4,3.8,0,1.3,91,49.6
Northern Adirondack Middle/High School,https://www.schooldigger.com/go/NY/schools/2126003024/school.aspx,Northern Adirondack Central School District,https://www.schooldigger.com/go/NY/district/21260/search.aspx,5586 Rt 11,Ellenburg Depot,https://www.schooldigger.com/go/NY/city/Ellenburg+Depot/search.aspx,12935,Clinton County,(518) 594-3962,No,No,No,No,408,46.7,8.7,40.4,0.2,0,0,0.5,0,0,99.3,49.4
Spencer-Van Etten High School,https://www.schooldigger.com/go/NY/schools/2775003759/school.aspx,Spencer-Van Etten Central School District,https://www.schooldigger.com/go/NY/district/27750/search.aspx,16 Dartts Crossroad,Spencer,https://www.schooldigger.com/go/NY/city/Spencer/search.aspx,14883,Tioga County,(607) 589-7140,No,No,No,No,284,28.5,9.9,52.8,1.1,0.4,1.4,2.1,0.4,0.4,94.4,49.2
New Rochelle High School,https://www.schooldigger.com/go/NY/schools/2049001900/school.aspx,New Rochelle City School District,https://www.schooldigger.com/go/NY/district/20490/search.aspx,265 Clove Rd,New Rochelle,https://www.schooldigger.com/go/NY/city/New+Rochelle/search.aspx,10801,Westchester County,(914) 576-4502,No,No,No,No,3320,199.7,16.6,55.5,21.6,0.1,4.5,50.2,0.3,0.3,23,49
Webster-Schroeder High School,https://www.schooldigger.com/go/NY/schools/3036004087/school.aspx,Webster Central School District,https://www.schooldigger.com/go/NY/district/30360/search.aspx,875 Ridge Rd,Webster,https://www.schooldigger.com/go/NY/city/Webster/search.aspx,14580,Monroe County,(585) 671-1880,Yes,No,No,No,1330,114.2,11.6,25.2,4.7,0.3,3.3,8.3,0.1,1.9,81.5,49
Franklin Delano Roosevelt High School,https://www.schooldigger.com/go/NY/schools/0015101947/school.aspx,New York City Geographic District #20,https://www.schooldigger.com/go/NY/district/00151/search.aspx,5800 20th Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11204,Kings County,(718) 621-8800,Yes,No,No,No,3264,215.8,15.1,85,10.6,0.5,34.2,36.4,0.6,0.9,16.8,49
Canastota High School,https://www.schooldigger.com/go/NY/schools/0639000419/school.aspx,Canastota Central School District,https://www.schooldigger.com/go/NY/district/06390/search.aspx,101 Roberts St,Canastota,https://www.schooldigger.com/go/NY/city/Canastota/search.aspx,13032,Madison County,(315) 697-2003,Yes,No,No,No,588,45.4,12.9,45.7,1.7,0.9,1,3.1,0,4.4,88.9,48.9
Frontier Senior High School,https://www.schooldigger.com/go/NY/schools/1167000925/school.aspx,Frontier Central School District,https://www.schooldigger.com/go/NY/district/11670/search.aspx,S 4432 Bay View Rd,Hamburg,https://www.schooldigger.com/go/NY/city/Hamburg/search.aspx,14075,Erie County,(716) 926-1720,No,No,No,No,1378,105,13.1,32.2,1.2,0.4,1.4,5.9,0.1,3.6,87.4,48.5
Falconer Middle/High School,https://www.schooldigger.com/go/NY/schools/1092000869/school.aspx,Falconer Central School District,https://www.schooldigger.com/go/NY/district/10920/search.aspx,2 East Ave N,Falconer,https://www.schooldigger.com/go/NY/city/Falconer/search.aspx,14733,Chautauqua County,(716) 665-6624,Yes,No,No,No,609,52.6,11.5,45.5,2,0.7,0.5,3.9,0,0.2,92.8,48.3
Tupper Lake Middle-High School,https://www.schooldigger.com/go/NY/schools/2916003929/school.aspx,Tupper Lake Central School District,https://www.schooldigger.com/go/NY/district/29160/search.aspx,25 Chaney Ave,Tupper Lake,https://www.schooldigger.com/go/NY/city/Tupper+Lake/search.aspx,12986,Franklin County,(518) 359-3322,No,No,No,No,375,32.4,11.5,50.1,0.3,0.5,0.8,1.9,0,3.2,93.3,48.3
Ithaca Senior High School,https://www.schooldigger.com/go/NY/schools/1557001340/school.aspx,Ithaca City School District,https://www.schooldigger.com/go/NY/district/15570/search.aspx,1401 N Cayuga St,Ithaca,https://www.schooldigger.com/go/NY/city/Ithaca/search.aspx,14850,Tompkins County,(607) 274-2145,No,No,No,No,1295,103.6,12.4,28,6.9,0,10.9,7.3,0,12.1,62.7,48.2
Bellport Senior High School,https://www.schooldigger.com/go/NY/schools/0000800193/school.aspx,South Country Central School District,https://www.schooldigger.com/go/NY/district/00008/search.aspx,205 Beaver Dam Rd,Brookhaven,https://www.schooldigger.com/go/NY/city/Brookhaven/search.aspx,11719,Suffolk County,(631) 730-1575,Yes,No,No,No,1392,122,11.4,55.2,17.2,0.6,1.4,37.9,0,1.9,41,47.8
Gouverneur High School,https://www.schooldigger.com/go/NY/schools/1236001002/school.aspx,Gouverneur Central School District,https://www.schooldigger.com/go/NY/district/12360/search.aspx,113 E Barney St,Gouverneur,https://www.schooldigger.com/go/NY/city/Gouverneur/search.aspx,13642,St. Lawrence County,(315) 287-1900,Yes,No,No,No,431,37,11.6,53.8,0.2,0,0.2,1.2,0,0.2,98.1,47.7
Monticello High School,https://www.schooldigger.com/go/NY/schools/1974001810/school.aspx,Monticello Central School District,https://www.schooldigger.com/go/NY/district/19740/search.aspx,39 Breakey Ave,Monticello,https://www.schooldigger.com/go/NY/city/Monticello/search.aspx,12701,Sullivan County,(845) 794-8840,Yes,No,No,No,885,75.4,11.7,60,20.5,0,1.6,27.9,0,4.3,45.8,47.6
Greenport High School,https://www.schooldigger.com/go/NY/schools/1284001054/school.aspx,Greenport Union Free School District,https://www.schooldigger.com/go/NY/district/12840/search.aspx,720 Front St,Greenport,https://www.schooldigger.com/go/NY/city/Greenport/search.aspx,11944,Suffolk County,(631) 477-1950,Yes,No,No,No,335,34.1,9.8,66.3,6.3,0,0.3,55.5,0,4.8,33.1,47.5
Midlakes High School,https://www.schooldigger.com/go/NY/schools/2289003214/school.aspx,Phelps-Clifton Springs Central School District,https://www.schooldigger.com/go/NY/district/22890/search.aspx,1554 Rt 488,Clifton Springs,https://www.schooldigger.com/go/NY/city/Clifton+Springs/search.aspx,14432,Ontario County,(315) 548-6300,No,No,No,No,482,42.9,11.2,40,0.8,0,1.2,7.3,0,2.3,88.4,47.4
Jordan-Elbridge High School,https://www.schooldigger.com/go/NY/schools/1599001386/school.aspx,Jordan-Elbridge Central School District,https://www.schooldigger.com/go/NY/district/15990/search.aspx,5721 Hamilton Rd,Jordan,https://www.schooldigger.com/go/NY/city/Jordan/search.aspx,13080,Onondaga County,(315) 689-8510,Yes,No,No,No,361,26.6,13.5,32.7,0.3,0.3,0.8,3,0,1.4,94.2,47.3
Alexandria Central High School,https://www.schooldigger.com/go/NY/schools/0267004333/school.aspx,Alexandria Central School District,https://www.schooldigger.com/go/NY/district/02670/search.aspx,34 Bolton Ave,Alexandria Bay,https://www.schooldigger.com/go/NY/city/Alexandria+Bay/search.aspx,13607,Jefferson County,(315) 482-5113,Yes,No,No,No,238,23.2,10.2,49.6,1.3,0.4,0,1.3,1.3,2.1,93.7,47
