Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
129,New Milford High School,https://www.schooldigger.com/go/NJ/schools/1128000624/school.aspx,New Milford Public School District,https://www.schooldigger.com/go/NJ/district/11280/search.aspx,330 River Road,New Milford,https://www.schooldigger.com/go/NJ/city/New+Milford/search.aspx,7646,Bergen County,(201) 262-0172,9,12,No,No,(n/a),No,601,47.1,12.7,0.17,0.04,0.00,0.12,0.25,0.09,0.01,0.49,58.1
130,Colts Neck High School,https://www.schooldigger.com/go/NJ/schools/0561000237/school.aspx,Freehold Regional High School District,https://www.schooldigger.com/go/NJ/district/05610/search.aspx,59 Five Points Road,Colts Neck,https://www.schooldigger.com/go/NJ/city/Colts+Neck/search.aspx,7722,Monmouth County,(732) 761-0190,9,12,No,No,(n/a),No,1358,94,14.4,0.09,0.02,0.00,0.10,0.11,0.00,0.01,0.77,58.1
131,Mainland Regional High School,https://www.schooldigger.com/go/NJ/schools/0936000158/school.aspx,Mainland Regional High School,https://www.schooldigger.com/go/NJ/district/09360/search.aspx,1301 Oak Avenue,Linwood,https://www.schooldigger.com/go/NJ/city/Linwood/search.aspx,8221,Atlantic County,(609) 927-4151,9,12,Yes,No,(n/a),No,1226,112,10.9,0.24,0.05,0.00,0.06,0.17,0.00,0.05,0.68,57.7
132,Waldwick High School,https://www.schooldigger.com/go/NJ/schools/1686000888/school.aspx,Waldwick School District,https://www.schooldigger.com/go/NJ/district/16860/search.aspx,155 Wyckoff Avenue,Waldwick,https://www.schooldigger.com/go/NJ/city/Waldwick/search.aspx,7463,Bergen County,(201) 652-9000,9,12,No,No,(n/a),No,441,41.7,10.5,0.00,0.02,0.00,0.04,0.14,0.00,0.01,0.79,57.7
133,Passaic County Technical Institute,https://www.schooldigger.com/go/NJ/schools/1263004860/school.aspx,Passaic County Vocational School District,https://www.schooldigger.com/go/NJ/district/12630/search.aspx,45 Reinhardt Road,Wayne,https://www.schooldigger.com/go/NJ/city/Wayne/search.aspx,7470,Passaic County,(973) 790-6000,9,12,Yes,No,(n/a),No,3735,330,11.3,0.62,0.10,0.00,0.09,0.60,0.00,0.01,0.19,57.6
134,Columbia High School,https://www.schooldigger.com/go/NJ/schools/1533002422/school.aspx,South Orange-Maplewood School District,https://www.schooldigger.com/go/NJ/district/15330/search.aspx,17 Parker Ave,Maplewood,https://www.schooldigger.com/go/NJ/city/Maplewood/search.aspx,7040,Essex County,(973) 762-5600,9,12,No,No,(n/a),No,1974,137.4,14.3,0.20,0.35,0.00,0.04,0.06,0.00,0.03,0.52,57.6
135,Hackettstown High School,https://www.schooldigger.com/go/NJ/schools/0630005814/school.aspx,Hackettstown Public School District,https://www.schooldigger.com/go/NJ/district/06300/search.aspx,599 Warren Street,Hackettstown,https://www.schooldigger.com/go/NJ/city/Hackettstown/search.aspx,7840,Warren County,(908) 852-8150,9,12,No,No,(n/a),No,828,68.6,12,0.17,0.03,0.00,0.04,0.16,0.00,0.01,0.76,57.5
136,Bernards High School,https://www.schooldigger.com/go/NJ/schools/0000900176/school.aspx,Somerset Hills Regional School District,https://www.schooldigger.com/go/NJ/district/00009/search.aspx,25 Olcott Avenue,Bernardsville,https://www.schooldigger.com/go/NJ/city/Bernardsville/search.aspx,7924,Somerset County,(908) 630-3000,9,12,No,No,(n/a),No,859,68.3,12.5,0.12,0.01,0.00,0.07,0.20,0.00,0.02,0.71,57.5
137,Rancocas Valley Regional High School,https://www.schooldigger.com/go/NJ/schools/1362001230/school.aspx,Rancocas Valley Regional High School District,https://www.schooldigger.com/go/NJ/district/13620/search.aspx,520 Jacksonville Road,Mount Holly,https://www.schooldigger.com/go/NJ/city/Mount+Holly/search.aspx,8060,Burlington County,(609) 267-0830,9,12,Yes,No,(n/a),No,2047,147,13.9,0.24,0.24,0.00,0.07,0.13,0.00,0.03,0.53,57.2
138,Watchung Hills Regional High School,https://www.schooldigger.com/go/NJ/schools/1722005320/school.aspx,Watchung Hills Regional High School District,https://www.schooldigger.com/go/NJ/district/17220/search.aspx,108 Stirling Rd.,Warren,https://www.schooldigger.com/go/NJ/city/Warren/search.aspx,7059,Somerset County,(908) 647-4800,9,12,Yes,No,(n/a),No,1982,155,12.7,0.02,0.03,0.00,0.18,0.11,0.00,0.04,0.63,56.4
139,Boonton High School,https://www.schooldigger.com/go/NJ/schools/0195004154/school.aspx,Boonton Town School District,https://www.schooldigger.com/go/NJ/district/01950/search.aspx,306 Lathrop Avenue,Boonton,https://www.schooldigger.com/go/NJ/city/Boonton/search.aspx,7005,Morris County,(973) 335-9700,9,12,Yes,No,(n/a),No,643,56.2,11.4,0.27,0.06,0.00,0.12,0.17,0.01,0.01,0.64,56.3
140,Woodstown High School,https://www.schooldigger.com/go/NJ/schools/1833005114/school.aspx,Woodstown-Pilesgrove Regional School District,https://www.schooldigger.com/go/NJ/district/18330/search.aspx,140 East Avenue,Woodstown,https://www.schooldigger.com/go/NJ/city/Woodstown/search.aspx,8098,Salem County,(856) 769-0144,9,12,Yes,No,(n/a),No,603,48.6,12.4,0.20,0.10,0.00,0.02,0.07,0.01,0.04,0.77,55.7
141,Gloucester County Institute of Technology,https://www.schooldigger.com/go/NJ/schools/0604002570/school.aspx,Gloucester County Vocational-Technical School District,https://www.schooldigger.com/go/NJ/district/06040/search.aspx,1360 Tanyard Road,Sewell,https://www.schooldigger.com/go/NJ/city/Sewell/search.aspx,8080,Gloucester County,(856) 468-1445,9,12,Yes,No,(n/a),No,1460,98.9,14.7,0.07,0.07,0.00,0.04,0.06,0.00,0.05,0.78,55.6
142,Roxbury High School,https://www.schooldigger.com/go/NJ/schools/1434004524/school.aspx,Roxbury Township School District,https://www.schooldigger.com/go/NJ/district/14340/search.aspx,One Bryant Drive,Succasunna,https://www.schooldigger.com/go/NJ/city/Succasunna/search.aspx,7876,Morris County,(973) 584-1200,9,12,No,No,(n/a),No,1297,125.8,10.3,0.14,0.03,0.00,0.06,0.17,0.00,0.02,0.73,55.5
143,Nutley High School,https://www.schooldigger.com/go/NJ/schools/1188002378/school.aspx,Nutley Public School District,https://www.schooldigger.com/go/NJ/district/11880/search.aspx,300 Franklin Ave,Nutley,https://www.schooldigger.com/go/NJ/city/Nutley/search.aspx,7110,Essex County,(973) 661-8824,9,12,Yes,No,(n/a),No,1223,93.9,13,0.12,0.03,0.00,0.10,0.20,0.00,0.01,0.66,55.4
144,North Star Academy Charter School,https://www.schooldigger.com/go/NJ/schools/0002400289/school.aspx,North Star Academy Charter School,https://www.schooldigger.com/go/NJ/district/00024/search.aspx,10 Washington Place,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7102,Essex County,(973) 642-0101,KG,12,Yes,Yes,(n/a),No,5271,344.8,15.2,0.87,0.83,0.00,0.00,0.15,0.00,0.00,0.02,55.1
145,Fort Lee High School,https://www.schooldigger.com/go/NJ/schools/0531000442/school.aspx,Fort Lee School District,https://www.schooldigger.com/go/NJ/district/05310/search.aspx,3000 Lemoine Ave,Fort Lee,https://www.schooldigger.com/go/NJ/city/Fort+Lee/search.aspx,7024,Bergen County,(201) 585-4675,9,12,Yes,No,(n/a),No,1012,76.6,13.2,0.20,0.04,0.00,0.42,0.23,0.01,0.00,0.30,54.8
146,Morris Hills High School,https://www.schooldigger.com/go/NJ/schools/1074004352/school.aspx,Morris Hills Regional School District,https://www.schooldigger.com/go/NJ/district/10740/search.aspx,520 West Main Street,Rockaway,https://www.schooldigger.com/go/NJ/city/Rockaway/search.aspx,7866,Morris County,(973) 664-2301,9,12,Yes,No,(n/a),No,1279,118.4,10.8,0.27,0.04,0.00,0.11,0.38,0.00,0.01,0.47,54.7
147,Edison High School,https://www.schooldigger.com/go/NJ/schools/0450003324/school.aspx,Edison Township School District,https://www.schooldigger.com/go/NJ/district/04500/search.aspx,50 Boulevard Of The Eagles,Edison,https://www.schooldigger.com/go/NJ/city/Edison/search.aspx,8817,Middlesex County,(732) 650-5200,9,12,Yes,No,(n/a),No,2028,158.8,12.7,0.17,0.14,0.00,0.37,0.21,0.00,0.01,0.27,54.6
148,Point Pleasant Borough High School,https://www.schooldigger.com/go/NJ/schools/1329004692/school.aspx,Point Pleasant Borough School District,https://www.schooldigger.com/go/NJ/district/13290/search.aspx,Laura Herbert Dr,Point Pleasant Beach,https://www.schooldigger.com/go/NJ/city/Point+Pleasant+Beach/search.aspx,8742,Ocean County,(732) 701-1900,9,12,No,No,(n/a),No,822,76,10.8,0.13,0.01,0.00,0.00,0.09,0.02,0.00,0.88,54.5
149,Bard Early College High School,https://www.schooldigger.com/go/NJ/schools/1134003158/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,321 Bergen Street,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7103,Essex County,(973) 733-8363,9,12,Yes,No,(n/a),No,393,27,14.5,0.66,0.64,0.00,0.02,0.31,0.00,0.00,0.03,54.3
150,Wall High School,https://www.schooldigger.com/go/NJ/schools/1689004132/school.aspx,Wall Township Public School District,https://www.schooldigger.com/go/NJ/district/16890/search.aspx,1630 18th Ave,Wall,https://www.schooldigger.com/go/NJ/city/Wall/search.aspx,7719,Monmouth County,(732) 556-2040,9,12,Yes,No,(n/a),No,1091,110.9,9.8,0.10,0.02,0.00,0.02,0.08,0.00,0.02,0.87,54.3
151,High Point Regional High School District,https://www.schooldigger.com/go/NJ/schools/0714005358/school.aspx,High Point Regional High School District,https://www.schooldigger.com/go/NJ/district/07140/search.aspx,299 Pidgeon Hill Road,Sussex,https://www.schooldigger.com/go/NJ/city/Sussex/search.aspx,7461,Sussex County,(973) 875-3101,9,12,Yes,No,(n/a),No,893,81.9,10.9,0.17,0.03,0.00,0.02,0.06,0.00,0.00,0.89,54.3
152,Eastern Regional High School,https://www.schooldigger.com/go/NJ/schools/0438001488/school.aspx,Eastern Camden County Regional School District,https://www.schooldigger.com/go/NJ/district/04380/search.aspx,1401 Laurel Oak Road,Voorhees,https://www.schooldigger.com/go/NJ/city/Voorhees/search.aspx,8043,Camden County,(856) 784-4441,9,12,Yes,No,(n/a),No,1955,140,13.9,0.13,0.10,0.00,0.16,0.08,0.00,0.04,0.62,53.3
153,Rutherford High School,https://www.schooldigger.com/go/NJ/schools/1446000810/school.aspx,Rutherford School District,https://www.schooldigger.com/go/NJ/district/14460/search.aspx,56 Elliott Pl,Rutherford,https://www.schooldigger.com/go/NJ/city/Rutherford/search.aspx,7070,Bergen County,(201) 438-7675,9,12,No,No,(n/a),No,762,64.4,11.8,0.02,0.03,0.00,0.16,0.21,0.00,0.04,0.56,52.8
154,South Hunterdon Regional High School,https://www.schooldigger.com/go/NJ/schools/0076903036/school.aspx,South Hunterdon Regional School District,https://www.schooldigger.com/go/NJ/district/00769/search.aspx,301 Mt Airy Harbourton Rd,Lambertville,https://www.schooldigger.com/go/NJ/city/Lambertville/search.aspx,8530,Hunterdon County,(609) 397-2060,7,12,Yes,No,(n/a),No,458,47.8,9.5,0.17,0.07,0.00,0.00,0.17,0.00,0.03,0.73,52.7
155,Elizabeth High School - Frank J Cicarell Academy,https://www.schooldigger.com/go/NJ/schools/0459005478/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,40 Morrell Street,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7202,Union County,(908) 436-5870,9,12,Yes,No,(n/a),No,1152,65,17.7,0.70,0.10,0.00,0.06,0.73,0.00,0.00,0.12,52.6
156,Secaucus High School,https://www.schooldigger.com/go/NJ/schools/1485002900/school.aspx,Secaucus School District,https://www.schooldigger.com/go/NJ/district/14850/search.aspx,11 Mill Ridge Road,Secaucus,https://www.schooldigger.com/go/NJ/city/Secaucus/search.aspx,7094,Hudson County,(201) 974-2033,9,12,Yes,No,(n/a),No,627,54.3,11.5,0.33,0.04,0.00,0.20,0.35,0.01,0.00,0.40,52.5
157,Emerson Junior Senior High,https://www.schooldigger.com/go/NJ/schools/0471000380/school.aspx,Emerson Public School District,https://www.schooldigger.com/go/NJ/district/04710/search.aspx,131 Main Street,Emerson,https://www.schooldigger.com/go/NJ/city/Emerson/search.aspx,7630,Bergen County,(201) 262-4447,7,12,Yes,No,(n/a),No,496,47.8,10.3,0.08,0.02,0.00,0.09,0.13,0.00,0.02,0.74,52.4
158,High Technical High School,https://www.schooldigger.com/go/NJ/schools/0757002766/school.aspx,Hudson County Schools of Technology School District,https://www.schooldigger.com/go/NJ/district/07570/search.aspx,One High Tech Way,Secaucus,https://www.schooldigger.com/go/NJ/city/Secaucus/search.aspx,7094,Hudson County,(201) 662-6801,9,12,Yes,No,(n/a),No,1171,86.6,13.5,0.36,0.07,0.00,0.17,0.41,0.00,0.01,0.33,52.2
159,Spotswood High School,https://www.schooldigger.com/go/NJ/schools/1554003660/school.aspx,Spotswood Public School District,https://www.schooldigger.com/go/NJ/district/15540/search.aspx,105 Summerhill Road,Spotswood,https://www.schooldigger.com/go/NJ/city/Spotswood/search.aspx,8884,Middlesex County,(732) 723-2200,9,12,No,No,(n/a),No,682,57,11.9,0.11,0.04,0.00,0.05,0.14,0.00,0.02,0.75,52.1
160,Bergenfield High School,https://www.schooldigger.com/go/NJ/schools/0150000268/school.aspx,Bergenfield Borough School District,https://www.schooldigger.com/go/NJ/district/01500/search.aspx,80 S Prospect Ave,Bergenfield,https://www.schooldigger.com/go/NJ/city/Bergenfield/search.aspx,7621,Bergen County,(201) 385-8600,9,12,Yes,No,(n/a),No,1162,104.2,11.1,0.38,0.09,0.00,0.27,0.51,0.00,0.01,0.12,51.8
161,Henry Hudson Regional School,https://www.schooldigger.com/go/NJ/schools/0705003844/school.aspx,Henry Hudson Regional School District,https://www.schooldigger.com/go/NJ/district/07050/search.aspx,1 Grand Tour,Highlands,https://www.schooldigger.com/go/NJ/city/Highlands/search.aspx,7732,Monmouth County,(732) 872-0900,7,12,Yes,No,(n/a),No,331,39.1,8.4,0.25,0.05,0.00,0.01,0.10,0.00,0.01,0.83,51.6
162,Foundation Academy Charter School,https://www.schooldigger.com/go/NJ/schools/0071702925/school.aspx,Foundation Academy Charter School,https://www.schooldigger.com/go/NJ/district/00717/search.aspx,363 West State Street,Trenton,https://www.schooldigger.com/go/NJ/city/Trenton/search.aspx,8608,Mercer County,(609) 920-9200,KG,12,Yes,Yes,(n/a),No,1050,77,13.6,0.81,0.53,0.00,0.01,0.45,0.00,0.01,0.01,51.6
163,Lodi High School,https://www.schooldigger.com/go/NJ/schools/0885000550/school.aspx,Lodi School District,https://www.schooldigger.com/go/NJ/district/08850/search.aspx,99 Putnam Street,Lodi,https://www.schooldigger.com/go/NJ/city/Lodi/search.aspx,7644,Bergen County,(973) 478-6100,9,12,Yes,No,(n/a),No,864,66,13,0.56,0.09,0.00,0.06,0.59,0.02,0.01,0.23,51.5
164,Vernon Township High School,https://www.schooldigger.com/go/NJ/schools/1671005422/school.aspx,Vernon Township School District,https://www.schooldigger.com/go/NJ/district/16710/search.aspx,1832 Route 565,Vernon,https://www.schooldigger.com/go/NJ/city/Vernon/search.aspx,7462,Sussex County,(973) 764-2960,9,12,No,No,(n/a),No,995,93.5,10.6,0.17,0.03,0.00,0.02,0.11,0.00,0.01,0.82,51.3
165,Cherokee High School,https://www.schooldigger.com/go/NJ/schools/0849001092/school.aspx,Lenape Regional High School District,https://www.schooldigger.com/go/NJ/district/08490/search.aspx,120 Tomlinson Mill Road,Marlton,https://www.schooldigger.com/go/NJ/city/Marlton/search.aspx,8053,Burlington County,(856) 983-5140,9,12,No,No,(n/a),No,2144,177,12.1,0.11,0.06,0.00,0.09,0.05,0.00,0.00,0.80,50.9
166,Saddle Brook Middle/High School,https://www.schooldigger.com/go/NJ/schools/1449000824/school.aspx,Saddle Brook School District,https://www.schooldigger.com/go/NJ/district/14490/search.aspx,355 Mayhill Street,Saddle Brook,https://www.schooldigger.com/go/NJ/city/Saddle+Brook/search.aspx,7663,Bergen County,(201) 843-2880,7,12,Yes,No,(n/a),No,794,67,11.8,0.20,0.03,0.00,0.07,0.25,0.00,0.00,0.65,50.7
167,Brick Township High School,https://www.schooldigger.com/go/NJ/schools/0222004582/school.aspx,Brick Township Public School District,https://www.schooldigger.com/go/NJ/district/02220/search.aspx,346 Chambers Bridge Rd,Brick,https://www.schooldigger.com/go/NJ/city/Brick/search.aspx,8723,Ocean County,(732) 785-3000,9,12,No,No,(n/a),No,1290,110.4,11.6,0.30,0.04,0.01,0.04,0.19,0.00,0.01,0.72,50.6
168,Freehold Township High School,https://www.schooldigger.com/go/NJ/schools/0561003798/school.aspx,Freehold Regional High School District,https://www.schooldigger.com/go/NJ/district/05610/search.aspx,281 Elton Adelphia Road,Freehold,https://www.schooldigger.com/go/NJ/city/Freehold/search.aspx,7728,Monmouth County,(732) 431-8460,9,12,Yes,No,(n/a),No,2043,137.3,14.8,0.11,0.05,0.00,0.07,0.12,0.00,0.01,0.76,49.8
169,Cranford High School,https://www.schooldigger.com/go/NJ/schools/0357005458/school.aspx,Cranford Public School District,https://www.schooldigger.com/go/NJ/district/03570/search.aspx,201 West End Place,Cranford,https://www.schooldigger.com/go/NJ/city/Cranford/search.aspx,7016,Union County,(908) 709-6272,9,12,No,No,(n/a),No,1233,100.9,12.2,0.03,0.04,0.00,0.03,0.07,0.00,0.01,0.85,49.8
170,Ridgefield Memorial High School,https://www.schooldigger.com/go/NJ/schools/1377000742/school.aspx,Ridgefield School District,https://www.schooldigger.com/go/NJ/district/13770/search.aspx,555 Walnut St,Ridgefield,https://www.schooldigger.com/go/NJ/city/Ridgefield/search.aspx,7657,Bergen County,(201) 945-4455,9,12,No,No,(n/a),No,514,49.5,10.3,0.27,0.04,0.00,0.22,0.40,0.00,0.01,0.33,49.2
171,Phillipsburg High School,https://www.schooldigger.com/go/NJ/schools/1296005852/school.aspx,Phillipsburg School District,https://www.schooldigger.com/go/NJ/district/12960/search.aspx,1 Stateliner Blvd.,Phillipsburg,https://www.schooldigger.com/go/NJ/city/Phillipsburg/search.aspx,8865,Warren County,(908) 454-3400,9,12,No,No,(n/a),No,1650,126.5,13,0.32,0.13,0.00,0.04,0.16,0.00,0.03,0.64,48.8
172,Essex County Newark Technical,https://www.schooldigger.com/go/NJ/schools/0480000137/school.aspx,Essex County Schools of Technology,https://www.schooldigger.com/go/NJ/district/04800/search.aspx,91 West Market Street,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7103,Essex County,(973) 412-2204,9,12,Yes,No,(n/a),No,781,43.5,17.9,0.56,0.48,0.01,0.01,0.49,0.00,0.01,0.01,48.6
173,Lenape High School,https://www.schooldigger.com/go/NJ/schools/0849001094/school.aspx,Lenape Regional High School District,https://www.schooldigger.com/go/NJ/district/08490/search.aspx,235 Hartford Road,Medford,https://www.schooldigger.com/go/NJ/city/Medford/search.aspx,8055,Burlington County,(609) 654-5111,9,12,Yes,No,(n/a),No,1895,156.6,12.1,0.15,0.16,0.00,0.12,0.08,0.01,0.03,0.61,48.3
174,Egg Harbor Township High School,https://www.schooldigger.com/go/NJ/schools/0456005961/school.aspx,Egg Harbor Township School District,https://www.schooldigger.com/go/NJ/district/04560/search.aspx,24 High School Drive,Egg Harbor Township,https://www.schooldigger.com/go/NJ/city/Egg+Harbor+Township/search.aspx,8234,Atlantic County,(609) 653-0100,9,12,No,No,(n/a),No,2357,194.9,12,0.48,0.11,0.00,0.16,0.25,0.00,0.02,0.45,48.2
175,John F. Kennedy Memorial High School,https://www.schooldigger.com/go/NJ/schools/1812003670/school.aspx,Woodbridge Township School District,https://www.schooldigger.com/go/NJ/district/18120/search.aspx,200 Washington Avenue,Iselin,https://www.schooldigger.com/go/NJ/city/Iselin/search.aspx,8830,Middlesex County,(732) 602-8650,9,12,No,No,(n/a),No,1324,106,12.4,0.43,0.09,0.00,0.44,0.25,0.00,0.01,0.21,48.1
176,Northern Burlington County Regional High School,https://www.schooldigger.com/go/NJ/schools/1170001182/school.aspx,Northern Burlington County Regional School District,https://www.schooldigger.com/go/NJ/district/11700/search.aspx,160 Mansfield Road East,Columbus,https://www.schooldigger.com/go/NJ/city/Columbus/search.aspx,8022,Burlington County,(609) 298-3900,9,12,Yes,No,(n/a),No,1348,104.2,12.9,0.07,0.10,0.00,0.12,0.12,0.00,0.04,0.62,47.9
177,Pinelands Regional High School,https://www.schooldigger.com/go/NJ/schools/1300005917/school.aspx,Pinelands Regional School District,https://www.schooldigger.com/go/NJ/district/13000/search.aspx,565 Nugentown Road,Little Egg Harbor,https://www.schooldigger.com/go/NJ/city/Little+Egg+Harbor/search.aspx,8087,Ocean County,(609) 296-3106,9,12,No,No,(n/a),No,744,75.9,9.8,0.38,0.03,0.00,0.02,0.08,0.00,0.02,0.86,47.5
178,Piscataway Township High School,https://www.schooldigger.com/go/NJ/schools/1305003554/school.aspx,Piscataway Township School District,https://www.schooldigger.com/go/NJ/district/13050/search.aspx,100 Behmer Road,Piscataway,https://www.schooldigger.com/go/NJ/city/Piscataway/search.aspx,8854,Middlesex County,(732) 981-0700,9,12,Yes,No,(n/a),No,2267,165.7,13.6,0.37,0.32,0.00,0.30,0.21,0.00,0.02,0.15,47.5
179,Warren Hills Regional High School,https://www.schooldigger.com/go/NJ/schools/1697005878/school.aspx,Warren Hills Regional School District,https://www.schooldigger.com/go/NJ/district/16970/search.aspx,41 Jackson Valley Road,Washington,https://www.schooldigger.com/go/NJ/city/Washington/search.aspx,7882,Warren County,(908) 689-3050,9,12,No,No,(n/a),No,1205,104.5,11.5,0.18,0.07,0.00,0.04,0.14,0.00,0.01,0.75,47.4
180,Ocean City High School,https://www.schooldigger.com/go/NJ/schools/1197001746/school.aspx,Ocean City School District,https://www.schooldigger.com/go/NJ/district/11970/search.aspx,501 Atlantic Avenue,Ocean City,https://www.schooldigger.com/go/NJ/city/Ocean+City/search.aspx,8226,Cape May County,(609) 399-1290,9,12,No,No,(n/a),No,1245,98.5,12.6,0.13,0.03,0.00,0.02,0.05,0.01,0.00,0.90,47.2
181,Hammonton High School,https://www.schooldigger.com/go/NJ/schools/0657000136/school.aspx,Hammonton School District,https://www.schooldigger.com/go/NJ/district/06570/search.aspx,566 Old Forks Road,Hammonton,https://www.schooldigger.com/go/NJ/city/Hammonton/search.aspx,8037,Atlantic County,(609) 567-7000,9,12,Yes,No,(n/a),No,1393,97.4,14.3,0.35,0.04,0.00,0.01,0.21,0.00,0.02,0.73,46.9
182,Morristown High School,https://www.schooldigger.com/go/NJ/schools/1081004366/school.aspx,Morris School District,https://www.schooldigger.com/go/NJ/district/10810/search.aspx,50 Early Street,Morristown,https://www.schooldigger.com/go/NJ/city/Morristown/search.aspx,7960,Morris County,(973) 292-2000,9,12,No,No,(n/a),No,1860,133,13.9,0.27,0.09,0.00,0.05,0.35,0.00,0.00,0.52,46.9
183,Union City High School,https://www.schooldigger.com/go/NJ/schools/1638003059/school.aspx,Union City School District,https://www.schooldigger.com/go/NJ/district/16380/search.aspx,2500 Kennedy Blvd,Union City,https://www.schooldigger.com/go/NJ/city/Union+City/search.aspx,7087,Hudson County,(201) 330-8678,9,12,Yes,No,(n/a),No,2882,184.5,15.6,0.88,0.01,0.00,0.01,0.96,0.00,0.00,0.02,46.7
184,Freehold Borough High School,https://www.schooldigger.com/go/NJ/schools/0561003796/school.aspx,Freehold Regional High School District,https://www.schooldigger.com/go/NJ/district/05610/search.aspx,2 Robertsville Road,Freehold,https://www.schooldigger.com/go/NJ/city/Freehold/search.aspx,7728,Monmouth County,(732) 431-8360,9,12,Yes,No,(n/a),No,1422,103.8,13.6,0.27,0.08,0.00,0.09,0.32,0.00,0.01,0.50,46.6
185,Willliamstown High School,https://www.schooldigger.com/go/NJ/schools/1047002594/school.aspx,Monroe Township Public School District,https://www.schooldigger.com/go/NJ/district/10470/search.aspx,700 N Tuckahoe Rd,Williamstown,https://www.schooldigger.com/go/NJ/city/Williamstown/search.aspx,8094,Gloucester County,(856) 262-8200,9,12,No,No,(n/a),No,1798,126.8,14.1,0.31,0.19,0.00,0.03,0.08,0.00,0.02,0.68,46.3
186,Essex County Donald M. Payne Senior School of Technology,https://www.schooldigger.com/go/NJ/schools/0480002074/school.aspx,Essex County Schools of Technology,https://www.schooldigger.com/go/NJ/district/04800/search.aspx,498-544 West Market St,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7107,Essex County,(973) 412-2203,9,12,Yes,No,(n/a),No,1268,83.7,15.1,0.58,0.38,0.01,0.01,0.59,0.01,0.01,0.01,46.3
187,Shore Regional High School,https://www.schooldigger.com/go/NJ/schools/1494004100/school.aspx,Shore Regional High School District,https://www.schooldigger.com/go/NJ/district/14940/search.aspx,132 Monmouth Park Highway 36,West Long Branch,https://www.schooldigger.com/go/NJ/city/West+Long+Branch/search.aspx,7764,Monmouth County,(732) 222-9300,9,12,Yes,No,(n/a),No,649,57.2,11.3,0.07,0.01,0.00,0.02,0.10,0.00,0.03,0.85,45.9
188,Teaneck High School,https://www.schooldigger.com/go/NJ/schools/1608000840/school.aspx,Teaneck School District,https://www.schooldigger.com/go/NJ/district/16080/search.aspx,100 Elizabeth Ave,Teaneck,https://www.schooldigger.com/go/NJ/city/Teaneck/search.aspx,7666,Bergen County,(201) 833-5400,9,12,No,No,(n/a),No,1180,112.6,10.4,0.33,0.38,0.01,0.12,0.36,0.00,0.02,0.12,45.8
189,Seneca High School,https://www.schooldigger.com/go/NJ/schools/0849000701/school.aspx,Lenape Regional High School District,https://www.schooldigger.com/go/NJ/district/08490/search.aspx,110 Carranza Road,Tabernacle,https://www.schooldigger.com/go/NJ/city/Tabernacle/search.aspx,8088,Burlington County,(609) 268-4600,9,12,Yes,No,(n/a),No,1137,109.4,10.3,0.12,0.03,0.00,0.02,0.04,0.00,0.01,0.91,45.8
190,Bogota Junior/Senior High School,https://www.schooldigger.com/go/NJ/schools/0192000284/school.aspx,Bogota Public School District,https://www.schooldigger.com/go/NJ/district/01920/search.aspx,2 Henry C  Luthin Place,Bogota,https://www.schooldigger.com/go/NJ/city/Bogota/search.aspx,7603,Bergen County,(201) 441-4808,7,12,No,No,(n/a),No,520,41.6,12.5,0.51,0.08,0.00,0.05,0.52,0.01,0.00,0.34,45.2
191,Jackson Memorial High School,https://www.schooldigger.com/go/NJ/schools/0774004612/school.aspx,Jackson Township School District,https://www.schooldigger.com/go/NJ/district/07740/search.aspx,101 Don Connor Boulevard,Jackson,https://www.schooldigger.com/go/NJ/city/Jackson/search.aspx,8527,Ocean County,(732) 833-4670,9,12,No,No,(n/a),No,1620,116.4,13.9,0.14,0.06,0.00,0.04,0.09,0.00,0.01,0.82,45.1
192,South Plainfield High School,https://www.schooldigger.com/go/NJ/schools/1536003632/school.aspx,South Plainfield School District,https://www.schooldigger.com/go/NJ/district/15360/search.aspx,200 Lake Street,South Plainfield,https://www.schooldigger.com/go/NJ/city/South+Plainfield/search.aspx,7080,Middlesex County,(908) 754-4620,9,12,No,No,(n/a),No,1023,90.3,11.3,0.24,0.15,0.00,0.13,0.28,0.01,0.00,0.43,45.1
193,Great Oaks Legacy Charter School,https://www.schooldigger.com/go/NJ/schools/0075103180/school.aspx,Great Oaks Legacy Charter School,https://www.schooldigger.com/go/NJ/district/00751/search.aspx,909 Broad Street,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7102,Essex County,(862) 256-0909,PK,12,Yes,Yes,(n/a),No,1622,87.5,18.5,0.87,0.89,0.00,0.00,0.10,0.00,0.00,0.00,44.9
