School,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White
Virginia School 170,Hanover County Public Schools,https://www.schooldigger.com/go/VA/district/03130/search.aspx,10504 Kettle Run Road,Stafford,https://www.schooldigger.com/go/VA/city/Chincoteague/search.aspx,23144,Prince William County,(757) 283-7820,No,No,No,No,2710,8.7,15.8,0.58,0.04,0,0.22,0.02,0,0.03,0.55
Virginia School 171,Chesapeake City Public Schools,https://www.schooldigger.com/go/VA/district/03420/search.aspx,15000 Graduation Dr.,Richmond,https://www.schooldigger.com/go/VA/city/Coeburn/search.aspx,21786,Prince William County,(540) 776-7320,No,No,No,No,3081,50.3,11.5,0.9,0.07,0,0.03,0.02,0,0,0.61
Virginia School 172,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/03810/search.aspx,273 Titan Lane,Chesapeake,https://www.schooldigger.com/go/VA/city/Crozet/search.aspx,23377,Tazewell County,(540) 992-1261,No,No,No,No,2360,40,10.9,0.09,0.14,0,0.21,0.1,0,0,0.41
Virginia School 173,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/03180/search.aspx,401 Charter Colony Pkwy.,Forest,https://www.schooldigger.com/go/VA/city/Bluefield/search.aspx,23141,Scott County,(703) 714-5400,No,No,No,No,1848,8.7,11,0.58,0.15,0,0.45,0.12,0,0.06,0.08
Virginia School 174,Chesapeake City Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,1200 Forest Street,Stafford,https://www.schooldigger.com/go/VA/city/Coeburn/search.aspx,23656,Loudoun County,(276) 686-4143,No,No,No,No,3702,8.7,14.5,0.31,0.15,0,0.04,0.18,0.01,0.07,0.21
Virginia School 175,Prince William County Public Schools,https://www.schooldigger.com/go/VA/district/00300/search.aspx,2665 West Neck Road,Roanoke,https://www.schooldigger.com/go/VA/city/Castlewood/search.aspx,24217,Scott County,(804) 693-2526,No,No,No,No,956,8.7,10.7,0.94,0.06,0,0.07,0.08,0,0.02,0.8
Virginia School 176,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/00390/search.aspx,185 South Warrior Drive,Vienna,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23955,Fairfax County,(540) 869-0060,No,No,No,No,2422,15.9,15.9,0.17,0,0,0.23,0.02,0,0.07,0.28
Virginia School 177,York County Public Schools,https://www.schooldigger.com/go/VA/district/04110/search.aspx,1 Maroon Way,Purcellville,https://www.schooldigger.com/go/VA/city/Radford/search.aspx,23627,Fairfax County,(276) 228-3157,No,No,No,No,2566,8.7,10.4,0.32,0.1,0,0.16,0.13,0,0,0.59
Virginia School 178,Wise County Public Schools,https://www.schooldigger.com/go/VA/district/03840/search.aspx,6100 Rolling Rd,Burke,https://www.schooldigger.com/go/VA/city/Stuarts+Draft/search.aspx,22721,Tazewell County,(757) 638-7900,No,No,No,No,1694,8.7,10.4,0.52,0.44,0,0.38,0,0,0.02,0.83
Virginia School 179,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/00060/search.aspx,701 North 37th Street,Yorktown,https://www.schooldigger.com/go/VA/city/Purcellville/search.aspx,24165,Wythe County,(757) 648-5300,No,No,Yes,No,2529,67.9,12.7,0.17,0.16,0,0.11,0.06,0.01,0.02,0.44
Virginia School 180,Wise County Public Schools,https://www.schooldigger.com/go/VA/district/04080/search.aspx,1825 Wenonah Avenue,Chincoteague,https://www.schooldigger.com/go/VA/city/Staunton/search.aspx,23788,Albemarle County,(804) 843-3630,No,No,No,No,1776,84.3,12.5,0.43,0.91,0,0.19,0,0,0.01,0.26
Virginia School 181,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/04110/search.aspx,4431 Big Bethel Rd,Charlottesville,https://www.schooldigger.com/go/VA/city/Yorktown/search.aspx,23812,Loudoun County,(804) 843-3630,No,No,No,No,3090,8.7,17.1,0.99,0.06,0,0.39,0.02,0,0.06,0.01
Virginia School 182,Gloucester County Public Schools,https://www.schooldigger.com/go/VA/district/03600/search.aspx,1996 Hawk Blvd,Purcellville,https://www.schooldigger.com/go/VA/city/Roanoke/search.aspx,24065,Loudoun County,(540) 921-1711,No,No,No,No,1954,8.7,11.6,0.19,0.13,0,0.25,0.01,0,0.01,0.7
Virginia School 183,Hanover County Public Schools,https://www.schooldigger.com/go/VA/district/03180/search.aspx,701 North 37th Street,Vienna,https://www.schooldigger.com/go/VA/city/Chincoteague/search.aspx,24023,Accomack County,(757) 263-1264,No,No,No,No,2983,8.7,14.3,0.23,0.06,0,0.03,0.09,0,0.02,0.8
Virginia School 184,Va Beach City Public Schools,https://www.schooldigger.com/go/VA/district/00300/search.aspx,4375 School Lane,Big Stone Gap,https://www.schooldigger.com/go/VA/city/Tazewell/search.aspx,23663,Russell County,(703) 248-5500,No,No,No,No,2497,8.7,11.7,0.1,0.14,0,0.03,0.12,0,0.05,0.83
Virginia School 185,Roanoke County Public Schools,https://www.schooldigger.com/go/VA/district/00090/search.aspx,701 North 37th Street,Bluefield,https://www.schooldigger.com/go/VA/city/Max+Meadows/search.aspx,24579,Augusta County,(804) 639-8340,No,Yes,No,No,2726,42,17,0.59,0.11,0,0,0.03,0,0.01,0.44
Virginia School 186,Newport News City Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,10504 Kettle Run Road,Vienna,https://www.schooldigger.com/go/VA/city/Glen+Allen/search.aspx,21481,Southampton County,(804) 639-8340,No,No,Yes,No,3081,33.3,16.7,0.17,0.17,0,0.03,0.07,0,0.04,0.01
Virginia School 187,Radford City Public Schools,https://www.schooldigger.com/go/VA/district/03130/search.aspx,520 Evergreen Mill Rd. SE,Roanoke,https://www.schooldigger.com/go/VA/city/Big+Stone+Gap/search.aspx,21970,Bland County,(703) 554-8900,No,No,No,No,2052,111.6,8.5,0.32,0.22,0,0.1,0.06,0,0,0.34
Virginia School 188,Chesterfield County Public Schools,https://www.schooldigger.com/go/VA/district/02010/search.aspx,550 Courthouse Rd,Richmond,https://www.schooldigger.com/go/VA/city/Forest/search.aspx,20410,Accomack County,(540) 254-1121,No,No,No,No,843,41,17.1,,0.16,0,0.31,0.12,0,0.06,0.39
Virginia School 189,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/03480/search.aspx,7731 Leesburg Pike,Richmond,https://www.schooldigger.com/go/VA/city/Glen+Allen/search.aspx,24040,Virginia Beach city,(540) 896-7081,No,No,No,No,1186,67.1,11.3,0.29,0.23,0,0.03,0.07,0,0.05,0.01
Virginia School 190,West Point Public Schools,https://www.schooldigger.com/go/VA/district/03420/search.aspx,21670 Ashburn Rd,Roanoke,https://www.schooldigger.com/go/VA/city/Glen+Allen/search.aspx,22771,King William County,(540) 772-7550,No,No,No,No,3030,8.7,12.4,0.99,0.05,0,0.1,0.02,0,0,0.75
Virginia School 191,Wise County Public Schools,https://www.schooldigger.com/go/VA/district/00300/search.aspx,25450 Riding Center Drive,Gloucester,https://www.schooldigger.com/go/VA/city/Newport+News/search.aspx,22794,Fairfax County,(757) 283-7820,No,No,No,No,1481,93.8,9.8,0.25,0.2,0,0.25,0.13,0,0.05,0.31
Virginia School 192,Louisa County Public Schools,https://www.schooldigger.com/go/VA/district/00300/search.aspx,4586 Main St,South Riding,https://www.schooldigger.com/go/VA/city/Orange/search.aspx,21434,Roanoke County,(757) 558-4749,No,No,No,No,2207,59.3,8.7,0.3,0.15,0,0.2,0.1,0,0,0.22
Virginia School 193,Chesapeake City Public Schools,https://www.schooldigger.com/go/VA/district/03660/search.aspx,273 Titan Lane,Fairfax,https://www.schooldigger.com/go/VA/city/Richlands/search.aspx,21546,Fairfax County,(757) 558-4749,No,No,No,No,1770,135.8,10.6,0.36,0.07,0,0.26,0.1,0,0.04,0.05
Virginia School 194,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/02520/search.aspx,3401 Bruin Lane,Leesburg,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,24286,Bland County,(757) 263-1264,No,No,No,No,1447,83,4.6,0.48,0.17,0,0.23,0.09,0,0,0.93
Virginia School 195,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/01290/search.aspx,9414 Atlee Station Road,Fishersville,https://www.schooldigger.com/go/VA/city/Nokesville/search.aspx,22233,New Kent County,(804) 750-2600,No,No,Yes,No,1146,8.7,14.7,0.36,0.22,0,0.07,0.18,0,0,0.61
Virginia School 196,Southampton County Public Schools,https://www.schooldigger.com/go/VA/district/03130/search.aspx,43460 Loudoun Reserve Drive,Pearisburg,https://www.schooldigger.com/go/VA/city/Daleville/search.aspx,23392,Roanoke County,(571) 261-4400,No,No,Yes,No,2362,89.2,14.2,0.39,0.06,0.02,0.23,0.08,0,0.02,0.78
Virginia School 197,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/00810/search.aspx,4400 Virginia Beach Blvd,Leesburg,https://www.schooldigger.com/go/VA/city/Windsor/search.aspx,23927,Wise County,(540) 337-1921,No,No,No,No,1364,91.8,13.2,0.11,0.91,0,0.06,0.04,0,0.04,0.7
Virginia School 198,Prince William County Public Schools,https://www.schooldigger.com/go/VA/district/00840/search.aspx,5720 Marshall Ave.,Coeburn,https://www.schooldigger.com/go/VA/city/Gloucester/search.aspx,22017,Fairfax County,(434) 525-2674,No,Yes,Yes,No,2031,86.6,13,0.59,0.16,0,0.06,0.04,0,0,0.73
Virginia School 199,Albemarle County Public Schools,https://www.schooldigger.com/go/VA/district/01590/search.aspx,550 Courthouse Rd,Blacksburg,https://www.schooldigger.com/go/VA/city/Fairfax/search.aspx,23511,Danville city,(804) 639-8340,No,No,No,No,1667,8.7,12.7,0.2,0.13,0,0.1,0.16,0,0.04,0.4
Virginia School 200,York County Public Schools,https://www.schooldigger.com/go/VA/district/00060/search.aspx,9300 Geo Wash Mem Hwy,Chesapeake,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,20306,Chesapeake city,(540) 869-0060,No,No,No,No,2390,8.7,12.4,0.32,0.72,0,0.07,0.1,0,0.04,0.42
