beds,baths,sqft,Age,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,Sales_price
3,4,1496,35,2177,Apartment / Condo / Townhouse,Wood,Shake Shingle,1,17,0,0,0,12,4,15,20,32,63,70,348,106,7,3,475000
3,4,1500,12,0,Apartment / Condo / Townhouse,,Asphalt,1,6,1,0,1,22,2,6,3,33,50,36,246,69,4,3,225540
3,4,1556,18,1241,Apartment / Condo / Townhouse,Brick,,1,4,1,0,0,1,0,5,5,29,88,73,277,78,8,1,335000
3,4,1584,46,1794,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,33,5,3,5,23,1,23,12,34,36,86,373,113,8,3,498000
3,4,1584,34,1759,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,104,6,17,20,238,4,92,31,39,79,76,527,161,8,3,485000
3,4,1628,54,2887,Apartment / Condo / Townhouse,Brick,Other,1,20,5,2,1,17,1,13,10,49,84,65,397,121,9,3,285000
3,4,1628,11,1166,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,71,12,6,11,32,8,45,18,32,43,63,482,147,5,3,506900
3,4,1633,45,1716,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,6,3,0,1,11,1,4,4,43,82,76,401,122,8,3,200750
3,4,1661,33,1759,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,0,0,0,0,1,0,0,3,44,77,62,368,112,6,3,323500
3,4,1700,36,2626,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,4,0,2,1,8,0,2,1,34,75,65,270,82,8,3,293000
3,4,1700,19,1882,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1,0,0,0,0,5,0,0,2,31,80,47,295,83,6,2,314900
3,4,1712,28,2184,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,0,0,0,0,2,1,0,3,44,77,62,393,119,6,3,417000
3,4,1750,56,1850,Apartment / Condo / Townhouse,Wood,Built-up,1,73,3,8,10,84,11,30,30,61,38,66,407,124,7,3,305109
3,4,1764,56,2893,Apartment / Condo / Townhouse,Brick veneer,Shake Shingle,1,71,10,12,5,31,12,37,35,33,79,55,445,154,5,3,275000
3,4,1774,29,1600,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,112,18,5,12,89,3,31,23,35,55,28,508,154,4,3,570000
3,4,1920,26,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,7,2,1,1,5,0,3,4,36,66,79,470,121,6,3,560000
3,4,2036,21,2178,Apartment / Condo / Townhouse,,Asphalt,1,23,2,1,1,52,5,16,29,34,78,66,441,113,6,3,285540
3,4,2052,33,0,Apartment / Condo / Townhouse,Brick veneer,Shake Shingle,1,104,9,24,15,36,7,34,33,38,46,42,381,132,6,3,318500
3,4,2100,15,5606,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,8,2,0,1,4,1,6,2,34,84,52,374,106,5.5,2,542450
3,4,2136,36,3034,Apartment / Condo / Townhouse,Brick,Other,1,58,5,4,7,78,5,85,23,52,61,86,688,210,9,3,345000
3,4,2160,21,1800,Apartment / Condo / Townhouse,Brick,Asphalt,1,61,9,4,4,71,3,51,14,35,77,46,479,146,5,3,549000
3,4,2208,17,1800,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,9,1,1,1,3,0,7,3,28,68,60,434,132,5.5,2,593046
3,4,2223,36,2718,Apartment / Condo / Townhouse,Combination,Shake Shingle,1,0,0,0,0,1,1,0,2,33,95,54,267,76,8,3,228000
3,4,2236,23,1944,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,21,4,1,5,15,1,18,10,34,66,72,614,187,8,3,373275
3,4,2367,35,28749,Single-Family,Combination,,1,13,2,0,1,11,2,6,3,37,69,36,294,83,6,3,206500
3,4,2382,21,2614,Apartment / Condo / Townhouse,,Asphalt,1,18,4,1,2,12,1,10,10,31,77,69,423,109,7,2,525500
3,4,2400,35,2309,Apartment / Condo / Townhouse,Wood Siding,Composition Shingle,1,64,10,9,7,80,6,47,42,45,60,71,720,209,9,3,650000
3,4,2422,16,3258,Apartment / Condo / Townhouse,Brick,,1,19,2,1,5,22,2,14,7,35,94,75,334,94,8.5,2,363000
3,4,2803,37,10890,Single-Family,Combination,,1,10,3,2,1,20,0,18,10,49,89,70,378,107,8,3,427000
3,4,3019,34,2532,Single-Family,Brick,Asphalt,1,53,6,5,8,82,9,80,27,33,74,80,623,189,9,3,500000
3,4,3084,20,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,119,7,20,22,302,6,76,26,36,68,72,680,207,8,3,760000
3,4,3200,18,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,118,7,20,22,297,6,77,27,36,68,72,684,208,8,3,755000
3,4,3261,19,0,Apartment / Condo / Townhouse,Brick,Other,1,119,7,20,22,297,6,84,28,36,68,72,687,209,8,3,707368
3,4,3578,20,3920,Single-Family,,Composition Shingle,1,17,0,2,0,8,0,6,13,40,56,68,499,128,8,3,412939
3,4,4300,36,0,Apartment / Condo / Townhouse,Brick,,0,209,10,40,41,186,17,64,81,31,29,90,1941,673,8,3,763812
4,1,1142,45,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,3,0,0,1,1,0,2,12,41,71,58,381,116,4,3,425000
4,1,1176,48,20037,Single-Family,Combination,,1,0,0,0,0,1,1,0,0,47,67,41,281,79,7.5,2,216500
4,1,1326,65,11761,Single-Family,Brick,Composition Shingle,1,6,1,1,0,21,1,4,8,37,81,34,327,99,6,3,328150
4,1,1365,72,7370,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,52,11,3,3,48,1,30,9,30,84,25,377,114,4,3,325000
4,1,1374,24,1307,Apartment / Condo / Townhouse,,Composition Shingle,1,47,1,6,1,45,4,34,15,36,83,74,329,85,8,3,239900
4,1,1662,66,6499,Single-Family,Brick,Asphalt,1,26,8,2,2,31,1,19,5,39,56,19,343,104,4,3,355000
4,1,1764,72,9461,Single-Family,Asbestos shingle,Composition Shingle,1,38,5,3,2,43,1,21,4,30,84,25,376,114,4,3,250000
4,1,2852,29,6098,Single-Family,,Composition Shingle,1,7,2,1,1,5,0,3,2,42,85,76,533,137,6,3,515000
4,1,2912,34,20473,Single-Family,Wood,Composition Shingle,1,2,0,0,1,2,0,2,1,53,93,93,818,249,10,3,345000
4,1,3616,39,12196,Single-Family,Metal,Asphalt,1,56,12,14,14,37,2,18,9,37,93,47,584,178,3,3,675000
4,1,4116,22,12196,Single-Family,Metal,composition,1,57,9,4,4,67,2,36,21,34,59,63,819,250,8,3,508053
4,1,4300,11,22215,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,2,1,5,13,0,4,7,44,86,85,655,200,9,3,687500
4,1,5327,28,19602,Single-Family,Brick,Composition Shingle,1,11,1,0,3,5,0,3,4,48,79,90,1065,324,10,3,539079
4,2,800,52,10001,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,2,0,1,4,36,69,51,237,67,6,3,215000
4,2,876,82,18730,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,22,5,2,2,30,1,19,8,39,56,19,471,143,4,3,290000
4,2,954,63,22215,Single-Family,Brick,Asbestos,1,9,2,1,1,16,1,3,5,40,73,44,400,122,4,3,400000
4,2,988,67,11761,Single-Family,Brick,Gravel/Rock,1,8,2,0,3,3,0,0,6,58,66,81,532,162,5,3,485000
4,2,1040,58,10001,Single-Family,Siding (Alum/Vinyl),,1,26,10,1,2,24,0,10,7,30,89,13,202,57,5,3,202000
4,2,1040,47,15245,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,26,5,0,3,36,5,9,11,47,79,63,433,132,8,3,281000
4,2,1046,63,8537,Single-Family,Brick,Composition Shingle,1,91,7,14,12,78,6,46,13,30,62,23,434,132,4,3,300000
4,2,1056,66,9465,Single-Family,Brick,Composition Shingle,1,47,15,1,5,63,2,26,5,37,62,55,348,106,4,3,266000
4,2,1080,72,7199,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,38,9,3,6,48,2,34,12,34,86,66,368,112,4,3,412000
4,2,1092,58,11761,Single-Family,Brick,Composition Shingle,1,5,1,0,1,5,1,13,6,45,87,79,426,129,9,3,385000
4,2,1152,72,15681,Single-Family,Wood,Other,0,24,5,2,0,14,1,21,6,40,47,5,207,58,3.5,2,215000
4,2,1170,86,5998,Single-Family,Brick veneer,Composition Shingle,1,197,9,36,34,197,15,69,48,47,52,79,540,187,6,3,585000
4,2,1170,69,10599,Single-Family,Brick,Composition Shingle,1,84,5,15,9,66,5,46,19,43,70,52,434,132,4,2,420000
4,2,1200,26,1359,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,22,1,3,1,36,3,21,9,28,76,42,260,73,8,3,315000
4,2,1226,72,14810,Single-Family,Brick veneer,Composition Shingle,1,39,1,8,5,50,5,30,35,39,78,74,594,206,9,3,645000
4,2,1269,66,8563,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,124,15,15,10,178,4,67,13,32,82,37,319,97,6,3,276840
4,2,1269,66,9121,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,113,12,15,10,169,4,67,11,32,82,37,327,99,6,3,350000
4,2,1272,65,12632,Single-Family,Brick,Composition Shingle,1,45,5,3,6,71,7,78,21,43,71,66,491,149,9,3,500000
4,2,1276,63,11325,Single-Family,Brick,Composition Shingle,1,1,0,0,0,2,2,1,3,46,80,86,532,162,6,3,526000
4,2,1302,68,10558,Single-Family,Brick,,1,32,4,6,2,27,5,30,20,49,73,63,330,115,7,3,390000
4,2,1311,34,10323,Single-Family,Siding (Alum/Vinyl),,0,27,4,1,2,33,0,7,3,38,70,25,277,78,5,3,343500
4,2,1314,65,30056,Single-Family,Brick,Composition Shingle,1,4,1,1,0,5,2,10,3,50,89,60,405,123,3,3,275000
4,2,1323,57,11325,Single-Family,Brick,Composition Shingle,1,19,5,2,1,17,1,12,7,49,84,65,441,134,9,3,375000
4,2,1325,74,8276,Single-Family,Brick veneer,Composition Shingle,1,80,6,9,13,73,8,22,39,40,70,82,540,187,9,3,625000
4,2,1350,74,10497,Single-Family,Brick,Composition Shingle,1,45,6,4,3,43,2,23,6,39,74,57,491,150,4,3,489950
4,2,1360,65,10858,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,0,0,0,0,2,1,2,3,45,82,51,368,112,6,3,329000
4,2,1360,40,1480,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,57,7,6,5,46,5,34,15,37,80,59,323,98,6,3,335000
4,2,1364,59,8276,Single-Family,,Composition Shingle,0,42,7,2,2,33,3,29,26,29,63,45,339,87,3,3,214900
4,2,1386,92,4199,Single-Family,Stucco,Composition Shingle,1,98,12,14,7,43,8,48,27,36,60,44,504,174,7,3,559900
4,2,1387,60,10010,Single-Family,Combination,,1,41,6,5,2,58,0,21,10,28,69,29,264,75,5,3,200100
4,2,1396,104,5000,Single-Family,Concrete,Composition Shingle,1,77,7,26,13,68,5,33,51,33,65,84,648,224,9,3,234000
4,2,1404,59,11325,Single-Family,,Composition Shingle,0,25,7,1,0,14,2,21,10,35,69,25,348,89,3,3,230000
4,2,1436,57,10890,Single-Family,Metal,Composition Shingle,1,84,4,9,11,73,6,56,33,45,70,71,565,172,9,3,617500
4,2,1449,59,14374,Single-Family,Brick,Composition Shingle,1,42,7,7,7,56,9,44,17,45,82,80,605,184,9,3,645000
4,2,1476,72,7200,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,31,6,2,5,41,1,27,11,44,68,56,374,114,4,3,377750
4,2,1484,62,7501,Single-Family,Brick,Composition Shingle,1,60,5,4,7,79,5,86,25,50,57,77,614,187,9,3,390000
4,2,1492,70,12196,Single-Family,Asbestos shingle,Composition Shingle,1,93,6,13,20,230,4,68,25,38,64,73,430,131,8,3,346080
4,2,1500,50,9491,Single-Family,Metal,Composition Shingle,1,33,5,2,4,30,2,14,12,34,80,70,422,128,6.5,2,418000
4,2,1505,65,10558,Single-Family,Wood,Asphalt,1,0,0,0,1,1,1,2,4,45,82,51,381,116,6,3,422000
4,2,1512,51,4568,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,56,7,6,4,46,7,32,15,44,71,63,315,96,6,3,200000
4,2,1540,48,1742,Apartment / Condo / Townhouse,,Composition Shingle,0,10,2,1,1,4,0,4,4,34,82,35,290,74,6,3,227000
4,2,1549,61,13503,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,137,15,10,11,88,9,88,44,36,72,50,311,95,5,3,475000
4,2,1577,54,14810,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,24,2,4,5,8,6,3,12,45,78,68,479,146,8,1,530000
4,2,1588,56,7841,Single-Family,,Composition Shingle,0,45,7,2,2,28,5,30,26,29,63,45,339,87,3,3,375000
4,2,1590,54,11325,Single-Family,Brick,Asphalt,1,5,3,0,1,14,0,4,4,43,73,61,459,140,9,1,439900
4,2,1590,49,10698,Single-Family,Brick,Other,1,0,0,0,0,5,0,0,3,38,83,67,471,143,9,1,219900
4,2,1592,79,6655,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,47,10,4,6,23,0,26,8,28,54,46,360,109,5,3,308000
4,2,1593,29,3079,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,19,4,1,0,9,0,18,5,39,83,55,220,62,5,2,242000
4,2,1596,53,20037,Single-Family,Brick,Composition Shingle,1,21,3,3,3,28,5,7,8,45,78,68,491,149,8,1,565000
4,2,1640,85,11325,Single-Family,Wood Shingle,,1,1,0,0,0,2,0,0,0,43,60,36,306,86,5,3,258400
4,2,1653,72,10158,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,17,0,2,2,17,0,7,3,36,77,54,418,127,4,3,410000
4,2,1653,60,17424,Single-Family,Brick,Composition Shingle,1,1,1,0,0,4,1,0,4,40,87,65,479,146,9,3,562500
4,2,1658,59,10500,Single-Family,Brick,Composition Shingle,1,7,7,0,0,18,2,7,3,45,78,68,4508,1374,3,3,430000
4,2,1659,50,8533,Single-Family,Wood,Other,1,3,0,0,1,2,0,3,13,40,76,64,385,117,4,3,395000
4,2,1662,56,1812,Apartment / Condo / Townhouse,Brick,Other,1,78,7,8,12,89,11,38,29,61,38,66,352,107,7,3,348900
4,2,1663,54,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,1,0,1,45,72,63,344,105,6,3,343000
4,2,1702,15,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,2,0,0,0,3,0,3,10,30,76,69,383,98,6.5,2,377000
4,2,1719,67,10585,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,23,6,1,0,18,1,13,5,40,76,54,352,107,3,3,260000
4,2,1721,58,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,7,1,1,14,0,19,3,34,78,32,372,113,3,3,400000
4,2,1736,46,10842,Single-Family,Metal,Composition Shingle,1,53,1,3,8,39,2,35,18,45,96,84,409,124,8,3,575000
4,2,1744,44,8768,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,1,0,1,3,43,95,77,430,131,8,2,390000
4,2,1746,58,19602,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,3,1,1,1,5,0,0,6,45,83,75,553,168,8,3,500000
4,2,1755,58,10010,Single-Family,Combination,,1,5,3,1,1,9,0,5,4,36,75,35,308,87,4,3,304000
4,2,1760,49,1742,Apartment / Condo / Townhouse,,Composition Shingle,0,8,1,1,0,13,1,11,7,34,82,35,287,73,6,3,204000
4,2,1772,65,11761,Single-Family,Brick,Composition Shingle,1,7,2,0,0,9,1,6,13,37,78,45,368,112,5,3,335000
4,2,1791,55,14810,Single-Family,Brick,Composition Shingle,1,16,3,1,1,24,3,6,15,41,80,55,438,133,5,3,210000
4,2,1795,66,10698,Single-Family,Brick,Composition Shingle,1,6,1,0,0,16,1,2,7,33,62,44,385,117,6,3,495000
4,2,1800,70,10310,Single-Family,Other,Composition Shingle,1,95,7,13,20,234,4,84,26,38,64,73,516,157,8,3,440000
4,2,1800,41,10454,Single-Family,,Asphalt,1,79,4,3,14,172,4,45,28,35,50,66,339,87,7,3,225000
4,2,1810,39,2426,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,28,4,4,2,21,2,12,8,26,75,81,360,109,6.5,2,425000
4,2,1820,71,10393,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,26,5,2,2,24,1,13,8,38,84,54,422,128,4,3,387700
4,2,1820,54,12196,Single-Family,Metal,Composition Shingle,1,28,4,4,2,33,3,20,7,48,86,76,565,172,9,3,625000
4,2,1824,43,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,13,6,1,0,11,0,15,9,36,87,61,400,122,5,3,358900
4,2,1848,46,8659,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,56,12,2,4,46,3,45,18,42,90,59,352,107,5,3,340000
4,2,1858,38,8428,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,13,3,0,0,9,1,5,5,42,77,50,368,112,6,3,540000
4,2,1868,49,12196,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,20,5,1,1,16,0,24,7,41,78,62,549,167,9,3,515000
4,2,1880,36,10798,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,6,1,0,0,3,0,2,0,44,94,78,499,152,7.5,2,708121
4,2,1882,43,29185,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,0,0,5,49,91,83,532,162,8,1,502250
4,2,1888,53,1936,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,2,0,0,0,2,1,2,6,38,70,89,573,174,10,3,580000
4,2,1900,67,21780,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,3,1,1,15,1,8,7,36,86,50,467,142,4,3,649000
4,2,1907,24,3484,Single-Family,,Composition Shingle,0,2,0,0,0,10,3,5,8,39,74,70,411,106,9,3,202530
4,2,1915,37,10441,Single-Family,Wood,Composition Shingle,1,7,2,0,1,14,0,9,8,41,82,38,409,124,4,2,399000
4,2,1918,57,10511,Single-Family,Brick,Composition Shingle,1,38,4,0,5,43,5,23,13,44,100,72,471,143,8,3,232200
4,2,1942,49,8276,Single-Family,,Composition Shingle,0,10,2,1,1,5,0,4,5,37,86,53,368,94,6,3,350400
4,2,1950,48,10643,Single-Family,Brick,Composition Shingle,1,14,2,3,2,7,3,3,7,38,83,67,441,134,9,1,375000
4,2,1958,43,9400,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,19,2,0,1,12,1,17,10,36,92,76,407,124,7,2,268000
4,2,1976,47,8890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,16,3,2,2,19,2,17,11,36,87,61,351,107,5,3,274900
4,2,1979,14,10001,Single-Family,Siding (Alum/Vinyl),,1,5,0,1,0,8,3,0,2,32,88,45,370,105,5,3,384406
4,2,1992,47,9504,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,2,0,1,8,0,9,5,41,78,62,594,181,9,3,235000
4,2,2000,62,8511,Single-Family,Brick,Composition Shingle,1,66,3,10,7,126,4,39,8,37,70,36,364,111,3,3,485000
4,2,2022,67,10197,Single-Family,Brick,Composition Shingle,1,64,14,5,2,48,3,36,7,29,85,36,352,107,3,3,451500
4,2,2031,60,14810,Single-Family,Wood,Composition Shingle,1,18,5,2,3,20,2,12,19,56,58,54,343,104,5,3,418000
4,2,2032,31,8607,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,1,0,0,2,42,97,68,503,153,7.5,2,555000
4,2,2040,48,7840,Single-Family,,Composition Shingle,0,10,2,1,1,4,0,4,4,37,86,53,387,99,6,3,345000
4,2,2051,48,8890,Single-Family,Siding (Alum/Vinyl),Other,1,86,5,8,4,34,1,47,13,32,62,63,360,109,5,3,375000
4,2,2065,61,15681,Single-Family,Brick,Asphalt,1,0,0,0,0,0,2,0,3,46,80,86,594,181,6,3,550500
4,2,2067,74,4700,Single-Family,Brick,Asphalt,1,42,6,6,4,47,15,30,30,34,57,72,567,188,4,3,630000
4,2,2096,28,6438,Single-Family,Brick,Asphalt,1,26,3,4,2,16,3,14,10,43,61,51,519,158,5,2,590000
4,2,2102,35,3920,Single-Family,,Wood Shake/ Shingles,1,37,6,5,4,42,1,40,11,33,60,56,402,103,3,3,306484
4,2,2104,59,10497,Single-Family,Brick,Composition Shingle,1,6,1,0,1,6,0,14,8,41,85,66,430,131,8,3,495000
4,2,2106,63,10890,Single-Family,Brick,Composition Shingle,1,0,0,1,0,2,1,1,3,40,86,74,586,178,6,3,642000
4,2,2112,23,16552,Single-Family,Combination,Composition Shingle,1,12,2,0,0,11,2,1,5,32,88,45,348,98,5,3,414000
4,2,2125,56,10567,Single-Family,Brick,Composition Shingle,1,12,4,2,1,15,1,8,7,31,77,54,491,149,8,3,215000
4,2,2144,54,9513,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,6,2,0,0,0,0,4,3,42,86,71,409,124,6.5,2,415000
4,2,2145,52,10815,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,18,1,1,1,28,0,38,7,48,88,78,590,180,9,3,673000
4,2,2146,48,26571,Single-Family,Brick,Composition Shingle,1,0,0,0,0,0,0,0,0,47,92,84,696,212,9,3,700000
4,2,2152,55,14810,Single-Family,Brick,Composition Shingle,1,0,0,0,0,0,0,0,2,40,75,57,590,180,9,3,700000
4,2,2158,42,10890,Single-Family,Metal,Composition Shingle,1,0,0,0,0,0,0,0,1,40,91,71,491,149,9,3,253000
4,2,2196,56,18295,Single-Family,Brick,Composition Shingle,1,20,5,2,1,16,0,11,12,41,65,65,450,137,8,3,450000
4,2,2200,23,10502,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,1,0,0,4,0,11,3,39,83,55,339,96,5,2,385000
4,2,2232,39,13068,Single-Family,Siding (Alum/Vinyl),Other,1,19,2,2,1,19,0,11,8,43,95,77,471,143,8,2,464800
4,2,2246,43,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,12,6,0,3,13,0,3,6,37,85,72,438,133,3,3,575000
4,2,2280,17,2909,Apartment / Condo / Townhouse,Brick,,1,2,0,0,0,8,0,2,1,30,100,75,321,91,8,3,429800
4,2,2294,22,14374,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,12,2,0,0,8,0,8,7,28,90,62,374,106,8,2,281990
4,2,2295,57,10798,Single-Family,Brick,Composition Shingle,1,59,1,12,8,45,3,31,12,49,75,57,532,162,3.5,2,579000
4,2,2296,50,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,11,6,0,3,9,0,5,6,37,85,72,491,149,3,3,550000
4,2,2298,18,4007,Single-Family,Combination,Composition Shingle,1,26,3,2,4,15,0,9,12,38,83,48,306,87,7,3,307310
4,2,2299,73,12632,Single-Family,Brick,Composition Shingle,1,45,6,4,4,56,1,31,18,43,71,78,582,177,8,3,620000
4,2,2300,56,11325,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1,9,1,0,6,6,1,0,4,47,88,74,553,168,8,3,297500
4,2,2300,54,9024,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,20,2,2,5,22,0,5,7,51,87,64,450,137,9,3,560000
4,2,2300,52,15245,Single-Family,Brick,Composition Shingle,1,23,7,1,1,11,1,19,3,49,79,70,520,158,3,3,585000
4,2,2348,9,9683,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,5,0,0,2,31,80,47,361,102,6,2,368765
4,2,2352,43,17424,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,18,2,0,1,12,1,17,10,36,92,76,549,167,7,2,540000
4,2,2382,46,15681,Single-Family,Brick,Composition Shingle,1,14,2,3,2,9,3,3,6,38,83,67,450,137,8,1,419000
4,2,2388,37,8537,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,6,1,0,10,39,72,60,490,149,7,1,475000
4,2,2392,60,16117,Single-Family,Combination,,0,51,7,3,8,48,5,24,13,47,79,64,395,137,7,3,370000
4,2,2394,34,8197,Single-Family,Combination,,1,23,4,2,4,30,0,24,11,34,76,56,405,114,7,3,269900
4,2,2400,53,13939,Single-Family,Brick,Composition Shingle,1,9,4,0,0,6,2,7,2,49,79,70,556,169,3,3,595000
4,2,2402,46,48787,Single-Family,Combination,Composition Shingle,1,28,5,3,5,29,1,20,11,38,83,48,405,114,7,3,420000
4,2,2404,37,21344,Single-Family,,Composition Shingle,1,37,6,5,4,42,1,40,11,35,74,48,499,128,3,3,380000
4,2,2463,45,10890,Single-Family,Metal,Composition Shingle,1,3,0,0,1,6,0,4,7,34,92,78,532,162,8,3,535000
4,2,2472,68,16552,Single-Family,Brick,Composition Shingle,1,50,15,9,5,61,1,10,11,29,55,28,475,144,3,3,375000
4,2,2496,52,14374,Single-Family,Brick,Composition Shingle,1,7,0,0,0,5,0,6,12,40,59,62,586,178,7,3,525000
4,2,2510,39,12632,Single-Family,Siding (Alum/Vinyl),Asphalt,1,25,4,1,5,29,6,19,18,45,65,76,553,168,5,3,665000
4,2,2523,130,20037,Single-Family,Wood,,0,60,3,7,6,44,5,66,26,42,56,60,395,137,7,3,650000
4,2,2541,43,60983,Single-Family,,,0,5,1,0,0,4,0,5,2,46,92,47,351,99,6,3,342500
4,2,2559,42,10044,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,36,11,3,5,37,0,21,6,38,63,46,397,121,6,3,205000
4,2,2582,27,13068,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,1,0,0,0,3,0,1,1,45,87,71,512,156,7,3,369990
4,2,2588,9,4717,Single-Family,Siding (Alum/Vinyl),Asphalt,1,40,8,4,5,37,1,22,17,34,79,31,499,121,4,3,448574
4,2,2594,43,6921,Single-Family,Metal,Composition Shingle,1,28,5,3,4,32,0,35,10,40,72,86,623,189,9,3,455000
4,2,2600,75,14374,Single-Family,Siding (Alum/Vinyl),,1,11,2,0,1,12,2,9,5,32,85,42,351,99,6,3,260000
4,2,2603,18,3598,Apartment / Condo / Townhouse,Brick,,1,32,3,2,4,30,2,19,12,29,81,41,351,99,9,1,398000
4,2,2615,51,18730,Single-Family,Brick,Composition Shingle,1,13,2,3,2,8,5,3,6,45,78,68,524,159,8,1,504000
4,2,2616,42,52707,Single-Family,Siding (Alum/Vinyl),,1,2,0,0,0,3,0,3,1,46,92,47,370,104,6,3,384900
4,2,2632,53,436471,Single-Family,,Composition Shingle,1,0,0,0,0,0,0,0,2,49,78,72,630,162,8,3,352000
4,2,2640,29,58806,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,1,0,0,1,45,85,53,385,109,7,3,271500
4,2,2681,122,10454,Single-Family,Siding (Alum/Vinyl),asphalt,1,15,3,0,1,17,0,15,10,35,70,73,623,190,8,3,640000
4,2,2688,29,11761,Single-Family,Siding (Alum/Vinyl),,1,2,0,2,0,3,1,4,2,30,93,54,396,112,9,1,271135
4,2,2720,9,435600,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,1,0,0,0,41,67,24,594,168,8,3,570000
4,2,2728,34,7492,Single-Family,Metal,Composition Shingle,1,25,2,3,3,8,0,9,7,40,80,71,479,146,8,3,242500
4,2,2768,85,9952,Single-Family,Combination,Composition Shingle,1,147,19,14,19,126,6,57,34,37,52,83,651,189,9,3,310000
4,2,2770,20,7962,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,13,3,1,0,12,0,17,4,39,83,55,330,93,5,2,290000
4,2,2789,16,10018,Single-Family,,Composition Shingle,1,39,8,4,5,31,4,16,19,32,67,70,553,142,3,3,745975
