School,School URL,District,District URL,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2016-17)
Scroggins Elementary,https://www.schooldigger.com/go/TX/schools/2364002582/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77020,Harris,(713) 671-4130,Yes,No,Yes,(n/a),621,35,17.7,87,1,0,0,99,0,0,1,36.3
Carroll Bell Elementary,https://www.schooldigger.com/go/TX/schools/2247002253/school.aspx,Harlandale Independent School District,https://www.schooldigger.com/go/TX/district/22470/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78221,Bexar,(210) 989-2900,Yes,No,No,(n/a),554,31,17.8,90,1,0,0,97,0,0,2,36.3
Park Elementary,https://www.schooldigger.com/go/TX/schools/1830001707/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79904,El Paso,(915) 587-3540,Yes,No,No,(n/a),558,37,15,75,4,0,0,84,0,2,9,36.3
Thornwood Elementary,https://www.schooldigger.com/go/TX/schools/4110004700/school.aspx,Spring Branch Independent School District,https://www.schooldigger.com/go/TX/district/41100/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77079,Harris,(713) 251-7300,Yes,No,No,(n/a),376,28,13.4,53,25,4,6,51,0,1,13,36.2
Green Valley Elementary,https://www.schooldigger.com/go/TX/schools/2025001985/school.aspx,Galena Park Independent School District,https://www.schooldigger.com/go/TX/district/20250/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77015,Harris,(832) 386-4390,Yes,No,No,(n/a),774,48,16.1,89,31,0,0,62,0,1,5,36.2
Dessau Elementary,https://www.schooldigger.com/go/TX/schools/3483006463/school.aspx,Pflugerville Independent School District,https://www.schooldigger.com/go/TX/district/34830/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78754,Travis,(512) 594-4600,Yes,No,No,(n/a),508,35,14.5,83,13,0,8,71,0,2,7,36.2
Richland Elementary,https://www.schooldigger.com/go/TX/schools/1023000494/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,Richland Hills,https://www.schooldigger.com/go/TX/city/Richland+Hills/search.aspx,76118,Tarrant,(817) 547-2000,Yes,No,No,(n/a),321,26,12.3,69,5,1,1,41,2,2,49,36.2
Austin Elementary,https://www.schooldigger.com/go/TX/schools/2178002196/school.aspx,Gregory-Portland Independent School District,https://www.schooldigger.com/go/TX/district/21780/search.aspx,Gregory,https://www.schooldigger.com/go/TX/city/Gregory/search.aspx,78359,San Patricio,(361) 777-4252,Yes,No,No,(n/a),475,29,16.3,64,1,1,0,76,0,1,21,36.2
Fannin Elementary,https://www.schooldigger.com/go/TX/schools/1533001105/school.aspx,Corsicana Independent School District,https://www.schooldigger.com/go/TX/district/15330/search.aspx,Corsicana,https://www.schooldigger.com/go/TX/city/Corsicana/search.aspx,75110,Navarro,(903) 874-3728,Yes,No,No,(n/a),603,41,14.7,82,22,0,1,45,3,4,25,36.2
Lasara Elementary,https://www.schooldigger.com/go/TX/schools/2685003033/school.aspx,Lasara Independent School District,https://www.schooldigger.com/go/TX/district/26850/search.aspx,Lasara,https://www.schooldigger.com/go/TX/city/Lasara/search.aspx,78561,Willacy,(956) 642-3271,Yes,No,No,(n/a),367,25,14.6,76,0,1,0,98,0,0,1,36.1
Newman Elementary,https://www.schooldigger.com/go/TX/schools/1830001706/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79924,El Paso,(915) 587-3580,Yes,No,No,(n/a),536,33,16.2,81,4,0,1,85,0,2,8,36.1
Smith Elementary,https://www.schooldigger.com/go/TX/schools/2658002991/school.aspx,Lamar Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/26580/search.aspx,Richmond,https://www.schooldigger.com/go/TX/city/Richmond/search.aspx,77469,Fort Bend,(832) 223-2300,Yes,No,No,(n/a),528,36,14.6,74,15,0,1,72,0,0,11,36.1
Boone Elementary,https://www.schooldigger.com/go/TX/schools/3312003713/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78249,Bexar,(210) 397-1450,Yes,No,No,(n/a),638,46,13.8,66,6,0,3,67,0,2,21,36.1
Zoe Learning Academy - Ambassador Campus,https://www.schooldigger.com/go/TX/schools/0019310717/school.aspx,Zoe Learning Academy,https://www.schooldigger.com/go/TX/district/00193/search.aspx,Duncanville,https://www.schooldigger.com/go/TX/city/Duncanville/search.aspx,75116,Dallas,(972) 296-3335,Yes,Yes,No,(n/a),131,10,13.1,73,82,0,0,13,0,2,3,36.1
Harmony Science Academy - Lubbock,https://www.schooldigger.com/go/TX/schools/0027211497/school.aspx,Harmony Science Academy (El Paso),https://www.schooldigger.com/go/TX/district/00272/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79412,Lubbock,(806) 747-1000,(n/a),Yes,(n/a),(n/a),346,,,99,18,0,1,57,0,2,22,36.1
Ascarate Elementary,https://www.schooldigger.com/go/TX/schools/4668005306/school.aspx,Ysleta Independent School District,https://www.schooldigger.com/go/TX/district/46680/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79915,El Paso,(915) 434-7400,Yes,No,No,(n/a),415,30,13.8,94,0,1,0,98,0,0,1,36
McKamy Elementary,https://www.schooldigger.com/go/TX/schools/1305000463/school.aspx,Carrollton-Farmers Branch Independent School District,https://www.schooldigger.com/go/TX/district/13050/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75287,Denton,(972) 968-2400,Yes,No,No,(n/a),513,34,15,66,38,0,5,40,0,4,14,36
Blanton Elementary,https://www.schooldigger.com/go/TX/schools/0894000301/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78723,Travis,(512) 414-2026,Yes,No,No,(n/a),542,39,13.8,87,8,0,1,83,0,1,7,36
Emmott Elementary,https://www.schooldigger.com/go/TX/schools/1611006085/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77065,Harris,(281) 897-4500,Yes,No,No,(n/a),852,52,16.3,61,22,2,8,44,1,4,20,36
Pleasantville Elementary,https://www.schooldigger.com/go/TX/schools/2364002558/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77029,Harris,(713) 671-3840,Yes,No,No,(n/a),317,20,15.8,94,74,0,0,25,0,1,0,36
Thomas Elementary,https://www.schooldigger.com/go/TX/schools/3510003973/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Plano,https://www.schooldigger.com/go/TX/city/Plano/search.aspx,75023,Collin,(469) 752-3500,Yes,No,No,(n/a),617,53,11.6,64,17,0,6,45,0,3,30,36
Brookeland Elementary,https://www.schooldigger.com/go/TX/schools/1152000624/school.aspx,Brookeland Independent School District,https://www.schooldigger.com/go/TX/district/11520/search.aspx,Brookeland,https://www.schooldigger.com/go/TX/city/Brookeland/search.aspx,75931,Sabine,(409) 698-2152,Yes,No,No,(n/a),205,15,13.6,58,3,0,1,4,0,3,89,36
Wells Branch Leadership Academy,https://www.schooldigger.com/go/TX/schools/0017912987/school.aspx,Jubilee Academic Center,https://www.schooldigger.com/go/TX/district/00179/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78728,Travis,(512) 900-0210,Yes,Yes,No,(n/a),644,47,13.7,35,19,0,6,33,0,8,34,35.9
Sunray Elementary,https://www.schooldigger.com/go/TX/schools/4191004776/school.aspx,Sunray Independent School District,https://www.schooldigger.com/go/TX/district/41910/search.aspx,Sunray,https://www.schooldigger.com/go/TX/city/Sunray/search.aspx,79086,Moore,(806) 948-4222,Yes,No,No,(n/a),222,17,13,55,1,1,0,60,0,2,37,35.9
Bellevue School,https://www.schooldigger.com/go/TX/schools/0975000446/school.aspx,Bellevue Independent School District,https://www.schooldigger.com/go/TX/district/09750/search.aspx,Bellevue,https://www.schooldigger.com/go/TX/city/Bellevue/search.aspx,76228,Clay,(940) 928-2104,Yes,No,No,(n/a),147,17,8.6,48,1,1,0,6,0,9,84,35.9
Adelle Turner Elementary,https://www.schooldigger.com/go/TX/schools/1623001375/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75232,Dallas,(972) 794-6300,Yes,No,No,(n/a),416,24,17.3,74,87,0,0,11,0,1,2,35.8
Academy At West Birdville,https://www.schooldigger.com/go/TX/schools/1023000506/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,Haltom City,https://www.schooldigger.com/go/TX/city/Haltom+City/search.aspx,76117,Tarrant,(817) 547-2500,Yes,No,No,(n/a),700,44,15.9,89,1,0,2,84,0,1,12,35.8
Cromack Elementary,https://www.schooldigger.com/go/TX/schools/1168000647/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78521,Cameron,(956) 548-8820,Yes,No,No,(n/a),648,42,15.4,97,0,0,0,100,0,0,1,35.8
Reed Elementary,https://www.schooldigger.com/go/TX/schools/1611021299/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77040,Harris,(713) 896-5035,Yes,No,No,(n/a),1106,66,16.7,72,6,0,15,71,0,0,8,35.8
Intermediate School,https://www.schooldigger.com/go/TX/schools/2019001967/school.aspx,Fort Stockton Independent School District,https://www.schooldigger.com/go/TX/district/20190/search.aspx,Fort Stockton,https://www.schooldigger.com/go/TX/city/Fort+Stockton/search.aspx,79735,Pecos,(432) 336-4141,Yes,No,No,(n/a),422,26,16.2,66,0,0,1,88,0,1,11,35.8
Gale Pond Alamo Elementary,https://www.schooldigger.com/go/TX/schools/1800001566/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79760,Ector,(432) 456-1019,Yes,No,No,(n/a),548,30,18.2,60,5,0,0,75,0,1,19,35.8
Margaret S McWhirter Elementary,https://www.schooldigger.com/go/TX/schools/1428000908/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,Webster,https://www.schooldigger.com/go/TX/city/Webster/search.aspx,77598,Harris,(281) 284-4800,Yes,No,No,(n/a),791,55,14.3,73,18,0,1,66,0,3,12,35.8
Berta S Palacios Elementary,https://www.schooldigger.com/go/TX/schools/3486012660/school.aspx,Pharr-San Juan-Alamo Independent School District,https://www.schooldigger.com/go/TX/district/34860/search.aspx,Pharr,https://www.schooldigger.com/go/TX/city/Pharr/search.aspx,78577,Hidalgo,(956) 354-2000,Yes,No,No,(n/a),524,30,17.4,98,0,0,0,100,0,0,0,35.8
Richter Elementary,https://www.schooldigger.com/go/TX/schools/1641005692/school.aspx,Dayton Independent School District,https://www.schooldigger.com/go/TX/district/16410/search.aspx,Dayton,https://www.schooldigger.com/go/TX/city/Dayton/search.aspx,77535,Liberty,(936) 258-7126,Yes,No,No,(n/a),769,47,16.3,66,9,2,0,34,0,2,52,35.8
Christie Elementary,https://www.schooldigger.com/go/TX/schools/2001008148/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75035,Collin,(469) 633-2400,Yes,No,No,(n/a),685,48,14.2,51,7,1,9,56,0,2,25,35.7
Idea Allan Academy,https://www.schooldigger.com/go/TX/schools/0021112928/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78745,Travis,(512) 646-2800,Yes,Yes,No,(n/a),582,23,25.3,91,6,1,0,89,0,0,4,35.7
Central Elementary,https://www.schooldigger.com/go/TX/schools/1764001523/school.aspx,Duncanville Independent School District,https://www.schooldigger.com/go/TX/district/17640/search.aspx,Duncanville,https://www.schooldigger.com/go/TX/city/Duncanville/search.aspx,75116,Dallas,(972) 708-2600,Yes,No,No,(n/a),574,33,17.3,84,25,2,1,65,0,2,4,35.7
S And S Cons Elementary,https://www.schooldigger.com/go/TX/schools/3840004277/school.aspx,S And S Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/38400/search.aspx,Southmayd,https://www.schooldigger.com/go/TX/city/Southmayd/search.aspx,76268,Grayson,(903) 893-0767,Yes,No,No,(n/a),383,26,14.7,52,1,1,0,10,0,4,85,35.7
Kujawa Elementary,https://www.schooldigger.com/go/TX/schools/0771009556/school.aspx,Aldine Independent School District,https://www.schooldigger.com/go/TX/district/07710/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77086,Harris,(281) 878-1530,Yes,No,Yes,(n/a),948,58,16.3,87,36,0,4,56,0,1,2,35.7
Idea Academy San Juan,https://www.schooldigger.com/go/TX/schools/0021111996/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,San Juan,https://www.schooldigger.com/go/TX/city/San+Juan/search.aspx,78589,Hidalgo,(956) 702-5150,Yes,Yes,No,(n/a),715,24,29.7,90,0,1,0,98,0,0,1,35.7
Honey Grove Elementary,https://www.schooldigger.com/go/TX/schools/2346002379/school.aspx,Honey Grove Independent School District,https://www.schooldigger.com/go/TX/district/23460/search.aspx,Honey Grove,https://www.schooldigger.com/go/TX/city/Honey+Grove/search.aspx,75446,Fannin,(903) 378-2264,Yes,No,No,(n/a),289,18,16,70,11,0,0,22,0,6,61,35.7
Bluebonnet Elementary,https://www.schooldigger.com/go/TX/schools/3808006315/school.aspx,Round Rock Independent School District,https://www.schooldigger.com/go/TX/district/38080/search.aspx,Round Rock,https://www.schooldigger.com/go/TX/city/Round+Rock/search.aspx,78681,Williamson,(512) 428-7700,Yes,No,No,(n/a),579,46,12.5,79,9,0,2,71,0,2,16,35.7
Freedom Elementary,https://www.schooldigger.com/go/TX/schools/4092009451/school.aspx,Southside Independent School District,https://www.schooldigger.com/go/TX/district/40920/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78264,Bexar,(210) 882-1603,Yes,No,No,(n/a),621,37,16.7,83,0,0,0,89,0,1,10,35.6
Lowery Road,https://www.schooldigger.com/go/TX/schools/1970008913/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76120,Tarrant,(817) 815-4700,Yes,No,No,(n/a),692,39,17.7,77,50,0,3,39,0,3,6,35.6
Celestino Mauricio Soto Junior Elementary,https://www.schooldigger.com/go/TX/schools/1623010577/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75211,Dallas,(972) 502-5100,Yes,No,No,(n/a),689,48,14.3,91,2,0,0,97,0,0,1,35.6
Thomas L Marsalis Elementary,https://www.schooldigger.com/go/TX/schools/1623001370/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75241,Dallas,(972) 749-3500,Yes,No,No,(n/a),515,34,15.1,84,76,0,0,23,0,0,1,35.6
Marcell Elementary,https://www.schooldigger.com/go/TX/schools/3104003495/school.aspx,Mission Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/31040/search.aspx,Mission,https://www.schooldigger.com/go/TX/city/Mission/search.aspx,78572,Hidalgo,(956) 323-6400,Yes,No,No,(n/a),478,28,17,89,0,0,0,99,0,0,1,35.6
John Winship Elementary,https://www.schooldigger.com/go/TX/schools/4122004713/school.aspx,Spring Independent School District,https://www.schooldigger.com/go/TX/district/41220/search.aspx,Spring,https://www.schooldigger.com/go/TX/city/Spring/search.aspx,77373,Harris,(281) 891-8216,Yes,No,No,(n/a),521,35,14.8,45,21,1,4,30,1,3,41,35.6
West Hardin Elementary,https://www.schooldigger.com/go/TX/schools/4500005126/school.aspx,West Hardin County Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/45000/search.aspx,Saratoga,https://www.schooldigger.com/go/TX/city/Saratoga/search.aspx,77585,Hardin,(936) 274-5061,Yes,No,No,(n/a),288,20,14.4,55,0,0,0,5,1,2,91,35.6
Bonham Elementary,https://www.schooldigger.com/go/TX/schools/2253002278/school.aspx,Harlingen Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/22530/search.aspx,Harlingen,https://www.schooldigger.com/go/TX/city/Harlingen/search.aspx,78550,Cameron,(956) 427-3070,Yes,No,No,(n/a),788,44,17.9,85,0,0,0,89,0,0,10,35.6
Rodolfo Rudy Silva Junior Elementary,https://www.schooldigger.com/go/TX/schools/4496006186/school.aspx,Weslaco Independent School District,https://www.schooldigger.com/go/TX/district/44960/search.aspx,Weslaco,https://www.schooldigger.com/go/TX/city/Weslaco/search.aspx,78596,Hidalgo,(956) 969-6790,Yes,No,No,(n/a),755,47,16,63,0,0,0,99,0,0,1,35.6
Reagan Elementary,https://www.schooldigger.com/go/TX/schools/0744000033/school.aspx,Abilene Independent School District,https://www.schooldigger.com/go/TX/district/07440/search.aspx,Abilene,https://www.schooldigger.com/go/TX/city/Abilene/search.aspx,79605,Taylor,(325) 690-3627,Yes,No,No,(n/a),523,31,16.8,78,17,0,1,50,0,5,28,35.5
Boone Elementary,https://www.schooldigger.com/go/TX/schools/0783000106/school.aspx,Alief Independent School District,https://www.schooldigger.com/go/TX/district/07830/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77099,Harris,(281) 983-8308,Yes,No,No,(n/a),913,63,14.4,82,34,1,7,46,0,0,12,35.5
Services-Ninos Charter Elementary,https://www.schooldigger.com/go/TX/schools/0001807302/school.aspx,Services-Ninos Charter School,https://www.schooldigger.com/go/TX/district/00018/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77081,Harris,(713) 667-6145,Yes,Yes,No,(n/a),574,34,16.8,98,1,1,0,99,0,0,0,35.5
Kaiser Elementary,https://www.schooldigger.com/go/TX/schools/2574002902/school.aspx,Klein Independent School District,https://www.schooldigger.com/go/TX/district/25740/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77066,Harris,(832) 484-6100,Yes,No,No,(n/a),781,67,11.6,89,11,1,3,83,0,1,2,35.5
Royalwood Elementary,https://www.schooldigger.com/go/TX/schools/3999004537/school.aspx,Sheldon Independent School District,https://www.schooldigger.com/go/TX/district/39990/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77049,Harris,(281) 454-2700,Yes,No,No,(n/a),536,39,13.7,82,2,0,0,84,0,0,14,35.5
Lois F Giddens Elementary,https://www.schooldigger.com/go/TX/schools/2703007497/school.aspx,Leander Independent School District,https://www.schooldigger.com/go/TX/district/27030/search.aspx,Cedar Park,https://www.schooldigger.com/go/TX/city/Cedar+Park/search.aspx,78613,Williamson,(512) 570-5600,Yes,No,No,(n/a),537,44,12.2,32,7,0,2,31,0,4,56,35.5
Bridgeport Intermediate,https://www.schooldigger.com/go/TX/schools/1134005614/school.aspx,Bridgeport Independent School District,https://www.schooldigger.com/go/TX/district/11340/search.aspx,Bridgeport,https://www.schooldigger.com/go/TX/city/Bridgeport/search.aspx,76426,Wise,(940) 683-5784,Yes,No,No,(n/a),428,34,12.5,62,0,1,0,54,0,3,43,35.5
Ginnings Elementary,https://www.schooldigger.com/go/TX/schools/1674001449/school.aspx,Denton Independent School District,https://www.schooldigger.com/go/TX/district/16740/search.aspx,Denton,https://www.schooldigger.com/go/TX/city/Denton/search.aspx,76209,Denton,(940) 369-2700,Yes,No,No,(n/a),619,48,12.8,75,10,1,1,52,1,2,34,35.4
Gray Elementary,https://www.schooldigger.com/go/TX/schools/3039008192/school.aspx,Mesquite Independent School District,https://www.schooldigger.com/go/TX/district/30390/search.aspx,Balch Springs,https://www.schooldigger.com/go/TX/city/Balch+Springs/search.aspx,75180,Dallas,(972) 882-7280,Yes,No,No,(n/a),957,57,16.7,91,12,0,0,72,0,2,14,35.4
Albert C Williams Elementary,https://www.schooldigger.com/go/TX/schools/1482005676/school.aspx,Commerce Independent School District,https://www.schooldigger.com/go/TX/district/14820/search.aspx,Commerce,https://www.schooldigger.com/go/TX/city/Commerce/search.aspx,75428,Hunt,(903) 886-3758,Yes,No,No,(n/a),332,24,13.8,68,21,1,2,21,0,4,50,35.4
Landergin Elementary,https://www.schooldigger.com/go/TX/schools/0813000162/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79110,Randall,(806) 326-4650,Yes,No,No,(n/a),375,23,16.3,94,6,0,0,56,0,4,33,35.4
Goliad Elementary,https://www.schooldigger.com/go/TX/schools/2103011823/school.aspx,Goliad Independent School District,https://www.schooldigger.com/go/TX/district/21030/search.aspx,Goliad,https://www.schooldigger.com/go/TX/city/Goliad/search.aspx,77963,Goliad,(361) 645-3206,Yes,No,No,(n/a),785,54,14.5,53,5,0,0,50,0,3,42,35.3
Claude Berkman Elementary,https://www.schooldigger.com/go/TX/schools/3808004248/school.aspx,Round Rock Independent School District,https://www.schooldigger.com/go/TX/district/38080/search.aspx,Round Rock,https://www.schooldigger.com/go/TX/city/Round+Rock/search.aspx,78664,Williamson,(512) 464-8250,Yes,No,No,(n/a),499,40,12.4,79,14,1,1,67,0,2,15,35.3
Thornton Elementary,https://www.schooldigger.com/go/TX/schools/4233004828/school.aspx,Temple Independent School District,https://www.schooldigger.com/go/TX/district/42330/search.aspx,Temple,https://www.schooldigger.com/go/TX/city/Temple/search.aspx,76502,Bell,(254) 215-5700,Yes,No,No,(n/a),534,34,15.7,68,26,2,3,26,1,5,38,35.3
Kennedy Elementary,https://www.schooldigger.com/go/TX/schools/2364002508/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77022,Harris,(713) 696-2686,Yes,No,No,(n/a),800,39,20.5,86,24,0,0,75,0,1,1,35.3
El Jardin Elementary,https://www.schooldigger.com/go/TX/schools/1168000651/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78521,Cameron,(956) 831-6000,Yes,No,No,(n/a),774,46,16.8,94,1,0,0,99,0,0,1,35.3
Toler Elementary,https://www.schooldigger.com/go/TX/schools/2034002046/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Garland,https://www.schooldigger.com/go/TX/city/Garland/search.aspx,75043,Dallas,(972) 226-3922,Yes,No,No,(n/a),611,37,16.5,67,30,2,2,43,0,5,19,35.3
Ganado Elementary,https://www.schooldigger.com/go/TX/schools/2031002006/school.aspx,Ganado Independent School District,https://www.schooldigger.com/go/TX/district/20310/search.aspx,Ganado,https://www.schooldigger.com/go/TX/city/Ganado/search.aspx,77962,Jackson,(361) 771-4250,Yes,No,No,(n/a),387,24,16.1,60,2,0,1,56,0,1,40,35.3
Eliot Elementary,https://www.schooldigger.com/go/TX/schools/2364002449/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77020,Harris,(713) 671-3670,Yes,No,No,(n/a),587,32,18.3,94,2,0,0,97,0,0,1,35.3
Kipp Austin Leadership Elementary,https://www.schooldigger.com/go/TX/schools/0026413044/school.aspx,Kipp Austin Public Schools Inc,https://www.schooldigger.com/go/TX/district/00264/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78744,Travis,(512) 651-2168,Yes,Yes,No,(n/a),355,17,20.8,85,9,0,0,88,0,1,2,35.3
Briscoe Elementary,https://www.schooldigger.com/go/TX/schools/2364002407/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77011,Harris,(713) 924-1740,Yes,No,No,(n/a),429,26,16.5,90,1,0,0,98,0,1,1,35.3
Durham Elementary,https://www.schooldigger.com/go/TX/schools/2364002444/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77018,Harris,(713) 613-2527,Yes,No,Yes,(n/a),553,32,17.2,74,20,0,0,64,0,1,14,35.2
Harts Bluff Elementary,https://www.schooldigger.com/go/TX/schools/2271002303/school.aspx,Harts Bluff Independent School District,https://www.schooldigger.com/go/TX/district/22710/search.aspx,Mount Pleasant,https://www.schooldigger.com/go/TX/city/Mount+Pleasant/search.aspx,75455,Titus,(903) 577-1146,Yes,No,No,(n/a),544,39,13.9,65,1,1,1,45,0,2,51,35.2
Hughes Road Elementary,https://www.schooldigger.com/go/TX/schools/1707006093/school.aspx,Dickinson Independent School District,https://www.schooldigger.com/go/TX/district/17070/search.aspx,Dickinson,https://www.schooldigger.com/go/TX/city/Dickinson/search.aspx,77539,Galveston,(281) 229-6700,Yes,No,No,(n/a),717,44,16.2,68,30,0,2,34,0,1,32,35.2
Groveton Elementary,https://www.schooldigger.com/go/TX/schools/2190002207/school.aspx,Groveton Independent School District,https://www.schooldigger.com/go/TX/district/21900/search.aspx,Groveton,https://www.schooldigger.com/go/TX/city/Groveton/search.aspx,75845,Trinity,(409) 642-1182,Yes,No,No,(n/a),349,25,13.9,70,7,0,1,17,0,4,72,35.2
West Columbia Elementary,https://www.schooldigger.com/go/TX/schools/1467000960/school.aspx,Columbia-Brazoria Independent School District,https://www.schooldigger.com/go/TX/district/14670/search.aspx,West Columbia,https://www.schooldigger.com/go/TX/city/West+Columbia/search.aspx,77486,Brazoria,(979) 345-5147,Yes,No,No,(n/a),750,43,17.4,55,12,1,0,33,0,3,51,35.2
Two Dimensions Preparatory Academy,https://www.schooldigger.com/go/TX/schools/0006907916/school.aspx,Two Dimensions Preparatory Academy,https://www.schooldigger.com/go/TX/district/00069/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77067,Harris,(281) 440-8853,Yes,Yes,No,(n/a),235,10,23.5,94,94,0,1,6,0,0,0,35.2
Nocona Elementary,https://www.schooldigger.com/go/TX/schools/3279003622/school.aspx,Nocona Independent School District,https://www.schooldigger.com/go/TX/district/32790/search.aspx,Nocona,https://www.schooldigger.com/go/TX/city/Nocona/search.aspx,76255,Montague,(940) 825-3151,Yes,No,No,(n/a),404,31,13,65,1,0,0,34,0,3,62,35.2
